sample	top_taxonomy_name	identity	shared_hashes	median_multiplicity	pvalue	full_taxonomy	taxonomic_subspecies	taxonomic_species	taxonomic_genus	taxonomic_family	taxonomic_order	taxonomic_class	taxonomic_phylum	taxonomic_kingdom	taxonomic_superkingdom	subspecies	serovar	plasmid	bioproject	biosample	taxid	assembly_accession	match_id	taxonomic_parvorder	taxonomic_superfamily	taxonomic_subfamily	taxonomic_suborder	match_comment	taxonomic_superorder	taxonomic_subclass	taxonomic_varietas	taxonomic_subkingdom	taxonomic_tribe	taxonomic_subphylum	taxonomic_infraorder
contaminated.rna.q1	Aleuria aurantia	0.911615	91/400	84	2.794409999999999e-192	Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; Pezizomycetes; Pezizales; Pyronemataceae; Aleuria; aurantia		Aleuria aurantia	Aleuria	Pyronemataceae	Pezizales	Pezizomycetes	Ascomycota	Fungi	Eukaryota				PRJNA39195		5188		./rcn/refseq-NG-5188-PRJNA39195-.-.-.-Aleuria_aurantia.fna									Dikarya		Pezizomycotina	
contaminated.rna.q1	Phoma betae	0.910985	90/400	94	1.0632699999999995e-189	Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; dothideomyceta; Dothideomycetes; Pleosporomycetidae; Pleosporales; Pleosporineae; Didymellaceae; Phoma; betae		Phoma betae	Phoma	Didymellaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi	Eukaryota				PRJNA39195		137527		./rcn/refseq-NG-137527-PRJNA39195-.-.-.-Phoma_betae.fna				Pleosporineae			Pleosporomycetidae		Dikarya		Pezizomycotina	
contaminated.rna.q1	Dentiscutata heterogama	0.910985	90/400	89	1.0632699999999995e-189	Eukaryota; Opisthokonta; Fungi; Mucoromycota; Glomeromycotina; Glomeromycetes; Diversisporales; Gigasporaceae; Dentiscutata; heterogama		Dentiscutata heterogama	Dentiscutata	Gigasporaceae	Diversisporales	Glomeromycetes	Mucoromycota	Fungi	Eukaryota				PRJNA39195		1316150		./rcn/refseq-NG-1316150-PRJNA39195-.-.-.-Dentiscutata_heterogama.fna											Glomeromycotina	
contaminated.rna.q1	Allomyces arbusculus	0.910985	90/400	89	1.0632699999999995e-189	Eukaryota; Opisthokonta; Fungi; Blastocladiomycota; Blastocladiomycetes; Blastocladiales; Blastocladiaceae; Allomyces; arbusculus		Allomyces arbusculus	Allomyces	Blastocladiaceae	Blastocladiales	Blastocladiomycetes	Blastocladiomycota	Fungi	Eukaryota				PRJNA39195		64504		./rcn/refseq-NG-64504-PRJNA39195-.-.-.-Allomyces_arbusculus.fna												
contaminated.rna.q1	Sarcosphaera crassa	0.910985	90/400	76	1.0632699999999995e-189	Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; Pezizomycetes; Pezizales; Pezizaceae; Sarcosphaera; crassa		Sarcosphaera crassa	Sarcosphaera	Pezizaceae	Pezizales	Pezizomycetes	Ascomycota	Fungi	Eukaryota				PRJNA39195		265113		./rcn/refseq-NG-265113-PRJNA39195-.-.-.-Sarcosphaera_crassa.fna									Dikarya		Pezizomycotina	
contaminated.rna.q1	Tetraploa sasicola	0.910349	89/400	96	3.988429999999998e-187	Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; dothideomyceta; Dothideomycetes; Pleosporomycetidae; Pleosporales; Tetraplosphaeriaceae; Tetraploa; sasicola		Tetraploa sasicola	Tetraploa	Tetraplosphaeriaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi	Eukaryota				PRJNA39195		682099		./rcn/refseq-NG-682099-PRJNA39195-.-.-.-Tetraplosphaeria_sasicola.fna							Pleosporomycetidae		Dikarya		Pezizomycotina	
contaminated.rna.q1	Dothidea insculpta	0.910349	89/400	86	3.988429999999998e-187	Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; dothideomyceta; Dothideomycetes; Dothideomycetidae; Dothideales; Dothideaceae; Dothidea; insculpta		Dothidea insculpta	Dothidea	Dothideaceae	Dothideales	Dothideomycetes	Ascomycota	Fungi	Eukaryota				PRJNA39195		45097		./rcn/refseq-NG-45097-PRJNA39195-.-.-.-Dothidea_insculpta.fna							Dothideomycetidae		Dikarya		Pezizomycotina	
contaminated.rna.q1	Anthracobia macrocystis	0.910349	89/400	84	3.988429999999998e-187	Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; Pezizomycetes; Pezizales; Pyronemataceae; Anthracobia; macrocystis		Anthracobia macrocystis	Anthracobia	Pyronemataceae	Pezizales	Pezizomycetes	Ascomycota	Fungi	Eukaryota				PRJNA39195		352968		./rcn/refseq-NG-352968-PRJNA39195-.-.-.-Anthracobia_macrocystis.fna									Dikarya		Pezizomycotina	
contaminated.rna.q1	Cheilymenia stercorea	0.910349	89/400	84	3.988429999999998e-187	Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; Pezizomycetes; Pezizales; Pyronemataceae; Cheilymenia; stercorea		Cheilymenia stercorea	Cheilymenia	Pyronemataceae	Pezizales	Pezizomycetes	Ascomycota	Fungi	Eukaryota				PRJNA39195		47189		./rcn/refseq-NG-47189-PRJNA39195-.-.-.-Cheilymenia_stercorea.fna									Dikarya		Pezizomycotina	
contaminated.rna.q1	Antealophiotrema brunneosporum	0.9097069999999999	88/400	97	1.4747299999999994e-184	Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; dothideomyceta; Dothideomycetes; Pleosporomycetidae; Pleosporales; incertae sedis; Antealophiotrema; brunneosporum		Antealophiotrema brunneosporum	Antealophiotrema		Pleosporales	Dothideomycetes	Ascomycota	Fungi	Eukaryota				PRJNA39195		690885		./rcn/refseq-NG-690885-PRJNA39195-.-.-.-Lophiotrema_brunneosporum.fna							Pleosporomycetidae		Dikarya		Pezizomycotina	
contaminated.rna.q1	Lindgomyces ingoldianus	0.9097069999999999	88/400	96	1.4747299999999994e-184	Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; dothideomyceta; Dothideomycetes; Pleosporomycetidae; Pleosporales; Lindgomycetaceae; Lindgomyces; ingoldianus		Lindgomyces ingoldianus	Lindgomyces	Lindgomycetaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi	Eukaryota				PRJNA39195		673940		./rcn/refseq-NG-673940-PRJNA39195-.-.-.-Lindgomyces_ingoldianus.fna							Pleosporomycetidae		Dikarya		Pezizomycotina	
contaminated.rna.q1	Myriangium duriaei	0.9097069999999999	88/400	84	1.4747299999999994e-184	Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; dothideomyceta; Dothideomycetes; Dothideomycetidae; Myriangiales; Myriangiaceae; Myriangium; duriaei		Myriangium duriaei	Myriangium	Myriangiaceae	Myriangiales	Dothideomycetes	Ascomycota	Fungi	Eukaryota				PRJNA39195		147570		./rcn/refseq-NG-147570-PRJNA39195-.-.-.-Myriangium_duriaei.fna							Dothideomycetidae		Dikarya		Pezizomycotina	
contaminated.rna.q1	Pseudopithyella minuscula	0.9097069999999999	88/400	84	1.4747299999999994e-184	Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; Pezizomycetes; Pezizales; Sarcoscyphaceae; Pseudopithyella; minuscula		Pseudopithyella minuscula	Pseudopithyella	Sarcoscyphaceae	Pezizales	Pezizomycetes	Ascomycota	Fungi	Eukaryota				PRJNA39195		61499		./rcn/refseq-NG-61499-PRJNA39195-.-.-.-Pseudopithyella_minuscula.fna									Dikarya		Pezizomycotina	
contaminated.rna.q1	Suillus pictus	0.9097069999999999	88/400	82	1.4747299999999994e-184	Eukaryota; Opisthokonta; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricomycetidae; Boletales; Suillineae; Suillaceae; Suillus; pictus		Suillus pictus	Suillus	Suillaceae	Boletales	Agaricomycetes	Basidiomycota	Fungi	Eukaryota				PRJNA39195		222705		./rcn/refseq-NG-222705-PRJNA39195-.-.-.-Suillus_pictus.fna				Suillineae			Agaricomycetidae		Dikarya		Agaricomycotina	
contaminated.rna.q1	Lindgomyces breviappendiculatus	0.909057	87/400	96	5.374369999999998e-182	Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; dothideomyceta; Dothideomycetes; Pleosporomycetidae; Pleosporales; Lindgomycetaceae; Lindgomyces; breviappendiculatus		Lindgomyces breviappendiculatus	Lindgomyces	Lindgomycetaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi	Eukaryota				PRJNA39195		673950		./rcn/refseq-NG-673950-PRJNA39195-.-.-.-Lindgomyces_breviappendiculatus.fna							Pleosporomycetidae		Dikarya		Pezizomycotina	
contaminated.rna.q1	Gloiocephala aquatica	0.909057	87/400	90	5.374369999999998e-182	Eukaryota; Opisthokonta; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricomycetidae; Agaricales; Physalacriaceae; Gloiocephala; aquatica		Gloiocephala aquatica	Gloiocephala	Physalacriaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi	Eukaryota				PRJNA39195		292281		./rcn/refseq-NG-292281-PRJNA39195-.-.-.-Gloiocephala_aquatica.fna							Agaricomycetidae		Dikarya		Agaricomycotina	
contaminated.rna.q1	Umbelopsis ramanniana	0.909057	87/400	90	5.374369999999998e-182	Eukaryota; Opisthokonta; Fungi; Mucoromycota; Mucoromycotina; Umbelopsidales; Umbelopsidaceae; Umbelopsis; ramanniana		Umbelopsis ramanniana	Umbelopsis	Umbelopsidaceae	Umbelopsidales		Mucoromycota	Fungi	Eukaryota				PRJNA39195		41833		./rcn/refseq-NG-41833-PRJNA39195-.-.-.-Umbelopsis_ramanniana.fna											Mucoromycotina	
contaminated.rna.q1	Stylodothis puccinioides	0.909057	87/400	84	5.374369999999998e-182	Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; dothideomyceta; Dothideomycetes; Dothideomycetidae; Dothideales; Dothideaceae; Stylodothis; puccinioides		Stylodothis puccinioides	Stylodothis	Dothideaceae	Dothideales	Dothideomycetes	Ascomycota	Fungi	Eukaryota				PRJNA39195		134360		./rcn/refseq-NG-134360-PRJNA39195-.-.-.-Stylodothis_puccinioides.fna							Dothideomycetidae		Dikarya		Pezizomycotina	
contaminated.rna.q1	Lachnum virgineum	0.909057	87/400	84	5.374369999999998e-182	Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Leotiomycetes; Helotiales; Hyaloscyphaceae; Lachnum; virgineum		Lachnum virgineum	Lachnum	Hyaloscyphaceae	Helotiales	Leotiomycetes	Ascomycota	Fungi	Eukaryota				PRJNA39195		47828		./rcn/refseq-NG-47828-PRJNA39195-.-.-.-Lachnum_virgineum.fna									Dikarya		Pezizomycotina	
contaminated.rna.q1	Lentithecium aquaticum	0.908401	86/400	97	1.9301599999999993e-179	Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; dothideomyceta; Dothideomycetes; Pleosporomycetidae; Pleosporales; Massarineae; Lentitheciaceae; Lentithecium; aquaticum		Lentithecium aquaticum	Lentithecium	Lentitheciaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi	Eukaryota				PRJNA39195		690898		./rcn/refseq-NG-690898-PRJNA39195-.-.-.-Lentithecium_aquaticum.fna				Massarineae			Pleosporomycetidae		Dikarya		Pezizomycotina	
contaminated.rna.q1	Neolecta vitellina	0.908401	86/400	96	1.9301599999999993e-179	Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; Taphrinomycotina; Neolectomycetes; Neolectales; Neolectaceae; Neolecta; vitellina		Neolecta vitellina	Neolecta	Neolectaceae	Neolectales	Neolectomycetes	Ascomycota	Fungi	Eukaryota				PRJNA39195		29826		./rcn/refseq-NG-29826-PRJNA39195-.-.-.-Neolecta_vitellina.fna									Dikarya		Taphrinomycotina	
contaminated.rna.q1	Pyronema domesticum	0.9077370000000001	85/400	85	6.830579999999998e-177	Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; Pezizomycetes; Pezizales; Pyronemataceae; Pyronema; domesticum		Pyronema domesticum	Pyronema	Pyronemataceae	Pezizales	Pezizomycetes	Ascomycota	Fungi	Eukaryota				PRJNA39195		47205		./rcn/refseq-NG-47205-PRJNA39195-.-.-.-Pyronema_domesticum.fna									Dikarya		Pezizomycotina	
contaminated.rna.q1	Westerdykella cylindrica	0.9077370000000001	85/400	84	6.830579999999998e-177	Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; dothideomyceta; Dothideomycetes; Pleosporomycetidae; Pleosporales; Sporormiaceae; Westerdykella; cylindrica		Westerdykella cylindrica	Westerdykella	Sporormiaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi	Eukaryota				PRJNA39195		134358		./rcn/refseq-NG-134358-PRJNA39195-.-.-.-Westerdykella_cylindrica.fna							Pleosporomycetidae		Dikarya		Pezizomycotina	
contaminated.rna.q1	Teratosphaeria fibrillosa	0.907066	84/400	96	2.3815899999999994e-174	Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; dothideomyceta; Dothideomycetes; Dothideomycetidae; Capnodiales; Teratosphaeriaceae; Teratosphaeria; fibrillosa		Teratosphaeria fibrillosa	Teratosphaeria	Teratosphaeriaceae	Capnodiales	Dothideomycetes	Ascomycota	Fungi	Eukaryota				PRJNA39195		237585		./rcn/refseq-NG-237585-PRJNA39195-.-.-.-Teratosphaeria_fibrillosa.fna							Dothideomycetidae		Dikarya		Pezizomycotina	
contaminated.rna.q1	Rhytidhysteron rufulum	0.907066	84/400	92	2.3815899999999994e-174	Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; dothideomyceta; Dothideomycetes; Pleosporomycetidae; Hysteriales; Hysteriaceae; Rhytidhysteron; rufulum		Rhytidhysteron rufulum	Rhytidhysteron	Hysteriaceae	Hysteriales	Dothideomycetes	Ascomycota	Fungi	Eukaryota				PRJNA39195		37885		./rcn/refseq-NG-37885-PRJNA39195-.-.-.-Rhytidhysteron_rufulum.fna							Pleosporomycetidae		Dikarya		Pezizomycotina	
contaminated.rna.q1	Botryosphaeria dothidea	0.907066	84/400	89	2.3815899999999994e-174	Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; dothideomyceta; Dothideomycetes; incertae sedis; Botryosphaeriales; Botryosphaeriaceae; Botryosphaeria; dothidea		Botryosphaeria dothidea	Botryosphaeria	Botryosphaeriaceae	Botryosphaeriales	Dothideomycetes	Ascomycota	Fungi	Eukaryota				PRJNA39195		55169		./rcn/refseq-NG-55169-PRJNA39195-.-.-.-Botryosphaeria_dothidea.fna									Dikarya		Pezizomycotina	
contaminated.rna.q1	Endosporium populi-tremuloidis	0.907066	84/400	85	2.3815899999999994e-174	Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; dothideomyceta; Dothideomycetes; Dothideomycetidae; Myriangiales; incertae sedis; Endosporium; populi-tremuloidis		Endosporium populi-tremuloidis	Endosporium		Myriangiales	Dothideomycetes	Ascomycota	Fungi	Eukaryota				PRJNA39195		502745		./rcn/refseq-NG-502745-PRJNA39195-.-.-.-Endosporium_populi_tremuloidis.fna							Dothideomycetidae		Dikarya		Pezizomycotina	
contaminated.rna.q1	Sarcoscypha coccinea	0.907066	84/400	84	2.3815899999999994e-174	Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; Pezizomycetes; Pezizales; Sarcoscyphaceae; Sarcoscypha; coccinea		Sarcoscypha coccinea	Sarcoscypha	Sarcoscyphaceae	Pezizales	Pezizomycetes	Ascomycota	Fungi	Eukaryota				PRJNA39195		51139		./rcn/refseq-NG-51139-PRJNA39195-.-.-.-Sarcoscypha_coccinea.fna									Dikarya		Pezizomycotina	
contaminated.rna.q1	Chloroscypha enterochroma	0.907066	84/400	84	2.3815899999999994e-174	Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Leotiomycetes; Helotiales; Helotiaceae; Chloroscypha; enterochroma		Chloroscypha enterochroma	Chloroscypha	Helotiaceae	Helotiales	Leotiomycetes	Ascomycota	Fungi	Eukaryota				PRJNA39195		66491		./rcn/refseq-NG-66491-PRJNA39195-.-.-.-Chloroscypha_enterochroma.fna									Dikarya		Pezizomycotina	
contaminated.rna.q1	Barssia oregonensis	0.906387	83/400	84	8.180209999999998e-172	Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; Pezizomycetes; Pezizales; Helvellaceae; Barssia; oregonensis		Barssia oregonensis	Barssia	Helvellaceae	Pezizales	Pezizomycetes	Ascomycota	Fungi	Eukaryota				PRJNA39195		44631		./rcn/refseq-NG-44631-PRJNA39195-.-.-.-Barssia_oregonensis.fna									Dikarya		Pezizomycotina	
contaminated.rna.q1	Montagnula opulenta	0.905701	82/400	92	2.7675399999999994e-169	Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; dothideomyceta; Dothideomycetes; Pleosporomycetidae; Pleosporales; Massarineae; Didymosphaeriaceae; Montagnula; opulenta		Montagnula opulenta	Montagnula	Didymosphaeriaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi	Eukaryota				PRJNA39195		100038		./rcn/refseq-NG-100038-PRJNA39195-.-.-.-Montagnula_opulenta.fna				Massarineae			Pleosporomycetidae		Dikarya		Pezizomycotina	
contaminated.rna.q1	Zasmidium cellare	0.905701	82/400	86	2.7675399999999994e-169	Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; dothideomyceta; Dothideomycetes; Dothideomycetidae; Capnodiales; Mycosphaerellaceae; Zasmidium; cellare		Zasmidium cellare	Zasmidium	Mycosphaerellaceae	Capnodiales	Dothideomycetes	Ascomycota	Fungi	Eukaryota				PRJNA39195		395010		./rcn/refseq-NG-395010-PRJNA39195-.-.-.-Zasmidium_cellare.fna							Dothideomycetidae		Dikarya		Pezizomycotina	
contaminated.rna.q1	Xalocoa ocellata	0.905006	81/400	90	9.221359999999997e-167	Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; Lecanoromycetes; OSLEUM clade; Ostropomycetidae; Ostropales; Graphidaceae; Graphidoideae; Thelotremateae; Xalocoa; ocellata		Xalocoa ocellata	Xalocoa	Graphidaceae	Ostropales	Lecanoromycetes	Ascomycota	Fungi	Eukaryota				PRJNA39195		1484032		./rcn/refseq-NG-1484032-PRJNA39195-.-.-.-Xalocoa_ocellata.fna			Graphidoideae				Ostropomycetidae		Dikarya	Thelotremateae	Pezizomycotina	
contaminated.rna.q1	Dothiorella viticola	0.905006	81/400	90	9.221359999999997e-167	Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; dothideomyceta; Dothideomycetes; incertae sedis; Botryosphaeriales; Botryosphaeriaceae; Dothiorella; viticola		Dothiorella viticola	Dothiorella	Botryosphaeriaceae	Botryosphaeriales	Dothideomycetes	Ascomycota	Fungi	Eukaryota				PRJNA39195		323561		./rcn/refseq-NG-323561-PRJNA39195-.-.-.-Spencermartinsia_viticola.fna									Dikarya		Pezizomycotina	
contaminated.rna.q1	Dothidea sambuci	0.905006	81/400	89	9.221359999999997e-167	Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; dothideomyceta; Dothideomycetes; Dothideomycetidae; Dothideales; Dothideaceae; Dothidea; sambuci		Dothidea sambuci	Dothidea	Dothideaceae	Dothideales	Dothideomycetes	Ascomycota	Fungi	Eukaryota				PRJNA39195		162394		./rcn/refseq-NG-162394-PRJNA39195-.-.-.-Dothidea_sambuci.fna							Dothideomycetidae		Dikarya		Pezizomycotina	
contaminated.rna.q1	Preussia terricola	0.905006	81/400	85	9.221359999999997e-167	Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; dothideomyceta; Dothideomycetes; Pleosporomycetidae; Pleosporales; Sporormiaceae; Preussia/Sporomiella species complex; Preussia; terricola		Preussia terricola	Preussia	Sporormiaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi	Eukaryota				PRJNA39195		265085		./rcn/refseq-NG-265085-PRJNA39195-.-.-.-Preussia_terricola.fna							Pleosporomycetidae		Dikarya		Pezizomycotina	
contaminated.rna.q1	Rhizophlyctis rosea	0.905006	81/400	30	9.221359999999997e-167	Eukaryota; Opisthokonta; Fungi; Chytridiomycota; Chytridiomycetes; Rhizophlyctidales; Rhizophlyctidaceae; Rhizophlyctis; rosea		Rhizophlyctis rosea	Rhizophlyctis	Rhizophlyctidaceae	Rhizophlyctidales	Chytridiomycetes	Chytridiomycota	Fungi	Eukaryota				PRJNA51803		64517		./rcn/refseq-NG-64517-PRJNA51803-.-.-.-Rhizophlyctis_rosea.fna												
contaminated.rna.q1	Cladochytrium replicatum	0.905006	81/400	29	9.221359999999997e-167	Eukaryota; Opisthokonta; Fungi; Chytridiomycota; Chytridiomycetes; Cladochytriales; Cladochytriaceae; Cladochytrium; replicatum		Cladochytrium replicatum	Cladochytrium	Cladochytriaceae	Cladochytriales	Chytridiomycetes	Chytridiomycota	Fungi	Eukaryota				PRJNA51803		109936		./rcn/refseq-NG-109936-PRJNA51803-.-.-.-Cladochytrium_replicatum.fna												
contaminated.rna.q1	Hyaloraphidium curvatum	0.905006	81/400	29	9.221359999999997e-167	Eukaryota; Opisthokonta; Fungi; Chytridiomycota; Monoblepharidomycetes; Monoblepharidales; incertae sedis; Hyaloraphidium; curvatum		Hyaloraphidium curvatum	Hyaloraphidium		Monoblepharidales	Monoblepharidomycetes	Chytridiomycota	Fungi	Eukaryota				PRJNA51803		82268		./rcn/refseq-NG-82268-PRJNA51803-.-.-.-Hyaloraphidium_curvatum.fna												
contaminated.rna.q1	Fissuroma aggregata	0.9043040000000001	80/400	96	3.025579999999999e-164	Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; dothideomyceta; Dothideomycetes; Pleosporomycetidae; Pleosporales; Aigialaceae; Fissuroma; aggregata		Fissuroma aggregata	Fissuroma	Aigialaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi	Eukaryota				PRJNA39195		1149708		./rcn/refseq-NG-1149708-PRJNA39195-.-.-.-Fissuroma_aggregata.fna							Pleosporomycetidae		Dikarya		Pezizomycotina	
contaminated.rna.q1	Gloniopsis arciformis	0.9043040000000001	80/400	96	3.025579999999999e-164	Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; dothideomyceta; Dothideomycetes; Pleosporomycetidae; Hysteriales; Hysteriaceae; Gloniopsis; arciformis		Gloniopsis arciformis	Gloniopsis	Hysteriaceae	Hysteriales	Dothideomycetes	Ascomycota	Fungi	Eukaryota				PRJNA39195		707623		./rcn/refseq-NG-707623-PRJNA39195-.-.-.-Gloniopsis_arciformis.fna							Pleosporomycetidae		Dikarya		Pezizomycotina	
contaminated.rna.q1	Capnodium salicinum	0.9043040000000001	80/400	92	3.025579999999999e-164	Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; dothideomyceta; Dothideomycetes; Dothideomycetidae; Capnodiales; Capnodiaceae; Capnodium; salicinum		Capnodium salicinum	Capnodium	Capnodiaceae	Capnodiales	Dothideomycetes	Ascomycota	Fungi	Eukaryota				PRJNA39195		93487		./rcn/refseq-NG-93487-PRJNA39195-.-.-.-Capnodium_salicinum.fna							Dothideomycetidae		Dikarya		Pezizomycotina	
contaminated.rna.q1	Cladosporium cladosporioides	0.9043040000000001	80/400	82	3.025579999999999e-164	Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; dothideomyceta; Dothideomycetes; Dothideomycetidae; Capnodiales; Cladosporiaceae; Cladosporium; cladosporioides		Cladosporium cladosporioides	Cladosporium	Cladosporiaceae	Capnodiales	Dothideomycetes	Ascomycota	Fungi	Eukaryota				PRJNA39195		29917		./rcn/refseq-NG-29917-PRJNA39195-.-.-.-Cladosporium_cladosporioides.fna							Dothideomycetidae		Dikarya		Pezizomycotina	
contaminated.rna.q1	Hysterium barrianum	0.903593	79/400	96	9.774019999999997e-162	Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; dothideomyceta; Dothideomycetes; Pleosporomycetidae; Hysteriales; Hysteriaceae; Hysterium; barrianum		Hysterium barrianum	Hysterium	Hysteriaceae	Hysteriales	Dothideomycetes	Ascomycota	Fungi	Eukaryota				PRJNA39195		707625		./rcn/refseq-NG-707625-PRJNA39195-.-.-.-Hysterium_barrianum.fna							Pleosporomycetidae		Dikarya		Pezizomycotina	
contaminated.rna.q1	Batrachochytrium dendrobatidis	0.903593	79/400	31	9.774019999999997e-162	Eukaryota; Opisthokonta; Fungi; Chytridiomycota; Chytridiomycetes; Rhizophydiales; incertae sedis; Batrachochytrium; dendrobatidis		Batrachochytrium dendrobatidis	Batrachochytrium		Rhizophydiales	Chytridiomycetes	Chytridiomycota	Fungi	Eukaryota				PRJNA51803		109871		./rcn/refseq-NG-109871-PRJNA51803-.-.-.-Batrachochytrium_dendrobatidis.fna												
contaminated.rna.q1	Leotia lubrica	0.902874	78/400	85	3.108309999999999e-159	Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Leotiomycetes; Helotiales; Leotiaceae; Leotia; lubrica		Leotia lubrica	Leotia	Leotiaceae	Helotiales	Leotiomycetes	Ascomycota	Fungi	Eukaryota				PRJNA39195		39932		./rcn/refseq-NG-39932-PRJNA39195-.-.-.-Leotia_lubrica.fna									Dikarya		Pezizomycotina	
contaminated.rna.q1	Physoderma maydis	0.902874	78/400	31	3.108309999999999e-159	Eukaryota; Opisthokonta; Fungi; Blastocladiomycota; Blastocladiomycetes; Blastocladiales; Physodermataceae; Physoderma; maydis		Physoderma maydis	Physoderma	Physodermataceae	Blastocladiales	Blastocladiomycetes	Blastocladiomycota	Fungi	Eukaryota				PRJNA51803		276838		./rcn/refseq-NG-276838-PRJNA51803-.-.-.-Physoderma_maydis.fna												
