initial_gene_rank	gene_id	gene_symbol	transcript_id	sequence_length	unique_kmers	unique_support_a	unique_support_b
16	ENSG00000122218.17	COPA	ENST00000648805.1	4504	27	0	0
16	ENSG00000122218.17	COPA	ENST00000649231.1	3969	0	0	0
16	ENSG00000122218.17	COPA	ENST00000649676.1	4031	25	0	0
16	ENSG00000122218.17	COPA	ENST00000649787.1	4567	27	0	0
16	ENSG00000122218.17	COPA	ENST00000649963.1	5175	0	0	0
16	ENSG00000122218.17	COPA	ENST00000650154.1	4458	28	0	0
16	ENSG00000122218.17	COPA	ENST00000696202.1	4845	0	0	0
16	ENSG00000122218.17	COPA	ENST00000696203.1	7657	0	0	0
16	ENSG00000122218.17	COPA	ENST00000696204.1	7864	0	0	0
16	ENSG00000122218.17	COPA	ENST00000696206.1	4607	99	0	0
16	ENSG00000122218.17	COPA	ENST00000696207.1	6075	635	0	0
16	ENSG00000122218.17	COPA	ENST00000696208.1	5359	135	0	0
16	ENSG00000122218.17	COPA	ENST00000696210.1	3906	90	0	0
16	ENSG00000122218.17	COPA	ENST00000696212.1	4824	750	0	0
16	ENSG00000122218.17	COPA	ENST00000696213.1	2680	0	0	0
16	ENSG00000122218.17	COPA	ENST00000696214.1	4263	0	0	0
17	ENSG00000171848.16	RRM2	ENST00000381786.7	1897	1672	21	24
17	ENSG00000171848.16	RRM2	ENST00000304567.10	3258	0	0	0
17	ENSG00000171848.16	RRM2	ENST00000360566.6	3673	384	0	0
17	ENSG00000171848.16	RRM2	ENST00000459969.5	787	262	0	0
17	ENSG00000171848.16	RRM2	ENST00000461327.5	580	114	0	0
17	ENSG00000171848.16	RRM2	ENST00000462343.1	454	140	0	0
17	ENSG00000171848.16	RRM2	ENST00000485717.1	573	0	0	0
17	ENSG00000171848.16	RRM2	ENST00000487591.5	592	279	0	0
17	ENSG00000171848.16	RRM2	ENST00000491447.1	644	27	0	0
17	ENSG00000171848.16	RRM2	ENST00000498343.5	560	180	0	0
17	ENSG00000171848.16	RRM2	ENST00000607140.1	332	183	0	0
17	ENSG00000171848.16	RRM2	ENST00000615152.5	3240	215	0	0
17	ENSG00000171848.16	RRM2	ENST00000641198.1	3431	66	0	0
17	ENSG00000171848.16	RRM2	ENST00000641498.1	1996	697	0	0
17	ENSG00000171848.16	RRM2	ENST00000642996.1	656	604	0	0
17	ENSG00000171848.16	RRM2	ENST00000646978.1	911	631	0	0
17	ENSG00000171848.16	RRM2	ENST00000652660.1	3271	0	0	0
18	ENSG00000111642.16	CHD4	ENST00000535717.2	1405	878	27	16
18	ENSG00000111642.16	CHD4	ENST00000647394.1	1995	276	9	13
18	ENSG00000111642.16	CHD4	ENST00000647333.1	753	553	8	2
18	ENSG00000111642.16	CHD4	ENST00000644356.1	3075	134	0	1
18	ENSG00000111642.16	CHD4	ENST00000645199.1	1327	58	1	0
18	ENSG00000111642.16	CHD4	ENST00000646366.1	4622	53	0	1
18	ENSG00000111642.16	CHD4	ENST00000357008.7	6438	0	0	0
18	ENSG00000111642.16	CHD4	ENST00000430771.2	527	212	0	0
18	ENSG00000111642.16	CHD4	ENST00000537634.2	792	226	0	0
18	ENSG00000111642.16	CHD4	ENST00000540960.2	913	128	0	0
18	ENSG00000111642.16	CHD4	ENST00000544040.7	6491	0	0	0
18	ENSG00000111642.16	CHD4	ENST00000544484.6	6555	27	0	0
18	ENSG00000111642.16	CHD4	ENST00000545083.1	511	118	0	0
18	ENSG00000111642.16	CHD4	ENST00000545584.2	555	0	0	0
18	ENSG00000111642.16	CHD4	ENST00000545942.6	1267	0	0	0
18	ENSG00000111642.16	CHD4	ENST00000642594.1	6142	0	0	0
18	ENSG00000111642.16	CHD4	ENST00000642637.1	2501	0	0	0
18	ENSG00000111642.16	CHD4	ENST00000642686.1	1204	131	0	0
18	ENSG00000111642.16	CHD4	ENST00000642810.1	6630	0	0	0
18	ENSG00000111642.16	CHD4	ENST00000642860.1	1799	0	0	0
18	ENSG00000111642.16	CHD4	ENST00000642879.1	6309	0	0	0
18	ENSG00000111642.16	CHD4	ENST00000642893.1	361	81	0	0
18	ENSG00000111642.16	CHD4	ENST00000643335.1	6411	9	0	0
18	ENSG00000111642.16	CHD4	ENST00000643367.1	764	0	0	0
18	ENSG00000111642.16	CHD4	ENST00000643538.1	2533	0	0	0
18	ENSG00000111642.16	CHD4	ENST00000643815.1	4945	0	0	0
18	ENSG00000111642.16	CHD4	ENST00000644077.1	1972	28	0	0
18	ENSG00000111642.16	CHD4	ENST00000644132.1	773	444	0	0
18	ENSG00000111642.16	CHD4	ENST00000644137.1	6499	27	0	0
18	ENSG00000111642.16	CHD4	ENST00000644289.1	5007	0	0	0
18	ENSG00000111642.16	CHD4	ENST00000644352.1	4111	29	0	0
18	ENSG00000111642.16	CHD4	ENST00000644652.1	1616	24	0	0
18	ENSG00000111642.16	CHD4	ENST00000644801.1	5326	170	0	0
18	ENSG00000111642.16	CHD4	ENST00000645005.1	6175	0	0	0
18	ENSG00000111642.16	CHD4	ENST00000645022.1	6673	0	0	0
18	ENSG00000111642.16	CHD4	ENST00000645095.1	6291	0	0	0
18	ENSG00000111642.16	CHD4	ENST00000645143.1	612	25	0	0
18	ENSG00000111642.16	CHD4	ENST00000645265.1	200	79	0	0
18	ENSG00000111642.16	CHD4	ENST00000645645.1	6297	0	0	0
18	ENSG00000111642.16	CHD4	ENST00000645717.1	311	65	0	0
18	ENSG00000111642.16	CHD4	ENST00000645991.1	1253	29	0	0
18	ENSG00000111642.16	CHD4	ENST00000646070.1	582	26	0	0
18	ENSG00000111642.16	CHD4	ENST00000646145.1	620	0	0	0
18	ENSG00000111642.16	CHD4	ENST00000646268.1	6236	29	0	0
18	ENSG00000111642.16	CHD4	ENST00000646360.1	2867	141	0	0
18	ENSG00000111642.16	CHD4	ENST00000646462.1	2301	0	0	0
18	ENSG00000111642.16	CHD4	ENST00000646608.1	4988	0	0	0
18	ENSG00000111642.16	CHD4	ENST00000646609.1	854	0	0	0
18	ENSG00000111642.16	CHD4	ENST00000646787.1	171	51	0	0
18	ENSG00000111642.16	CHD4	ENST00000646806.1	6359	0	0	0
18	ENSG00000111642.16	CHD4	ENST00000647112.1	1564	22	0	0
18	ENSG00000111642.16	CHD4	ENST00000647426.1	168	48	0	0
18	ENSG00000111642.16	CHD4	ENST00000647483.1	4145	27	0	0
18	ENSG00000111642.16	CHD4	ENST00000647535.1	3099	748	0	0
19	ENSG00000168394.13	TAP1	ENST00000486332.1	2542	1199	13	9
19	ENSG00000168394.13	TAP1	ENST00000643049.2	1319	125	2	0
19	ENSG00000168394.13	TAP1	ENST00000698423.1	2793	123	2	0
19	ENSG00000168394.13	TAP1	ENST00000354258.5	2685	0	0	0
19	ENSG00000168394.13	TAP1	ENST00000487296.1	1031	471	0	0
19	ENSG00000168394.13	TAP1	ENST00000643923.1	1992	33	0	0
19	ENSG00000168394.13	TAP1	ENST00000645078.1	2170	191	0	0
19	ENSG00000168394.13	TAP1	ENST00000698420.1	2531	27	0	0
19	ENSG00000168394.13	TAP1	ENST00000698421.1	2474	27	0	0
19	ENSG00000168394.13	TAP1	ENST00000698422.1	2496	27	0	0
19	ENSG00000168394.13	TAP1	ENST00000698424.1	2515	30	0	0
20	ENSG00000167986.15	DDB1	ENST00000681815.1	2205	165	7	10
20	ENSG00000167986.15	DDB1	ENST00000539332.2	1767	899	7	8
20	ENSG00000167986.15	DDB1	ENST00000539739.5	1624	594	3	0
20	ENSG00000167986.15	DDB1	ENST00000680357.1	4363	144	1	1
20	ENSG00000167986.15	DDB1	ENST00000301764.12	4245	4	0	0
20	ENSG00000167986.15	DDB1	ENST00000414411.3	1904	181	0	0
20	ENSG00000167986.15	DDB1	ENST00000451943.6	1224	0	0	0
20	ENSG00000167986.15	DDB1	ENST00000535147.5	2789	0	0	0
20	ENSG00000167986.15	DDB1	ENST00000535174.5	896	27	0	0
20	ENSG00000167986.15	DDB1	ENST00000535283.6	4920	27	0	0
20	ENSG00000167986.15	DDB1	ENST00000535967.5	1404	544	0	0
20	ENSG00000167986.15	DDB1	ENST00000537120.5	1215	0	0	0
20	ENSG00000167986.15	DDB1	ENST00000537877.5	1375	463	0	0
20	ENSG00000167986.15	DDB1	ENST00000538129.1	475	24	0	0
20	ENSG00000167986.15	DDB1	ENST00000538280.1	227	26	0	0
20	ENSG00000167986.15	DDB1	ENST00000538470.2	858	0	0	0
20	ENSG00000167986.15	DDB1	ENST00000539426.5	805	28	0	0
20	ENSG00000167986.15	DDB1	ENST00000539712.5	1020	339	0	0
20	ENSG00000167986.15	DDB1	ENST00000540166.5	3906	378	0	0
20	ENSG00000167986.15	DDB1	ENST00000540784.5	1119	126	0	0
20	ENSG00000167986.15	DDB1	ENST00000541513.2	958	517	0	0
20	ENSG00000167986.15	DDB1	ENST00000542337.5	558	13	0	0
20	ENSG00000167986.15	DDB1	ENST00000543162.2	2592	0	0	0
20	ENSG00000167986.15	DDB1	ENST00000543658.5	571	27	0	0
20	ENSG00000167986.15	DDB1	ENST00000545894.1	2282	804	0	0
20	ENSG00000167986.15	DDB1	ENST00000545930.5	1278	274	0	0
20	ENSG00000167986.15	DDB1	ENST00000679588.1	4184	28	0	0
20	ENSG00000167986.15	DDB1	ENST00000679712.1	4033	27	0	0
20	ENSG00000167986.15	DDB1	ENST00000679855.1	3902	0	0	0
20	ENSG00000167986.15	DDB1	ENST00000680075.1	3981	22	0	0
20	ENSG00000167986.15	DDB1	ENST00000680096.1	2873	0	0	0
20	ENSG00000167986.15	DDB1	ENST00000680250.1	4459	0	0	0
20	ENSG00000167986.15	DDB1	ENST00000680345.1	2623	616	0	0
20	ENSG00000167986.15	DDB1	ENST00000680367.1	4426	105	0	0
20	ENSG00000167986.15	DDB1	ENST00000680452.1	3110	0	0	0
20	ENSG00000167986.15	DDB1	ENST00000680602.1	4001	28	0	0
20	ENSG00000167986.15	DDB1	ENST00000680717.1	3937	46	0	0
20	ENSG00000167986.15	DDB1	ENST00000680881.1	4335	0	0	0
20	ENSG00000167986.15	DDB1	ENST00000680959.1	3114	46	0	0
20	ENSG00000167986.15	DDB1	ENST00000681067.1	4180	0	0	0
20	ENSG00000167986.15	DDB1	ENST00000681188.1	4329	53	0	0
20	ENSG00000167986.15	DDB1	ENST00000681368.1	3088	114	0	0
20	ENSG00000167986.15	DDB1	ENST00000681580.1	1629	0	0	0
20	ENSG00000167986.15	DDB1	ENST00000681803.1	4348	26	0	0
20	ENSG00000167986.15	DDB1	ENST00000681935.1	4138	28	0	0
21	ENSG00000149428.21	HYOU1	ENST00000526354.2	564	0	0	0
21	ENSG00000149428.21	HYOU1	ENST00000527038.7	1988	44	0	0
21	ENSG00000149428.21	HYOU1	ENST00000527738.1	809	588	0	0
21	ENSG00000149428.21	HYOU1	ENST00000529174.1	549	29	0	0
21	ENSG00000149428.21	HYOU1	ENST00000530467.6	2050	26	0	0
21	ENSG00000149428.21	HYOU1	ENST00000530473.6	4560	114	0	0
21	ENSG00000149428.21	HYOU1	ENST00000531682.1	319	118	0	0
21	ENSG00000149428.21	HYOU1	ENST00000531694.6	542	78	0	0
21	ENSG00000149428.21	HYOU1	ENST00000531968.5	550	0	0	0
21	ENSG00000149428.21	HYOU1	ENST00000532421.6	2077	25	0	0
21	ENSG00000149428.21	HYOU1	ENST00000532519.7	4359	0	0	0
21	ENSG00000149428.21	HYOU1	ENST00000533381.6	4570	0	0	0
21	ENSG00000149428.21	HYOU1	ENST00000534233.6	4371	0	0	0
21	ENSG00000149428.21	HYOU1	ENST00000543287.5	2464	192	0	0
21	ENSG00000149428.21	HYOU1	ENST00000610597.2	2021	29	0	0
21	ENSG00000149428.21	HYOU1	ENST00000612687.4	4360	0	0	0
21	ENSG00000149428.21	HYOU1	ENST00000614711.5	4415	0	0	0
21	ENSG00000149428.21	HYOU1	ENST00000617285.5	4598	4	0	0
21	ENSG00000149428.21	HYOU1	ENST00000621959.4	3358	29	0	0
21	ENSG00000149428.21	HYOU1	ENST00000622474.4	549	0	0	0
21	ENSG00000149428.21	HYOU1	ENST00000652093.1	4367	0	0	0
21	ENSG00000149428.21	HYOU1	ENST00000694928.1	1710	178	0	0
21	ENSG00000149428.21	HYOU1	ENST00000694929.1	4887	336	0	0
21	ENSG00000149428.21	HYOU1	ENST00000694930.1	4664	171	0	0
21	ENSG00000149428.21	HYOU1	ENST00000694932.1	4360	0	0	0
21	ENSG00000149428.21	HYOU1	ENST00000694933.1	4501	58	0	0
21	ENSG00000149428.21	HYOU1	ENST00000694934.1	4467	0	0	0
21	ENSG00000149428.21	HYOU1	ENST00000694935.1	4475	0	0	0
21	ENSG00000149428.21	HYOU1	ENST00000694937.1	3972	58	0	0
22	ENSG00000110367.14	DDX6	ENST00000531971.1	4373	3833	36	58
22	ENSG00000110367.14	DDX6	ENST00000529162.1	1795	466	14	13
22	ENSG00000110367.14	DDX6	ENST00000525082.1	1232	619	5	2
22	ENSG00000110367.14	DDX6	ENST00000526070.2	1936	115	0	0
22	ENSG00000110367.14	DDX6	ENST00000533239.1	738	218	0	0
22	ENSG00000110367.14	DDX6	ENST00000534980.7	6128	18	0	0
22	ENSG00000110367.14	DDX6	ENST00000620157.4	6152	0	0	0
23	ENSG00000196305.19	IARS1	ENST00000684101.1	2203	1237	17	19
23	ENSG00000196305.19	IARS1	ENST00000682141.1	6402	2108	4	1
23	ENSG00000196305.19	IARS1	ENST00000682714.1	3257	2417	1	1
23	ENSG00000196305.19	IARS1	ENST00000684328.1	3155	313	1	1
23	ENSG00000196305.19	IARS1	ENST00000684575.1	2270	1044	1	1
23	ENSG00000196305.19	IARS1	ENST00000375627.1	697	29	0	0
23	ENSG00000196305.19	IARS1	ENST00000375643.7	4656	0	0	0
23	ENSG00000196305.19	IARS1	ENST00000443024.7	4483	0	0	0
23	ENSG00000196305.19	IARS1	ENST00000447699.7	4587	0	0	0
23	ENSG00000196305.19	IARS1	ENST00000467876.2	3007	0	0	0
23	ENSG00000196305.19	IARS1	ENST00000472894.2	7614	0	0	0
23	ENSG00000196305.19	IARS1	ENST00000473915.1	610	135	0	0
23	ENSG00000196305.19	IARS1	ENST00000474340.1	1748	10	0	0
23	ENSG00000196305.19	IARS1	ENST00000490438.2	1149	513	0	0
23	ENSG00000196305.19	IARS1	ENST00000498025.2	6410	126	0	0
23	ENSG00000196305.19	IARS1	ENST00000627121.3	4186	0	0	0
23	ENSG00000196305.19	IARS1	ENST00000682156.1	5830	57	0	0
23	ENSG00000196305.19	IARS1	ENST00000682521.1	4384	3	0	0
23	ENSG00000196305.19	IARS1	ENST00000682533.1	5132	0	0	0
23	ENSG00000196305.19	IARS1	ENST00000682578.1	4213	28	0	0
23	ENSG00000196305.19	IARS1	ENST00000682756.1	4239	30	0	0
23	ENSG00000196305.19	IARS1	ENST00000682893.1	8644	0	0	0
23	ENSG00000196305.19	IARS1	ENST00000683017.1	2578	28	0	0
23	ENSG00000196305.19	IARS1	ENST00000683119.1	4452	0	0	0
23	ENSG00000196305.19	IARS1	ENST00000683192.1	4537	0	0	0
23	ENSG00000196305.19	IARS1	ENST00000683376.1	6427	200	0	0
23	ENSG00000196305.19	IARS1	ENST00000683469.1	4300	0	0	0
23	ENSG00000196305.19	IARS1	ENST00000683477.1	4537	0	0	0
23	ENSG00000196305.19	IARS1	ENST00000683495.1	4403	0	0	0
23	ENSG00000196305.19	IARS1	ENST00000683537.1	4406	0	0	0
23	ENSG00000196305.19	IARS1	ENST00000683565.1	4535	114	0	0
23	ENSG00000196305.19	IARS1	ENST00000683679.1	4443	0	0	0
23	ENSG00000196305.19	IARS1	ENST00000683793.1	6618	173	0	0
23	ENSG00000196305.19	IARS1	ENST00000683817.1	4597	98	0	0
23	ENSG00000196305.19	IARS1	ENST00000684232.1	2841	223	0	0
23	ENSG00000196305.19	IARS1	ENST00000684267.1	2953	58	0	0
23	ENSG00000196305.19	IARS1	ENST00000684445.1	4403	28	0	0
23	ENSG00000196305.19	IARS1	ENST00000684542.1	4455	36	0	0
23	ENSG00000196305.19	IARS1	ENST00000684557.1	4370	28	0	0
23	ENSG00000196305.19	IARS1	ENST00000684594.1	2929	0	0	0
23	ENSG00000196305.19	IARS1	ENST00000684726.1	6488	0	0	0
23	ENSG00000196305.19	IARS1	ENST00000684757.1	4664	355	0	0
24	ENSG00000081189.17	MEF2C	ENST00000503075.1	773	28	0	1
24	ENSG00000081189.17	MEF2C	ENST00000509349.1	582	271	0	1
24	ENSG00000081189.17	MEF2C	ENST00000515715.2	520	297	1	0
24	ENSG00000081189.17	MEF2C	ENST00000340208.9	6192	29	0	0
24	ENSG00000081189.17	MEF2C	ENST00000424173.6	6336	152	0	0
24	ENSG00000081189.17	MEF2C	ENST00000437473.6	4340	239	0	0
24	ENSG00000081189.17	MEF2C	ENST00000502831.5	851	28	0	0
24	ENSG00000081189.17	MEF2C	ENST00000502983.5	609	78	0	0
24	ENSG00000081189.17	MEF2C	ENST00000503554.4	1345	47	0	0
24	ENSG00000081189.17	MEF2C	ENST00000503955.1	344	109	0	0
24	ENSG00000081189.17	MEF2C	ENST00000504921.7	7281	1124	0	0
24	ENSG00000081189.17	MEF2C	ENST00000506554.5	3469	29	0	0
24	ENSG00000081189.17	MEF2C	ENST00000506716.5	854	28	0	0
24	ENSG00000081189.17	MEF2C	ENST00000507984.5	623	29	0	0
24	ENSG00000081189.17	MEF2C	ENST00000508569.5	1882	0	0	0
24	ENSG00000081189.17	MEF2C	ENST00000508610.5	557	33	0	0
24	ENSG00000081189.17	MEF2C	ENST00000509373.1	573	342	0	0
24	ENSG00000081189.17	MEF2C	ENST00000510942.5	3446	0	0	0
24	ENSG00000081189.17	MEF2C	ENST00000510980.1	527	171	0	0
24	ENSG00000081189.17	MEF2C	ENST00000511086.1	689	71	0	0
24	ENSG00000081189.17	MEF2C	ENST00000513252.5	1063	0	0	0
24	ENSG00000081189.17	MEF2C	ENST00000514015.5	2772	0	0	0
24	ENSG00000081189.17	MEF2C	ENST00000514028.5	3393	16	0	0
24	ENSG00000081189.17	MEF2C	ENST00000515093.1	503	25	0	0
24	ENSG00000081189.17	MEF2C	ENST00000625585.2	3467	0	0	0
24	ENSG00000081189.17	MEF2C	ENST00000625674.2	4343	0	0	0
24	ENSG00000081189.17	MEF2C	ENST00000626391.2	1182	0	0	0
24	ENSG00000081189.17	MEF2C	ENST00000627170.2	722	0	0	0
24	ENSG00000081189.17	MEF2C	ENST00000627659.2	2393	0	0	0
24	ENSG00000081189.17	MEF2C	ENST00000627717.2	815	0	0	0
24	ENSG00000081189.17	MEF2C	ENST00000628656.2	1254	0	0	0
24	ENSG00000081189.17	MEF2C	ENST00000629612.2	2851	0	0	0
24	ENSG00000081189.17	MEF2C	ENST00000629847.1	421	321	0	0
24	ENSG00000081189.17	MEF2C	ENST00000631026.2	914	64	0	0
24	ENSG00000081189.17	MEF2C	ENST00000635837.1	160	68	0	0
24	ENSG00000081189.17	MEF2C	ENST00000635898.1	125	55	0	0
24	ENSG00000081189.17	MEF2C	ENST00000636061.1	100	58	0	0
24	ENSG00000081189.17	MEF2C	ENST00000636143.1	2247	193	0	0
24	ENSG00000081189.17	MEF2C	ENST00000636294.1	2576	43	0	0
24	ENSG00000081189.17	MEF2C	ENST00000636336.1	100	33	0	0
24	ENSG00000081189.17	MEF2C	ENST00000636349.1	100	65	0	0
24	ENSG00000081189.17	MEF2C	ENST00000636517.1	100	35	0	0
24	ENSG00000081189.17	MEF2C	ENST00000636541.1	527	15	0	0
24	ENSG00000081189.17	MEF2C	ENST00000636998.1	5936	93	0	0
24	ENSG00000081189.17	MEF2C	ENST00000637048.1	100	68	0	0
24	ENSG00000081189.17	MEF2C	ENST00000637167.1	100	54	0	0
24	ENSG00000081189.17	MEF2C	ENST00000637231.1	100	28	0	0
24	ENSG00000081189.17	MEF2C	ENST00000637372.1	140	37	0	0
24	ENSG00000081189.17	MEF2C	ENST00000637481.1	6088	25	0	0
24	ENSG00000081189.17	MEF2C	ENST00000637506.1	100	30	0	0
24	ENSG00000081189.17	MEF2C	ENST00000637531.1	100	35	0	0
24	ENSG00000081189.17	MEF2C	ENST00000637663.1	432	29	0	0
24	ENSG00000081189.17	MEF2C	ENST00000637664.1	100	70	0	0
24	ENSG00000081189.17	MEF2C	ENST00000637732.1	3347	27	0	0
24	ENSG00000081189.17	MEF2C	ENST00000637754.2	100	28	0	0
24	ENSG00000081189.17	MEF2C	ENST00000637801.1	100	48	0	0
24	ENSG00000081189.17	MEF2C	ENST00000707127.1	5703	0	0	0
25	ENSG00000111679.17	PTPN6	ENST00000318974.14	2161	0	0	0
25	ENSG00000111679.17	PTPN6	ENST00000399448.5	2159	0	0	0
25	ENSG00000111679.17	PTPN6	ENST00000416215.6	2412	0	0	0
25	ENSG00000111679.17	PTPN6	ENST00000456013.5	2389	187	0	0
25	ENSG00000111679.17	PTPN6	ENST00000534900.5	538	28	0	0
25	ENSG00000111679.17	PTPN6	ENST00000535462.5	543	27	0	0
25	ENSG00000111679.17	PTPN6	ENST00000536013.5	602	0	0	0
25	ENSG00000111679.17	PTPN6	ENST00000536521.5	513	0	0	0
25	ENSG00000111679.17	PTPN6	ENST00000537533.1	673	29	0	0
25	ENSG00000111679.17	PTPN6	ENST00000538318.5	759	28	0	0
25	ENSG00000111679.17	PTPN6	ENST00000538715.5	579	30	0	0
25	ENSG00000111679.17	PTPN6	ENST00000539029.5	705	60	0	0
25	ENSG00000111679.17	PTPN6	ENST00000539365.1	907	11	0	0
25	ENSG00000111679.17	PTPN6	ENST00000540740.5	592	26	0	0
25	ENSG00000111679.17	PTPN6	ENST00000541698.5	592	25	0	0
25	ENSG00000111679.17	PTPN6	ENST00000542277.5	664	214	0	0
25	ENSG00000111679.17	PTPN6	ENST00000542462.1	570	27	0	0
25	ENSG00000111679.17	PTPN6	ENST00000542761.5	795	511	0	0
25	ENSG00000111679.17	PTPN6	ENST00000542848.5	656	0	0	0
25	ENSG00000111679.17	PTPN6	ENST00000543115.5	650	134	0	0
25	ENSG00000111679.17	PTPN6	ENST00000543120.5	564	28	0	0
25	ENSG00000111679.17	PTPN6	ENST00000543744.1	2043	1145	0	0
25	ENSG00000111679.17	PTPN6	ENST00000545153.5	959	0	0	0
26	ENSG00000143933.20	CALM2	ENST00000482532.5	1891	418	7	8
26	ENSG00000143933.20	CALM2	ENST00000409563.5	770	241	5	1
26	ENSG00000143933.20	CALM2	ENST00000460218.5	4502	3422	1	1
26	ENSG00000143933.20	CALM2	ENST00000272298.12	1210	80	0	0
26	ENSG00000143933.20	CALM2	ENST00000432899.5	1004	28	0	0
26	ENSG00000143933.20	CALM2	ENST00000456319.6	1165	27	0	0
26	ENSG00000143933.20	CALM2	ENST00000484408.5	682	29	0	0
26	ENSG00000143933.20	CALM2	ENST00000489742.1	522	26	0	0
26	ENSG00000143933.20	CALM2	ENST00000652974.1	1242	107	0	0
26	ENSG00000143933.20	CALM2	ENST00000655450.1	1126	70	0	0
26	ENSG00000143933.20	CALM2	ENST00000655728.1	1076	191	0	0
26	ENSG00000143933.20	CALM2	ENST00000656538.1	1294	29	0	0
26	ENSG00000143933.20	CALM2	ENST00000668667.1	1321	300	0	0
26	ENSG00000143933.20	CALM2	ENST00000670593.1	1926	56	0	0
27	ENSG00000120899.18	PTK2B	ENST00000397497.8	3161	1271	5	7
27	ENSG00000120899.18	PTK2B	ENST00000412793.5	818	32	1	0
27	ENSG00000120899.18	PTK2B	ENST00000346049.10	4074	9	0	0
27	ENSG00000120899.18	PTK2B	ENST00000397501.5	4719	272	0	0
27	ENSG00000120899.18	PTK2B	ENST00000420218.3	3941	1	0	0
27	ENSG00000120899.18	PTK2B	ENST00000461615.1	427	155	0	0
27	ENSG00000120899.18	PTK2B	ENST00000482543.1	499	257	0	0
27	ENSG00000120899.18	PTK2B	ENST00000495097.1	270	111	0	0
27	ENSG00000120899.18	PTK2B	ENST00000496920.1	379	239	0	0
27	ENSG00000120899.18	PTK2B	ENST00000517339.5	3914	94	0	0
27	ENSG00000120899.18	PTK2B	ENST00000519512.5	582	29	0	0
27	ENSG00000120899.18	PTK2B	ENST00000519650.5	559	151	0	0
27	ENSG00000120899.18	PTK2B	ENST00000521000.1	557	25	0	0
27	ENSG00000120899.18	PTK2B	ENST00000521164.5	554	87	0	0
27	ENSG00000120899.18	PTK2B	ENST00000522245.1	762	387	0	0
27	ENSG00000120899.18	PTK2B	ENST00000522338.5	539	55	0	0
27	ENSG00000120899.18	PTK2B	ENST00000522517.5	651	60	0	0
28	ENSG00000213585.11	VDAC1	ENST00000489906.5	694	348	7	6
28	ENSG00000213585.11	VDAC1	ENST00000395044.7	1807	28	1	1
28	ENSG00000213585.11	VDAC1	ENST00000265333.8	1839	124	0	0
28	ENSG00000213585.11	VDAC1	ENST00000395047.6	1873	100	0	0
28	ENSG00000213585.11	VDAC1	ENST00000425992.2	703	148	0	0
28	ENSG00000213585.11	VDAC1	ENST00000466080.1	831	456	0	0
28	ENSG00000213585.11	VDAC1	ENST00000492324.1	635	60	0	0
29	ENSG00000155660.11	PDIA4	ENST00000652332.1	2767	33	0	3
29	ENSG00000155660.11	PDIA4	ENST00000286091.9	2921	139	0	0
29	ENSG00000155660.11	PDIA4	ENST00000413966.2	2551	170	0	0
29	ENSG00000155660.11	PDIA4	ENST00000466592.1	632	225	0	0
30	ENSG00000100503.27	NIN	ENST00000706709.1	5671	3644	50	60
30	ENSG00000100503.27	NIN	ENST00000706711.1	3204	2828	46	37
30	ENSG00000100503.27	NIN	ENST00000706708.1	3674	3335	17	20
30	ENSG00000100503.27	NIN	ENST00000706704.1	6268	910	15	15
30	ENSG00000100503.27	NIN	ENST00000706707.1	4867	2629	3	6
30	ENSG00000100503.27	NIN	ENST00000706703.1	4554	342	4	1
30	ENSG00000100503.27	NIN	ENST00000706712.1	2979	1850	3	2
30	ENSG00000100503.27	NIN	ENST00000480476.1	920	655	3	0
30	ENSG00000100503.27	NIN	ENST00000324330.13	4364	0	0	0
30	ENSG00000100503.27	NIN	ENST00000382041.7	6496	0	0	0
30	ENSG00000100503.27	NIN	ENST00000382043.8	4216	1	0	0
30	ENSG00000100503.27	NIN	ENST00000389869.7	4788	0	0	0
30	ENSG00000100503.27	NIN	ENST00000453196.6	6858	65	0	0
30	ENSG00000100503.27	NIN	ENST00000453401.6	1418	28	0	0
30	ENSG00000100503.27	NIN	ENST00000463419.1	1317	0	0	0
30	ENSG00000100503.27	NIN	ENST00000474937.1	533	314	0	0
30	ENSG00000100503.27	NIN	ENST00000476352.5	10225	0	0	0
30	ENSG00000100503.27	NIN	ENST00000485005.2	4601	27	0	0
30	ENSG00000100503.27	NIN	ENST00000486200.1	465	28	0	0
30	ENSG00000100503.27	NIN	ENST00000486950.5	605	85	0	0
30	ENSG00000100503.27	NIN	ENST00000496749.1	569	0	0	0
30	ENSG00000100503.27	NIN	ENST00000530997.7	10334	95	0	0
30	ENSG00000100503.27	NIN	ENST00000555984.1	717	345	0	0
30	ENSG00000100503.27	NIN	ENST00000673657.1	8106	71	0	0
30	ENSG00000100503.27	NIN	ENST00000673819.1	1287	25	0	0
30	ENSG00000100503.27	NIN	ENST00000673852.1	321	58	0	0
30	ENSG00000100503.27	NIN	ENST00000674030.1	8290	105	0	0
30	ENSG00000100503.27	NIN	ENST00000674061.1	342	37	0	0
30	ENSG00000100503.27	NIN	ENST00000706705.1	7901	26	0	0
30	ENSG00000100503.27	NIN	ENST00000706706.1	8089	22	0	0
30	ENSG00000100503.27	NIN	ENST00000706710.1	2432	879	0	0
