#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant
ENTPD8	ENSG00000188833	ENST00000371506	protein_coding	0	0	1	0	0	0	0	1	0	0	0
ENTPD8	ENSG00000188833	ENST00000493135	protein_coding	0	0	1	0	0	0	0	1	0	0	0
ENTPD8	ENSG00000188833	ENST00000881602	protein_coding	0	0	1	0	0	0	0	1	0	0	0
ENTPD8	ENSG00000188833	ENST00000881603	protein_coding	0	0	1	0	0	0	0	1	0	0	0
ENTPD8	ENSG00000188833	ENST00000881604	protein_coding	0	0	0	1	0	0	1	0	0	0	0
ENTPD8	ENSG00000188833	ENST00000881605	protein_coding	0	0	0	1	0	0	1	0	0	0	0
ENTPD8	ENSG00000188833	ENST00000881606	protein_coding	0	0	1	0	0	0	0	1	0	0	0
ENTPD8	ENSG00000188833	ENST00000881607	protein_coding	0	0	1	0	0	0	0	1	0	0	0
ENTPD8	ENSG00000188833	ENST00000881608	protein_coding	0	0	1	0	0	0	0	1	0	0	0
ENTPD8	ENSG00000188833	ENST00000881609	protein_coding	0	0	1	0	0	0	0	1	0	0	0
ENTPD8	ENSG00000188833	ENST00000881610	protein_coding	0	0	1	0	0	0	0	1	0	0	0
ENTPD8	ENSG00000188833	ENST00000881611	protein_coding	0	0	1	0	0	0	0	1	0	0	0
ENTPD8	ENSG00000188833	ENST00000912767	protein_coding	0	0	1	0	0	0	0	1	0	0	0
ENTPD8	ENSG00000188833	ENST00000912768	protein_coding	0	0	1	0	0	0	0	1	0	0	0
ENTPD8	ENSG00000188833	ENST00000967090	protein_coding	0	0	1	0	0	0	0	1	0	0	0
ENTPD8	ENSG00000188833	ENST00000967091	protein_coding	0	0	1	0	0	0	0	1	0	0	0
ENTPD8	ENSG00000188833	ENST00000967092	protein_coding	0	0	1	0	0	0	0	1	0	0	0
ENTPD8	ENSG00000188833	ENST00000967093	protein_coding	0	0	1	0	0	0	0	1	0	0	0
ENTPD8	ENSG00000188833	ENST00000967094	protein_coding	0	0	1	0	0	0	0	1	0	0	0
FANCG	ENSG00000221829	ENST00000378643	protein_coding	0	0	0	2	0	0	2	0	0	0	0
FANCG	ENSG00000221829	ENST00000448890	protein_coding	0	0	0	2	0	0	2	0	0	0	0
FANCG	ENSG00000221829	ENST00000696710	protein_coding	0	0	0	2	0	0	2	0	0	0	0
FANCG	ENSG00000221829	ENST00000696715	protein_coding	0	0	0	2	0	0	2	0	0	0	0
FANCG	ENSG00000221829	ENST00000881804	protein_coding	0	0	0	2	0	0	2	0	0	0	0
FANCG	ENSG00000221829	ENST00000881805	protein_coding	0	0	0	2	0	0	2	0	0	0	0
FANCG	ENSG00000221829	ENST00000881806	protein_coding	0	0	0	2	0	0	2	0	0	0	0
FANCG	ENSG00000221829	ENST00000881807	protein_coding	0	0	0	2	0	0	2	0	0	0	0
FANCG	ENSG00000221829	ENST00000938586	protein_coding	0	0	0	2	0	0	2	0	0	0	0
FANCG	ENSG00000221829	ENST00000960438	protein_coding	0	0	0	2	0	0	2	0	0	0	0
FANCG	ENSG00000221829	ENST00000960439	protein_coding	0	0	0	2	0	0	2	0	0	0	0
FANCG	ENSG00000221829	ENST00000960440	protein_coding	0	0	0	2	0	0	2	0	0	0	0
FANCG	ENSG00000221829	ENST00000960441	protein_coding	0	0	0	2	0	0	2	0	0	0	0
FANCG	ENSG00000221829	ENST00000960442	protein_coding	0	0	0	2	0	0	2	0	0	0	0
FANCG	ENSG00000221829	ENST00000960443	protein_coding	0	0	0	2	0	0	2	0	0	0	0
FBP2	ENSG00000130957	ENST00000375337	protein_coding	0	0	1	0	0	0	0	1	0	0	0
FCN1	ENSG00000085265	ENST00000371806	protein_coding	0	1	0	0	0	0	0	0	0	0	1
FCN1	ENSG00000085265	ENST00000867921	protein_coding	0	1	0	0	0	0	0	0	0	0	1
FCN1	ENSG00000085265	ENST00000867922	protein_coding	0	1	0	0	0	0	0	0	0	0	1
FCN1	ENSG00000085265	ENST00000867923	protein_coding	0	1	0	0	0	0	0	0	0	0	1
FCN1	ENSG00000085265	ENST00000867924	protein_coding	0	1	0	0	0	0	0	0	0	0	1
FCN1	ENSG00000085265	ENST00000954365	protein_coding	0	1	0	0	0	0	0	0	0	0	1
FCN1	ENSG00000085265	ENST00000954366	protein_coding	0	1	0	0	0	0	0	0	0	0	1
FGD3	ENSG00000127084	ENST00000337352	protein_coding	0	1	0	0	0	0	0	0	0	0	1
FGD3	ENSG00000127084	ENST00000375482	protein_coding	0	1	0	0	0	0	0	0	0	0	1
FGD3	ENSG00000127084	ENST00000416701	protein_coding	0	1	0	0	0	0	0	0	0	0	1
FGD3	ENSG00000127084	ENST00000468206	protein_coding	0	1	0	0	0	0	0	0	0	0	1
FGD3	ENSG00000127084	ENST00000854360	protein_coding	0	1	0	0	0	0	0	0	0	0	1
FGD3	ENSG00000127084	ENST00000854361	protein_coding	0	1	0	0	0	0	0	0	0	0	1
FGD3	ENSG00000127084	ENST00000854362	protein_coding	0	1	0	0	0	0	0	0	0	0	1
FGD3	ENSG00000127084	ENST00000854363	protein_coding	0	1	0	0	0	0	0	0	0	0	1
FGD3	ENSG00000127084	ENST00000854364	protein_coding	0	1	0	0	0	0	0	0	0	0	1
FGD3	ENSG00000127084	ENST00000854365	protein_coding	0	1	0	0	0	0	0	0	0	0	1
FGD3	ENSG00000127084	ENST00000941518	protein_coding	0	1	0	0	0	0	0	0	0	0	1
FGD3	ENSG00000127084	ENST00000941519	protein_coding	0	1	0	0	0	0	0	0	0	0	1
FGD3	ENSG00000127084	ENST00000941520	protein_coding	0	1	0	0	0	0	0	0	0	0	1
FOXE1	ENSG00000178919	ENST00000375123	protein_coding	0	1	0	0	0	0	0	0	0	0	1
FREM1	ENSG00000164946	ENST00000380880	protein_coding	0	0	0	1	0	0	1	0	0	0	0
FREM1	ENSG00000164946	ENST00000380894	protein_coding	0	0	0	1	0	0	1	0	0	0	0
FREM1	ENSG00000164946	ENST00000895028	protein_coding	0	0	0	1	0	0	1	0	0	0	0
FSD1L	ENSG00000106701	ENST00000374707	protein_coding	0	0	0	2	0	0	2	0	0	0	0
FSD1L	ENSG00000106701	ENST00000394926	protein_coding	0	0	0	2	0	0	2	0	0	0	0
FSD1L	ENSG00000106701	ENST00000481272	protein_coding	0	0	0	2	0	0	2	0	0	0	0
FSD1L	ENSG00000106701	ENST00000484973	protein_coding	0	0	0	2	0	0	2	0	0	0	0
FSD1L	ENSG00000106701	ENST00000495708	protein_coding	0	0	0	2	0	0	2	0	0	0	0
FSD1L	ENSG00000106701	ENST00000955870	protein_coding	0	0	0	2	0	0	2	0	0	0	0
FSD1L	ENSG00000106701	ENST00000955871	protein_coding	0	0	0	2	0	0	2	0	0	0	0
GGTA1	ENSG00000204136	ENST00000373793	protein_coding	0	0	0	1	0	0	1	0	0	0	0
GGTA1	ENSG00000204136	ENST00000481799	protein_coding	0	0	0	1	0	0	1	0	0	0	0
GGTA1	ENSG00000204136	ENST00000863973	protein_coding	0	0	0	1	0	0	1	0	0	0	0
GGTA1	ENSG00000204136	ENST00000863974	protein_coding	0	0	0	1	0	0	1	0	0	0	0
GGTA1	ENSG00000204136	ENST00000863975	protein_coding	0	0	0	1	0	0	1	0	0	0	0
GGTA1	ENSG00000204136	ENST00000863976	protein_coding	0	0	0	1	0	0	1	0	0	0	0
GGTA1	ENSG00000204136	ENST00000863977	protein_coding	0	0	0	1	0	0	1	0	0	0	0
GGTA1	ENSG00000204136	ENST00000863978	protein_coding	0	0	0	1	0	0	1	0	0	0	0
GGTA1	ENSG00000204136	ENST00000863979	protein_coding	0	0	0	1	0	0	1	0	0	0	0
GGTA1	ENSG00000204136	ENST00000955018	protein_coding	0	0	0	1	0	0	1	0	0	0	0
GGTA1	ENSG00000204136	ENST00000955019	protein_coding	0	0	0	1	0	0	1	0	0	0	0
GGTA1	ENSG00000204136	ENST00000955020	protein_coding	0	0	0	1	0	0	1	0	0	0	0
GGTA1	ENSG00000204136	ENST00000955021	protein_coding	0	0	0	1	0	0	1	0	0	0	0
GGTA1	ENSG00000204136	ENST00000955022	protein_coding	0	0	0	1	0	0	1	0	0	0	0
GGTA1	ENSG00000204136	ENST00000955023	protein_coding	0	0	0	1	0	0	1	0	0	0	0
GKAP1	ENSG00000165113	ENST00000376365	protein_coding	0	0	0	1	0	0	1	0	0	0	0
GKAP1	ENSG00000165113	ENST00000376371	protein_coding	0	0	0	1	0	0	1	0	0	0	0
GKAP1	ENSG00000165113	ENST00000889366	protein_coding	0	0	0	1	0	0	1	0	0	0	0
GKAP1	ENSG00000165113	ENST00000962685	protein_coding	0	0	0	1	0	0	1	0	0	0	0
GKAP1	ENSG00000165113	ENST00000962686	protein_coding	0	0	0	1	0	0	1	0	0	0	0
GKAP1	ENSG00000165113	ENST00000962687	protein_coding	0	0	0	1	0	0	1	0	0	0	0
GKAP1	ENSG00000165113	ENST00000962688	protein_coding	0	0	0	1	0	0	1	0	0	0	0
GKAP1	ENSG00000165113	ENST00000962689	protein_coding	0	0	0	1	0	0	1	0	0	0	0
GKAP1	ENSG00000165113	ENST00000962690	protein_coding	0	0	0	1	0	0	1	0	0	0	0
GKAP1	ENSG00000165113	ENST00000962691	protein_coding	0	0	0	1	0	0	1	0	0	0	0
GKAP1	ENSG00000165113	ENST00000962692	protein_coding	0	0	0	1	0	0	1	0	0	0	0
GKAP1	ENSG00000165113	ENST00000962693	protein_coding	0	0	0	1	0	0	1	0	0	0	0
GKAP1	ENSG00000165113	ENST00000962694	protein_coding	0	0	0	1	0	0	1	0	0	0	0
GKAP1	ENSG00000165113	ENST00000962695	protein_coding	0	0	0	1	0	0	1	0	0	0	0
GLDC	ENSG00000178445	ENST00000321612	protein_coding	0	0	0	1	1	0	0	0	0	0	0
GLDC	ENSG00000178445	ENST00000638274	protein_coding	0	0	0	1	1	0	0	0	0	0	0
GLDC	ENSG00000178445	ENST00000638661	protein_coding	0	0	0	1	1	0	0	0	0	0	0
GLDC	ENSG00000178445	ENST00000639318	protein_coding	0	0	0	1	1	0	0	0	0	0	0
GLDC	ENSG00000178445	ENST00000639639	protein_coding	0	0	0	1	1	0	0	0	0	0	0
GLDC	ENSG00000178445	ENST00000884130	protein_coding	0	0	0	1	1	0	0	0	0	0	0
GLDC	ENSG00000178445	ENST00000920236	protein_coding	0	0	0	1	1	0	0	0	0	0	0
GLDC	ENSG00000178445	ENST00000920237	protein_coding	0	0	0	1	1	0	0	0	0	0	0
GLDC	ENSG00000178445	ENST00000953081	protein_coding	0	0	0	1	1	0	0	0	0	0	0
GLIS3	ENSG00000107249	ENST00000324333	protein_coding	0	0	0	2	0	0	2	0	0	0	0
GLIS3	ENSG00000107249	ENST00000381971	protein_coding	0	0	0	2	0	0	2	0	0	0	0
GLIS3	ENSG00000107249	ENST00000682749	protein_coding	0	0	0	2	0	0	2	0	0	0	0
GLT6D1	ENSG00000204007	ENST00000371763	protein_coding	0	1	0	0	0	0	1	0	1	0	0
GLT6D1	ENSG00000204007	ENST00000851048	protein_coding	0	1	0	0	0	0	1	0	1	0	0
GLT6D1	ENSG00000204007	ENST00000851049	protein_coding	0	1	0	0	0	0	1	0	1	0	0
GRHPR	ENSG00000137106	ENST00000318158	protein_coding	0	1	0	1	0	0	1	0	0	0	1
GRHPR	ENSG00000137106	ENST00000607784	protein_coding	0	1	0	1	0	0	1	0	0	0	1
GRHPR	ENSG00000137106	ENST00000874641	protein_coding	0	0	0	2	0	0	2	0	0	0	0
GRHPR	ENSG00000137106	ENST00000874642	protein_coding	0	1	0	1	0	0	1	0	0	0	1
GRHPR	ENSG00000137106	ENST00000874643	protein_coding	0	1	0	1	0	0	1	0	0	0	1
GRHPR	ENSG00000137106	ENST00000874644	protein_coding	0	1	0	1	0	0	1	0	0	0	1
GRHPR	ENSG00000137106	ENST00000874645	protein_coding	0	1	0	1	0	0	1	0	0	0	1
GRHPR	ENSG00000137106	ENST00000874646	protein_coding	0	1	0	1	0	0	1	0	0	0	1
GRHPR	ENSG00000137106	ENST00000874647	protein_coding	0	2	0	0	0	0	0	0	0	0	2
GRHPR	ENSG00000137106	ENST00000874648	protein_coding	0	0	0	2	0	0	2	0	0	0	0
GRHPR	ENSG00000137106	ENST00000874649	protein_coding	0	1	0	1	0	0	1	0	0	0	1
GRHPR	ENSG00000137106	ENST00000874650	protein_coding	0	1	0	1	0	0	1	0	0	0	1
GRHPR	ENSG00000137106	ENST00000926738	protein_coding	0	0	0	2	0	0	2	0	0	0	0
GRHPR	ENSG00000137106	ENST00000926739	protein_coding	0	0	0	2	0	0	2	0	0	0	0
GRHPR	ENSG00000137106	ENST00000926740	protein_coding	0	0	0	2	0	0	2	0	0	0	0
GRHPR	ENSG00000137106	ENST00000926741	protein_coding	0	0	0	2	0	0	2	0	0	0	0
HAUS6	ENSG00000147874	ENST00000380496	protein_coding	0	2	0	0	0	0	0	0	0	0	2
HAUS6	ENSG00000147874	ENST00000380502	protein_coding	0	2	0	0	0	0	0	0	0	0	2
HAUS6	ENSG00000147874	ENST00000415524	protein_coding	0	1	0	0	0	0	0	0	0	0	1
HAUS6	ENSG00000147874	ENST00000888738	protein_coding	0	2	0	0	0	0	0	0	0	0	2
HAUS6	ENSG00000147874	ENST00000888739	protein_coding	0	1	0	1	0	0	1	0	0	0	1
HAUS6	ENSG00000147874	ENST00000888740	protein_coding	0	2	0	0	0	0	0	0	0	0	2
HAUS6	ENSG00000147874	ENST00000888741	protein_coding	0	2	0	0	0	0	0	0	0	0	2
HSD17B3	ENSG00000130948	ENST00000375262	protein_coding	0	0	0	1	0	0	1	0	0	0	0
HSD17B3	ENSG00000130948	ENST00000375263	protein_coding	0	0	0	1	0	0	1	0	0	0	0
HSD17B3	ENSG00000130948	ENST00000648799	protein_coding	0	0	0	1	0	0	1	0	0	0	0
HSD17B3	ENSG00000130948	ENST00000650386	protein_coding	0	0	0	1	0	0	1	0	0	0	0
IFNA4	ENSG00000236637	ENST00000421715	protein_coding	0	0	1	0	0	0	0	1	0	0	0
IFNK	ENSG00000147896	ENST00000276943	protein_coding	0	0	1	0	0	0	0	1	0	0	0
IZUMO3	ENSG00000205442	ENST00000418122	protein_coding	0	0	0	1	0	0	1	0	0	0	0
IZUMO3	ENSG00000205442	ENST00000543880	protein_coding	0	1	0	0	0	0	0	0	0	0	1
IZUMO3	ENSG00000205442	ENST00000604921	protein_coding	0	1	0	0	0	0	0	0	0	0	1
KCNV2	ENSG00000168263	ENST00000382082	protein_coding	0	2	0	0	0	0	0	0	0	0	2
KDM4C	ENSG00000107077	ENST00000536108	protein_coding	0	0	0	1	0	0	1	0	0	0	0
LAMC3	ENSG00000050555	ENST00000361069	protein_coding	0	1	1	1	0	0	1	1	0	0	1
LAMC3	ENSG00000050555	ENST00000868026	protein_coding	0	1	1	1	0	0	1	1	0	0	1
LAMC3	ENSG00000050555	ENST00000940484	protein_coding	0	0	1	2	0	0	2	1	0	0	0
LAMC3	ENSG00000050555	ENST00000955223	protein_coding	0	1	1	1	0	0	1	1	0	0	1
LAMC3	ENSG00000050555	ENST00000955224	protein_coding	0	1	1	1	0	0	1	1	0	0	1
LAMC3	ENSG00000050555	ENST00000955225	protein_coding	0	1	1	1	0	0	1	1	0	0	1
LCN8	ENSG00000204001	ENST00000371688	protein_coding	0	0	0	1	0	0	1	0	0	0	0
LCN8	ENSG00000204001	ENST00000612714	protein_coding	0	0	0	1	0	0	1	0	0	0	0
LCN8	ENSG00000204001	ENST00000966428	protein_coding	0	0	0	1	0	0	1	0	0	0	0
LHX2	ENSG00000106689	ENST00000373615	protein_coding	0	1	0	0	0	0	0	0	0	0	1
LHX2	ENSG00000106689	ENST00000446480	protein_coding	0	1	0	0	0	0	0	0	0	0	1
LHX2	ENSG00000106689	ENST00000488674	protein_coding	0	1	0	0	0	0	0	0	0	0	1
LHX2	ENSG00000106689	ENST00000560961	protein_coding	0	0	0	1	0	0	1	0	0	0	0
MAN1B1	ENSG00000177239	ENST00000371589	protein_coding	0	1	1	2	0	0	2	1	0	0	1
MAN1B1	ENSG00000177239	ENST00000475449	protein_coding	0	1	1	2	0	0	2	1	0	0	1
MAN1B1	ENSG00000177239	ENST00000535144	protein_coding	0	0	1	3	1	0	2	1	0	0	0
MAN1B1	ENSG00000177239	ENST00000542372	protein_coding	0	0	1	2	0	0	2	1	0	0	0
MAN1B1	ENSG00000177239	ENST00000682117	protein_coding	0	1	1	2	0	0	2	1	0	0	1
MAN1B1	ENSG00000177239	ENST00000682212	protein_coding	0	0	2	2	0	0	2	2	0	0	0
MAN1B1	ENSG00000177239	ENST00000682881	protein_coding	0	0	2	2	0	0	2	2	0	0	0
MAN1B1	ENSG00000177239	ENST00000683324	protein_coding	0	1	1	2	0	0	2	1	0	0	1
MAN1B1	ENSG00000177239	ENST00000683355	protein_coding	0	0	1	3	1	0	2	1	0	0	0
MAN1B1	ENSG00000177239	ENST00000683987	protein_coding	0	0	1	3	1	0	2	1	0	0	0
MAN1B1	ENSG00000177239	ENST00000684144	protein_coding	0	1	1	2	0	0	2	1	0	0	1
MAN1B1	ENSG00000177239	ENST00000684759	protein_coding	0	0	2	2	0	0	2	2	0	0	0
MAN1B1	ENSG00000177239	ENST00000877684	protein_coding	0	1	1	2	0	0	2	1	0	0	1
MAN1B1	ENSG00000177239	ENST00000877685	protein_coding	0	1	1	2	0	0	2	1	0	0	1
MAN1B1	ENSG00000177239	ENST00000877686	protein_coding	0	1	1	2	0	0	2	1	0	0	1
MAN1B1	ENSG00000177239	ENST00000877687	protein_coding	0	1	1	2	0	0	2	1	0	0	1
MAN1B1	ENSG00000177239	ENST00000916526	protein_coding	0	1	1	2	0	0	2	1	0	0	1
MAN1B1	ENSG00000177239	ENST00000916527	protein_coding	0	1	1	2	0	0	2	1	0	0	1
MAN1B1	ENSG00000177239	ENST00000916528	protein_coding	0	1	1	2	0	0	2	1	0	0	1
MAN1B1	ENSG00000177239	ENST00000916529	protein_coding	0	1	1	2	0	0	2	1	0	0	1
MAN1B1	ENSG00000177239	ENST00000916530	protein_coding	0	1	1	2	0	0	2	1	0	0	1
MAN1B1	ENSG00000177239	ENST00000916531	protein_coding	0	1	1	2	0	0	2	1	0	0	1
MAN1B1	ENSG00000177239	ENST00000946890	protein_coding	0	1	1	2	0	0	2	1	0	0	1
MAN1B1	ENSG00000177239	ENST00000946891	protein_coding	0	1	1	2	0	0	2	1	0	0	1
MOB3B	ENSG00000120162	ENST00000262244	protein_coding	0	0	0	1	0	0	1	0	0	0	0
MOB3B	ENSG00000120162	ENST00000900189	protein_coding	0	0	0	1	0	0	1	0	0	0	0
MOB3B	ENSG00000120162	ENST00000900190	protein_coding	0	0	0	1	0	0	1	0	0	0	0
MOB3B	ENSG00000120162	ENST00000900191	protein_coding	0	0	0	1	0	0	1	0	0	0	0
MOB3B	ENSG00000120162	ENST00000900192	protein_coding	0	0	0	1	0	0	1	0	0	0	0
MOB3B	ENSG00000120162	ENST00000900193	protein_coding	0	0	0	1	0	0	1	0	0	0	0
MOB3B	ENSG00000120162	ENST00000967821	protein_coding	0	0	0	1	0	0	1	0	0	0	0
MPDZ	ENSG00000107186	ENST00000319217	protein_coding	0	0	0	1	0	0	1	0	0	0	0
MPDZ	ENSG00000107186	ENST00000447879	protein_coding	0	0	0	1	0	0	1	0	0	0	0
MPDZ	ENSG00000107186	ENST00000536827	protein_coding	0	0	0	1	0	0	1	0	0	0	0
MPDZ	ENSG00000107186	ENST00000541718	protein_coding	0	0	0	1	0	0	1	0	0	0	0
MPDZ	ENSG00000107186	ENST00000546205	protein_coding	0	0	0	1	0	0	1	0	0	0	0
MPDZ	ENSG00000107186	ENST00000883517	protein_coding	0	0	0	1	0	0	1	0	0	0	0
MPDZ	ENSG00000107186	ENST00000883518	protein_coding	0	0	0	1	0	0	1	0	0	0	0
MPDZ	ENSG00000107186	ENST00000883519	protein_coding	0	0	0	1	0	0	1	0	0	0	0
MPDZ	ENSG00000107186	ENST00000918415	protein_coding	0	0	0	1	0	0	1	0	0	0	0
MPDZ	ENSG00000107186	ENST00000959908	protein_coding	0	0	0	1	0	0	1	0	0	0	0
MPDZ	ENSG00000107186	ENST00000959909	protein_coding	0	0	0	1	0	0	1	0	0	0	0
MPDZ	ENSG00000107186	ENST00000959910	protein_coding	0	0	0	1	0	0	1	0	0	0	0
MPDZ	ENSG00000107186	ENST00000959911	protein_coding	0	0	0	1	0	0	1	0	0	0	0
MPDZ	ENSG00000107186	ENST00000959912	protein_coding	0	0	0	1	0	0	1	0	0	0	0
MPDZ	ENSG00000107186	ENST00000959913	protein_coding	0	0	0	1	0	0	1	0	0	0	0
MYORG	ENSG00000164976	ENST00000297625	protein_coding	0	0	1	0	0	0	0	1	0	0	0
MYORG	ENSG00000164976	ENST00000379142	protein_coding	0	0	1	0	0	0	0	1	0	0	0
MYORG	ENSG00000164976	ENST00000896633	protein_coding	0	0	1	0	0	0	0	1	0	0	0
MYORG	ENSG00000164976	ENST00000896634	protein_coding	0	0	1	0	0	0	0	1	0	0	0
MYORG	ENSG00000164976	ENST00000896635	protein_coding	0	0	1	0	0	0	0	1	0	0	0
MYORG	ENSG00000164976	ENST00000896636	protein_coding	0	0	1	0	0	0	0	1	0	0	0
MYORG	ENSG00000164976	ENST00000925134	protein_coding	0	0	1	0	0	0	0	1	0	0	0
MYORG	ENSG00000164976	ENST00000925135	protein_coding	0	0	1	0	0	0	0	1	0	0	0
MYORG	ENSG00000164976	ENST00000964326	protein_coding	0	0	1	0	0	0	0	1	0	0	0
MYORG	ENSG00000164976	ENST00000964327	protein_coding	0	0	1	0	0	0	0	1	0	0	0
NOTCH1	ENSG00000148400	ENST00000651671	protein_coding	0	2	0	1	0	0	1	0	0	0	2
NOTCH1	ENSG00000148400	ENST00000680133	protein_coding	0	2	0	1	0	0	1	0	0	0	2
NOTCH1	ENSG00000148400	ENST00000680218	protein_coding	0	2	0	1	0	0	1	0	0	0	2
NOTCH1	ENSG00000148400	ENST00000680668	protein_coding	0	2	0	1	0	0	1	0	0	0	2
NOTCH1	ENSG00000148400	ENST00000680778	protein_coding	0	1	0	1	0	0	1	0	0	0	1
NOTCH1	ENSG00000148400	ENST00000927794	protein_coding	0	2	0	1	0	0	1	0	0	0	2
NR4A3	ENSG00000119508	ENST00000330847	protein_coding	0	1	0	0	0	0	0	0	0	0	1
NR4A3	ENSG00000119508	ENST00000338488	protein_coding	0	1	0	0	0	0	0	0	0	0	1
NR4A3	ENSG00000119508	ENST00000395097	protein_coding	0	1	0	0	0	0	0	0	0	0	1
NR4A3	ENSG00000119508	ENST00000618101	protein_coding	0	1	0	0	0	0	0	0	0	0	1
OBP2A	ENSG00000122136	ENST00000340780	protein_coding	0	0	0	1	0	0	1	0	0	0	0
OBP2A	ENSG00000122136	ENST00000342114	protein_coding	0	0	0	1	0	0	1	0	0	0	0
OBP2A	ENSG00000122136	ENST00000371776	protein_coding	0	0	0	1	0	0	1	0	0	0	0
OBP2A	ENSG00000122136	ENST00000539850	protein_coding	0	0	0	1	0	0	1	0	0	0	0
OBP2A	ENSG00000122136	ENST00000619164	protein_coding	0	0	0	1	0	0	1	0	0	0	0
OBP2A	ENSG00000122136	ENST00000955692	protein_coding	0	0	0	1	0	0	1	0	0	0	0
OR1L4	ENSG00000136939	ENST00000259466	protein_coding	0	0	1	0	0	0	0	1	0	0	0
OR1L6	ENSG00000171459	ENST00000304720	protein_coding	0	0	1	0	0	0	0	1	0	0	0
OR1L6	ENSG00000171459	ENST00000373684	protein_coding	0	0	1	0	0	0	0	1	0	0	0
OR1Q1	ENSG00000165202	ENST00000297913	protein_coding	0	0	1	0	0	0	0	1	0	0	0
POMT1	ENSG00000130714	ENST00000341012	protein_coding	0	1	0	2	0	0	2	0	0	0	1
POMT1	ENSG00000130714	ENST00000372220	protein_coding	0	0	0	3	0	1	2	0	0	0	0
POMT1	ENSG00000130714	ENST00000372228	protein_coding	0	1	0	2	0	0	2	0	0	0	1
POMT1	ENSG00000130714	ENST00000402686	protein_coding	0	1	0	2	0	0	2	0	0	0	1
POMT1	ENSG00000130714	ENST00000423007	protein_coding	0	1	0	2	0	0	2	0	0	0	1
POMT1	ENSG00000130714	ENST00000430619	protein_coding	0	0	0	1	0	0	1	0	0	0	0
POMT1	ENSG00000130714	ENST00000441334	protein_coding	0	1	0	1	0	0	1	0	0	0	1
POMT1	ENSG00000130714	ENST00000448212	protein_coding	0	0	0	1	0	0	1	0	0	0	0
POMT1	ENSG00000130714	ENST00000676640	protein_coding	0	1	0	2	0	0	2	0	0	0	1
POMT1	ENSG00000130714	ENST00000676803	protein_coding	0	1	0	2	0	0	2	0	0	0	1
POMT1	ENSG00000130714	ENST00000676915	protein_coding	0	0	0	1	0	0	1	0	0	0	0
POMT1	ENSG00000130714	ENST00000677029	protein_coding	0	1	0	2	0	0	2	0	0	0	1
POMT1	ENSG00000130714	ENST00000677167	protein_coding	0	0	0	1	0	0	1	0	0	0	0
POMT1	ENSG00000130714	ENST00000677216	protein_coding	0	1	0	2	0	0	2	0	0	0	1
POMT1	ENSG00000130714	ENST00000677293	protein_coding	0	1	0	1	0	0	1	0	0	0	1
POMT1	ENSG00000130714	ENST00000677626	protein_coding	0	0	0	3	0	0	3	0	0	0	0
POMT1	ENSG00000130714	ENST00000678303	protein_coding	0	1	0	2	0	0	2	0	0	0	1
POMT1	ENSG00000130714	ENST00000678733	protein_coding	0	1	0	1	0	0	1	0	0	0	1
POMT1	ENSG00000130714	ENST00000678785	protein_coding	0	0	0	1	0	0	1	0	0	0	0
POMT1	ENSG00000130714	ENST00000679189	protein_coding	0	1	0	2	0	0	2	0	0	0	1
POMT1	ENSG00000130714	ENST00000683229	protein_coding	0	0	0	1	0	0	1	0	0	0	0
POMT1	ENSG00000130714	ENST00000851501	protein_coding	0	1	0	2	0	0	2	0	0	0	1
POMT1	ENSG00000130714	ENST00000851502	protein_coding	0	1	0	2	0	0	2	0	0	0	1
POMT1	ENSG00000130714	ENST00000929070	protein_coding	0	1	0	2	0	0	2	0	0	0	1
POMT1	ENSG00000130714	ENST00000955371	protein_coding	0	1	0	2	0	0	2	0	0	0	1
POMT1	ENSG00000130714	ENST00000955372	protein_coding	0	1	0	2	0	0	2	0	0	0	1
PRSS3	ENSG00000010438	ENST00000342836	protein_coding	0	0	1	0	0	0	0	1	0	0	0
PRSS3	ENSG00000010438	ENST00000361005	protein_coding	0	0	1	0	0	0	0	1	0	0	0
PRSS3	ENSG00000010438	ENST00000379405	protein_coding	0	0	1	0	0	0	0	1	0	0	0
PRSS3	ENSG00000010438	ENST00000429677	protein_coding	0	0	1	0	0	0	0	1	0	0	0
PRUNE2	ENSG00000106772	ENST00000376718	protein_coding	0	0	3	0	0	0	0	3	0	0	0
PRUNE2	ENSG00000106772	ENST00000426088	protein_coding	0	0	3	0	0	0	0	3	0	0	0
PRUNE2	ENSG00000106772	ENST00000428286	protein_coding	0	0	3	0	0	0	0	3	0	0	0
PRUNE2	ENSG00000106772	ENST00000443509	protein_coding	0	0	3	0	0	0	0	3	0	0	0
PRUNE2	ENSG00000106772	ENST00000890344	protein_coding	0	0	1	2	0	0	2	1	0	0	0
PRUNE2	ENSG00000106772	ENST00000945858	protein_coding	0	0	1	2	0	0	2	1	0	0	0
PTBP3	ENSG00000119314	ENST00000210227	protein_coding	0	0	0	1	0	0	1	0	0	0	0
PTBP3	ENSG00000119314	ENST00000343327	protein_coding	0	0	0	1	0	0	1	0	0	0	0
