NCBI GeneID	Gene Type	Common Name	Description	Symbol	Synonyms	Taxonomic ID	Taxonomic Name
126037878	PROTEIN_CODING	Northern goshawk	sonic hedgehog signaling molecule	SHH		8957	Astur gentilis
100487601	PROTEIN_CODING	tropical clawed frog	sonic hedgehog	shh	Xhh,xshh,X-SHH,vhh-1,hedgehog	8364	Xenopus tropicalis
309669410	PROTEIN_CODING		sonic hedgehog signaling molecule	SHH		100859	Vanellus vanellus
133630207	PROTEIN_CODING	snake pipefish	sonic hedgehog signaling molecule a	shha		161455	Entelurus aequoreus
101805147	PROTEIN_CODING	mallard	sonic hedgehog signaling molecule	SHH		8839	Anas platyrhynchos
101270161	PROTEIN_CODING	killer whale	sonic hedgehog signaling molecule	SHH		9733	Orcinus orca
122105862	PROTEIN_CODING	banner-tailed kangaroo rat	sonic hedgehog signaling molecule	Shh		105255	Dipodomys spectabilis
136008056	PROTEIN_CODING	Swift parrot	sonic hedgehog signaling molecule	SHH		678569	Lathamus discolor
140248285	PROTEIN_CODING	blue-breasted quail	sonic hedgehog signaling molecule	SHH		46218	Excalfactoria chinensis
141738622	PROTEIN_CODING	yellow-legged gull	sonic hedgehog signaling molecule	SHH		119627	Larus michahellis
106590104	PROTEIN_CODING	Atlantic salmon	sonic hedgehog signaling molecule a	shha	shh	8030	Salmo salar
115618194	PROTEIN_CODING	Kakapo	sonic hedgehog signaling molecule	SHH		2489341	Strigops habroptila
136309580	PROTEIN_CODING	greater sac-winged bat	sonic hedgehog signaling molecule	SHH		59482	Saccopteryx bilineata
129714624	PROTEIN_CODING	little skate	sonic hedgehog signaling molecule a	shha	Shh	7782	Leucoraja erinaceus
112620976	PROTEIN_CODING	gelada	sonic hedgehog signaling molecule	SHH		9565	Theropithecus gelada
306834694	PROTEIN_CODING	corkwing wrasse	sonic hedgehog signaling molecule a	shha		171736	Symphodus melops
310822834	PROTEIN_CODING	greater argentine	sonic hedgehog signaling molecule a	shha		446415	Argentina silus
112985021	PROTEIN_CODING	emu	sonic hedgehog signaling molecule	SHH		8790	Dromaius novaehollandiae
105712294	PROTEIN_CODING	Ma's night monkey	sonic hedgehog signaling molecule	SHH		37293	Aotus nancymaae
311238416	PROTEIN_CODING	Antarctic jonasfish	sonic hedgehog signaling molecule a	shha		948063	Notolepis coatsorum
308173825	PROTEIN_CODING		sonic hedgehog signaling molecule a	shha		443705	Nansenia antarctica
146588633	PROTEIN_CODING	greater rhea	sonic hedgehog signaling molecule	SHH		8797	Rhea americana
147155867	PROTEIN_CODING	pipefish	sonic hedgehog signaling molecule a	shha		1095086	Leptonotus elevatus
309966493	PROTEIN_CODING	Atlantic white-sided dolphin	sonic hedgehog signaling molecule	SHH		3371109	Leucopleurus acutus
143996217	PROTEIN_CODING	northern leopard frog	sonic hedgehog signaling molecule	SHH		8404	Lithobates pipiens
132430838	PROTEIN_CODING	saddleback dolphin	sonic hedgehog signaling molecule	SHH		9728	Delphinus delphis
129658783	PROTEIN_CODING	carabao	sonic hedgehog signaling molecule	SHH		3119969	Bubalus kerabau
131089341	PROTEIN_CODING		sonic hedgehog signaling molecule	SHH		44398	Melospiza georgiana
30269	PROTEIN_CODING	zebrafish	sonic hedgehog signaling molecule a	shha	shh,syu,vhh1,ShhNC,vhh-1,fc83d08,wu:fc83d08	7955	Danio rerio
108411758	PROTEIN_CODING	red-bellied piranha	sonic hedgehog signaling molecule a	shha		42514	Pygocentrus nattereri
122438805	PROTEIN_CODING	elk	sonic hedgehog signaling molecule	SHH		1574408	Cervus canadensis
138619646	PROTEIN_CODING	kelp perch	sonic hedgehog signaling molecule a	shha		100188	Brachyistius frenatus
116987973	PROTEIN_CODING	thorny skate	sonic hedgehog signaling molecule a	shha	shh	386614	Amblyraja radiata
101978016	PROTEIN_CODING	thirteen-lined ground squirrel	sonic hedgehog signaling molecule	Shh		43179	Ictidomys tridecemlineatus
103612088	PROTEIN_CODING	American crow	sonic hedgehog signaling molecule	SHH		85066	Corvus brachyrhynchos
128560185	PROTEIN_CODING	slow loris	sonic hedgehog signaling molecule	SHH		9470	Nycticebus coucang
138751882	PROTEIN_CODING	Caribbean electric ray	sonic hedgehog signaling molecule a	shha		1343680	Narcine bancroftii
139220917	PROTEIN_CODING		sonic hedgehog signaling molecule a	shha		3127111	Pempheris klunzingeri
104980588	PROTEIN_CODING		sonic hedgehog signaling molecule	SHH		43346	Bison bison bison
310650285	PROTEIN_CODING		sonic hedgehog signaling molecule	SHH		103942	Vipera ursinii
144784473	PROTEIN_CODING	palmate newt	sonic hedgehog signaling molecule	SHH		256425	Lissotriton helveticus
743371	PROTEIN_CODING	chimpanzee	sonic hedgehog signaling molecule	SHH		9598	Pan troglodytes
307267804	PROTEIN_CODING	lesser sand-eel	sonic hedgehog signaling molecule a	shha		146480	Ammodytes marinus
121365209	PROTEIN_CODING	rufous-necked snowfinch	sonic hedgehog signaling molecule	SHH		221976	Pyrgilauda ruficollis
138158543	PROTEIN_CODING		sonic hedgehog signaling molecule	SHH		3040969	Petaurus breviceps papuanus
134634374	PROTEIN_CODING	spotted tilapia	sonic hedgehog signaling molecule a	shha		158779	Pelmatolapia mariae
140532943	PROTEIN_CODING	tammar wallaby	sonic hedgehog signaling molecule	SHH		9315	Notamacropus eugenii
132778980	PROTEIN_CODING	brown anole	sonic hedgehog signaling molecule	SHH		38937	Anolis sagrei
109558045	PROTEIN_CODING	zebu cattle	sonic hedgehog signaling molecule	SHH		9915	Bos indicus
112663058	PROTEIN_CODING	dingo	sonic hedgehog signaling molecule	SHH		286419	Canis lupus dingo
138080355	PROTEIN_CODING	Sumatran serow	sonic hedgehog signaling molecule	SHH		34865	Capricornis sumatraensis
135253470	PROTEIN_CODING	American eel	sonic hedgehog signaling molecule a	shha		7938	Anguilla rostrata
106850705	PROTEIN_CODING	Common starling	sonic hedgehog signaling molecule	SHH		9172	Sturnus vulgaris
125631241	PROTEIN_CODING	loggerhead turtle	sonic hedgehog signaling molecule	SHH		8467	Caretta caretta
307108453	PROTEIN_CODING	northern bat	sonic hedgehog signaling molecule	SHH		3371016	Cnephaeus nilssonii
308352298	PROTEIN_CODING	European pine marten	sonic hedgehog signaling molecule	SHH		29065	Martes martes
107156278	PROTEIN_CODING	Alpine marmot	sonic hedgehog signaling molecule	Shh		9994	Marmota marmota marmota
100395600	PROTEIN_CODING	white-tufted-ear marmoset	sonic hedgehog signaling molecule	SHH		9483	Callithrix jacchus
137871876	PROTEIN_CODING	monkeyface prickleback	sonic hedgehog signaling molecule a	shha		271503	Cebidichthys violaceus
306948634	PROTEIN_CODING	western capercaillie	sonic hedgehog signaling molecule	SHH		100830	Tetrao urogallus
114780930	PROTEIN_CODING	denticle herring	sonic hedgehog signaling molecule a	shha	shh	299321	Denticeps clupeoides
123607172	PROTEIN_CODING	Geoffroy's cat	sonic hedgehog signaling molecule	SHH		46844	Leopardus geoffroyi
144229587	PROTEIN_CODING	spotted hyena	sonic hedgehog signaling molecule	SHH		9678	Crocuta crocuta
117753694	PROTEIN_CODING	Atlantic halibut	sonic hedgehog signaling molecule a	shha		8267	Hippoglossus hippoglossus
133470070	PROTEIN_CODING	common seadragon	sonic hedgehog signaling molecule a	shha		161469	Phyllopteryx taeniolatus
134044540	PROTEIN_CODING		sonic hedgehog signaling molecule	SHH		127875	Cinclus cinclus
135312123	PROTEIN_CODING	great cormorant	sonic hedgehog signaling molecule	SHH		9209	Phalacrocorax carbo
118291484	PROTEIN_CODING	turbot	sonic hedgehog signaling molecule a	shha		52904	Scophthalmus maximus
138438992	PROTEIN_CODING	bighorn sheep	sonic hedgehog signaling molecule	SHH		37174	Ovis canadensis
128660156	PROTEIN_CODING	fire-bellied toad	sonic hedgehog signaling molecule	SHH		8345	Bombina bombina
101374415	PROTEIN_CODING	Pacific walrus	sonic hedgehog signaling molecule	SHH		9708	Odobenus rosmarus divergens
108406980	PROTEIN_CODING	Malayan pangolin	sonic hedgehog signaling molecule	SHH		9974	Manis javanica
132848225	PROTEIN_CODING		sonic hedgehog signaling molecule a	shha		175792	Tachysurus vachellii
140133591	PROTEIN_CODING	Tungara frog	sonic hedgehog signaling molecule	SHH		76066	Engystomops pustulosus
309325999	PROTEIN_CODING		sonic hedgehog signaling molecule	SHH		140042	Podarcis erhardii
119426549	PROTEIN_CODING	Rio pearlfish	sonic hedgehog signaling molecule a	shha		451745	Nematolebias whitei
132524048	PROTEIN_CODING	white-beaked dolphin	sonic hedgehog signaling molecule	SHH		27610	Lagenorhynchus albirostris
310746139	PROTEIN_CODING	Filfola wall lizard	sonic hedgehog signaling molecule	SHH		65481	Podarcis filfolensis
106549769	PROTEIN_CODING		sonic hedgehog signaling molecule	SHH		35019	Thamnophis sirtalis
128086348	PROTEIN_CODING	lesser prairie-chicken	sonic hedgehog signaling molecule	SHH		109042	Tympanuchus pallidicinctus
102522058	PROTEIN_CODING	Wild Bactrian camel	sonic hedgehog signaling molecule	SHH		419612	Camelus ferus
311003391	PROTEIN_CODING	Atlantic horse mackerel	sonic hedgehog signaling molecule a	shha		36212	Trachurus trachurus
102047067	PROTEIN_CODING	Saker falcon	sonic hedgehog signaling molecule	SHH		345164	Falco cherrug
138066272	PROTEIN_CODING	African ostrich	sonic hedgehog signaling molecule	SHH		8801	Struthio camelus
311516921	PROTEIN_CODING	Pacific ridley	sonic hedgehog signaling molecule	SHH		27788	Lepidochelys olivacea
146380414	PROTEIN_CODING		sonic hedgehog signaling molecule a	shha		32509	Perissodus microlepis
100557233	PROTEIN_CODING	green anole	sonic hedgehog signaling molecule	shh		28377	Anolis carolinensis
110395049	PROTEIN_CODING	helmeted guineafowl	sonic hedgehog signaling molecule	SHH		8996	Numida meleagris
103660977	PROTEIN_CODING	polar bear	sonic hedgehog signaling molecule	SHH		29073	Ursus maritimus
107201071	PROTEIN_CODING	Great Tit	sonic hedgehog signaling molecule	SHH		9157	Parus major
136099135	PROTEIN_CODING	band-tailed pigeon	sonic hedgehog signaling molecule	SHH		372321	Patagioenas fasciata
103745341	PROTEIN_CODING	Upper Galilee mountains blind mole rat	sonic hedgehog signaling molecule	Shh		1026970	Nannospalax galili
111551526	PROTEIN_CODING	Ugandan red Colobus	sonic hedgehog signaling molecule	SHH		591936	Piliocolobus tephrosceles
113539995	PROTEIN_CODING	striped catfish	sonic hedgehog signaling molecule a	shha		310915	Pangasianodon hypophthalmus
102271735	PROTEIN_CODING	wild yak	sonic hedgehog signaling molecule	SHH		72004	Bos mutus
111580008	PROTEIN_CODING	clown anemonefish	sonic hedgehog signaling molecule a	shha	shh	80972	Amphiprion ocellaris
311154151	PROTEIN_CODING	chaffinch	sonic hedgehog signaling molecule	SHH		37598	Fringilla coelebs
143401765	PROTEIN_CODING	golden-mantled ground squirrel	sonic hedgehog signaling molecule	Shh		76772	Callospermophilus lateralis
129446134	PROTEIN_CODING	oriental weatherfish	sonic hedgehog signaling molecule a	shha		75329	Misgurnus anguillicaudatus
135308958	PROTEIN_CODING	house sparrow	sonic hedgehog signaling molecule	SHH		48849	Passer domesticus
102093186	PROTEIN_CODING	rock pigeon	sonic hedgehog signaling molecule	SHH		8932	Columba livia
110316392	PROTEIN_CODING	shrew mouse	sonic hedgehog signaling molecule	Shh		10093	Mus pahari
147117001	PROTEIN_CODING	Greenland sleeper shark	sonic hedgehog signaling molecule a	shha		191813	Somniosus microcephalus
124099901	PROTEIN_CODING	woodchuck	sonic hedgehog signaling molecule	Shh		9995	Marmota monax
130232176	PROTEIN_CODING		sonic hedgehog signaling molecule a	shha		1142201	Danio aesculapii
120789949	PROTEIN_CODING	swordfish	sonic hedgehog signaling molecule a	shha		8245	Xiphias gladius
125696335	PROTEIN_CODING	rock ptarmigan	sonic hedgehog signaling molecule	SHH		64668	Lagopus muta
144091601	PROTEIN_CODING	spotted pipefish	sonic hedgehog signaling molecule a	shha		161581	Stigmatopora argus
100512749	PROTEIN_CODING	pig	sonic hedgehog signaling molecule	SHH		9823	Sus scrofa
115537142	PROTEIN_CODING	Atlantic cod	sonic hedgehog signaling molecule a	shha	shh	8049	Gadus morhua
129126294	PROTEIN_CODING	red-winged blackbird	sonic hedgehog signaling molecule	SHH		39638	Agelaius phoeniceus
143314497	PROTEIN_CODING	threadfin butterflyfish	sonic hedgehog signaling molecule a	shha		39042	Chaetodon auriga
105511473	PROTEIN_CODING		sonic hedgehog signaling molecule	SHH		336983	Colobus angolensis palliatus
125740799	PROTEIN_CODING		sonic hedgehog signaling molecule a	shha		42636	Brienomyrus brachyistius
311629448	PROTEIN_CODING	Hanaki's dwarf bat	sonic hedgehog signaling molecule	SHH		412090	Pipistrellus hanaki
120529642	PROTEIN_CODING	gray bichir	sonic hedgehog signaling molecule a	shha	Shhb	55291	Polypterus senegalus
115394079	PROTEIN_CODING	jewelled blenny	sonic hedgehog signaling molecule a	shha	shh	181472	Salarias fasciatus
111665139	PROTEIN_CODING		sonic hedgehog signaling molecule a	shha	shh	1841481	Seriola lalandi dorsalis
123951347	PROTEIN_CODING	Eurasian badger	sonic hedgehog signaling molecule	SHH		9662	Meles meles
138783768	PROTEIN_CODING	hourglass treefrog	sonic hedgehog signaling molecule	SHH		150705	Dendropsophus ebraccatus
141095542	PROTEIN_CODING	dyeing poison frog	sonic hedgehog signaling molecule	SHH		92724	Dendrobates tinctorius
103299591	PROTEIN_CODING	big brown bat	sonic hedgehog signaling molecule	SHH		29078	Eptesicus fuscus
308336139	PROTEIN_CODING		sonic hedgehog signaling molecule a	shha		443714	Protomyctophum bolini
143781783	PROTEIN_CODING	Zimmermann's poison frog	sonic hedgehog signaling molecule	SHH		490064	Ranitomeya variabilis
120552219	PROTEIN_CODING	European perch	sonic hedgehog signaling molecule a	shha		8168	Perca fluviatilis
118026795	PROTEIN_CODING	Southern elephant seal	sonic hedgehog signaling molecule	SHH		9715	Mirounga leonina
135778811	PROTEIN_CODING		sonic hedgehog signaling molecule a	shha		90735	Paramisgurnus dabryanus
138722365	PROTEIN_CODING		sonic hedgehog signaling molecule	SHH		33595	Phaenicophaeus curvirostris
115025820	PROTEIN_CODING		sonic hedgehog signaling molecule a	shha	shh	56716	Cottoperca gobio
310867919	PROTEIN_CODING	parallel lanternfish	sonic hedgehog signaling molecule a	shha		1091426	Protomyctophum parallelum
117494806	PROTEIN_CODING	emerald rockcod	sonic hedgehog signaling molecule a	shha		40690	Trematomus bernacchii
142487854	PROTEIN_CODING	coastal tailed frog	sonic hedgehog signaling molecule	SHH		8439	Ascaphus truei
130423223	PROTEIN_CODING		sonic hedgehog signaling molecule a	shha		1582913	Triplophysa dalaica
109702047	PROTEIN_CODING	American beaver	sonic hedgehog signaling molecule	Shh		51338	Castor canadensis
100706984	PROTEIN_CODING	Nile tilapia	sonic hedgehog signaling molecule a	shha	shh	8128	Oreochromis niloticus
309632286	PROTEIN_CODING	sei whale	sonic hedgehog signaling molecule	SHH		9768	Balaenoptera borealis
101438572	PROTEIN_CODING	nine-banded armadillo	sonic hedgehog signaling molecule	SHH		9361	Dasypus novemcinctus
113585054	PROTEIN_CODING	electric eel	sonic hedgehog signaling molecule a	shha		8005	Electrophorus electricus
106889773	PROTEIN_CODING	ruff	sonic hedgehog signaling molecule	SHH		198806	Calidris pugnax
105883225	PROTEIN_CODING	gray mouse lemur	sonic hedgehog signaling molecule	SHH		30608	Microcebus murinus
107116932	PROTEIN_CODING		sonic hedgehog signaling molecule	SHH		146911	Gekko japonicus
113969364	PROTEIN_CODING	saffron-crested tyrant-manakin	sonic hedgehog signaling molecule	SHH		114329	Neopelma chrysocephalum
117829114	PROTEIN_CODING	New Zealand spotty	sonic hedgehog signaling molecule a	shha		1203425	Notolabrus celidotus
122348068	PROTEIN_CODING	Sumatra barb	sonic hedgehog signaling molecule a	shha	shh	1606681	Puntigrus tetrazona
140284927	PROTEIN_CODING	California grunion	sonic hedgehog signaling molecule a	shha		355514	Leuresthes tenuis
101553644	PROTEIN_CODING	European shrew	sonic hedgehog signaling molecule	SHH		42254	Sorex araneus
109092851	PROTEIN_CODING	common carp	sonic hedgehog signaling molecule a	shha		7962	Cyprinus carpio
119936338	PROTEIN_CODING	Australian echidna	sonic hedgehog signaling molecule	SHH		9261	Tachyglossus aculeatus
122131833	PROTEIN_CODING	Atlantic herring	sonic hedgehog signaling molecule a	shha		7950	Clupea harengus
130129927	PROTEIN_CODING	smalleye Pacific opah	sonic hedgehog signaling molecule a	shha		2546036	Lampris incognitus
121671739	PROTEIN_CODING	Mariana crow	sonic hedgehog signaling molecule	SHH		68294	Corvus kubaryi
142448997	PROTEIN_CODING	tailess tenrec	sonic hedgehog signaling molecule	SHH		94439	Tenrec ecaudatus
127961242	PROTEIN_CODING	silver crucian carp	sonic hedgehog signaling molecule a	shha		101364	Carassius gibelio
120811983	PROTEIN_CODING	three-spined stickleback	sonic hedgehog signaling molecule a	shha		69293	Gasterosteus aculeatus
134609167	PROTEIN_CODING	common spadefoot toad	sonic hedgehog signaling molecule	SHH		191477	Pelobates fuscus
311324228	PROTEIN_CODING	large-eye snaggletooth	sonic hedgehog signaling molecule a	shha		473354	Borostomias antarcticus
100016531	PROTEIN_CODING	gray short-tailed opossum	sonic hedgehog signaling molecule	SHH		13616	Monodelphis domestica
308569646	PROTEIN_CODING		sonic hedgehog signaling molecule	SHH		90520	Podarcis bocagei
309896709	PROTEIN_CODING	tundra swan	sonic hedgehog signaling molecule	SHH		110926	Cygnus columbianus
102532948	PROTEIN_CODING	alpaca	sonic hedgehog signaling molecule	SHH		30538	Vicugna pacos
104843121	PROTEIN_CODING	bald eagle	sonic hedgehog signaling molecule	SHH		52644	Haliaeetus leucocephalus
114104982	PROTEIN_CODING	yellow-bellied marmot	sonic hedgehog signaling molecule	Shh		93162	Marmota flaviventris
146662322	PROTEIN_CODING	tigerfish	sonic hedgehog signaling molecule a	shha		304217	Rhamphochromis longiceps
100352774	PROTEIN_CODING	rabbit	sonic hedgehog signaling molecule	SHH		9986	Oryctolagus cuniculus
104564705	PROTEIN_CODING	white-throated tinamou	sonic hedgehog signaling molecule	SHH		94827	Tinamus guttatus
125336848	PROTEIN_CODING	hawaiian crow	sonic hedgehog signaling molecule	SHH		134902	Corvus hawaiiensis
128609756	PROTEIN_CODING	blue catfish	sonic hedgehog signaling molecule a	shha		66913	Ictalurus furcatus
129516222	PROTEIN_CODING	raccoon dog	sonic hedgehog signaling molecule	SHH		34880	Nyctereutes procyonoides
716553	PROTEIN_CODING	Rhesus monkey	sonic hedgehog signaling molecule	SHH		9544	Macaca mulatta
133364934	PROTEIN_CODING		sonic hedgehog signaling molecule	SHH		261503	Rhineura floridana
142008121	PROTEIN_CODING	pitted-shelled turtle	sonic hedgehog signaling molecule	SHH		44489	Carettochelys insculpta
142937788	PROTEIN_CODING	spotted wolffish	sonic hedgehog signaling molecule a	shha		65739	Anarhichas minor
310963418	PROTEIN_CODING	lesser weever	sonic hedgehog signaling molecule a	shha		94984	Echiichthys vipera
103227290	PROTEIN_CODING	green monkey	sonic hedgehog signaling molecule	SHH		60711	Chlorocebus sabaeus
105069468	PROTEIN_CODING	Bactrian camel	sonic hedgehog signaling molecule	SHH		9837	Camelus bactrianus
133027061	PROTEIN_CODING	common dab	sonic hedgehog signaling molecule a	shha		27771	Limanda limanda
135443582	PROTEIN_CODING		sonic hedgehog signaling molecule	SHH		257770	Zonotrichia leucophrys gambelii
117000871	PROTEIN_CODING	Swainson's thrush	sonic hedgehog signaling molecule	SHH		91951	Catharus ustulatus
146567276	PROTEIN_CODING		sonic hedgehog signaling molecule a	shha		35575	Mchenga conophoros
115084102	PROTEIN_CODING	two-lined caecilian	sonic hedgehog signaling molecule	SHH		194408	Rhinatrema bivittatum
137904090	PROTEIN_CODING		sonic hedgehog signaling molecule a	shha		412623	Brachionichthys hirsutus
309845141	PROTEIN_CODING	least weasel	sonic hedgehog signaling molecule	SHH		36239	Mustela nivalis
114901788	PROTEIN_CODING	narwhal	sonic hedgehog signaling molecule	SHH		40151	Monodon monoceros
139016047	PROTEIN_CODING		sonic hedgehog signaling molecule	SHH		159337	Myotis yumanensis
309353262	PROTEIN_CODING		sonic hedgehog signaling molecule	SHH		65482	Podarcis melisellensis
104501295	PROTEIN_CODING		sonic hedgehog signaling molecule	SHH		175836	Buceros rhinoceros silvestris
121623827	PROTEIN_CODING	copperband butterflyfish	sonic hedgehog signaling molecule a	shha		109905	Chelmon rostratus
100461003	PROTEIN_CODING	Sumatran orangutan	sonic hedgehog signaling molecule	SHH		9601	Pongo abelii
127369645	PROTEIN_CODING	European seabass	sonic hedgehog signaling molecule a	shha		13489	Dicentrarchus labrax
142370009	PROTEIN_CODING	pejerrey	sonic hedgehog signaling molecule a	shha		219752	Odontesthes bonariensis
310967205	PROTEIN_CODING	long-tailed duck	sonic hedgehog signaling molecule	SHH		197941	Clangula hyemalis
126398063	PROTEIN_CODING	kelp grouper	sonic hedgehog signaling molecule a	shha		300413	Epinephelus moara
310828025	PROTEIN_CODING	Skyros wall lizard	sonic hedgehog signaling molecule	SHH		90521	Podarcis gaigeae
105098271	PROTEIN_CODING	Arabian camel	sonic hedgehog signaling molecule	SHH		9838	Camelus dromedarius
134165076	PROTEIN_CODING	night parrot	sonic hedgehog signaling molecule	SHH		407982	Pezoporus occidentalis
140732362	PROTEIN_CODING	red stingray	sonic hedgehog signaling molecule a	shha		2704970	Hemitrygon akajei
143131616	PROTEIN_CODING	alewife	sonic hedgehog signaling molecule a	shha		34774	Alosa pseudoharengus
306994397	PROTEIN_CODING	Eurasian minnow	sonic hedgehog signaling molecule a	shha		58324	Phoxinus phoxinus
309875513	PROTEIN_CODING	greater scaup	sonic hedgehog signaling molecule	SHH		189534	Aythya marila
147322080	PROTEIN_CODING		sonic hedgehog signaling molecule a	shha		3705843	Aulonocara sp. 'chitande type north' Nkhata Bay
128425750	PROTEIN_CODING	European plaice	sonic hedgehog signaling molecule a	shha		8262	Pleuronectes platessa
308378011	PROTEIN_CODING	European sprat	sonic hedgehog signaling molecule a	shha		196075	Sprattus sprattus
102196962	PROTEIN_CODING		sonic hedgehog signaling molecule a	shha	shh	303518	Pundamilia nyererei
124039817	PROTEIN_CODING	pink salmon	sonic hedgehog signaling molecule a	shha		8017	Oncorhynchus gorbuscha
142406560	PROTEIN_CODING	wood stork	sonic hedgehog signaling molecule	SHH		33587	Mycteria americana
121888294	PROTEIN_CODING	southern bluefin tuna	sonic hedgehog signaling molecule a	shha		8240	Thunnus maccoyii
112228005	PROTEIN_CODING	Chinook salmon	sonic hedgehog signaling molecule a	shha		74940	Oncorhynchus tshawytscha
114027151	PROTEIN_CODING	common wombat	sonic hedgehog signaling molecule	SHH		29139	Vombatus ursinus
126064257	PROTEIN_CODING		sonic hedgehog signaling molecule	SHH		99487	Elephas maximus indicus
134511060	PROTEIN_CODING	black-headed gull	sonic hedgehog signaling molecule	SHH		1192867	Chroicocephalus ridibundus
121002705	PROTEIN_CODING	common toad	sonic hedgehog signaling molecule	SHH		8384	Bufo bufo
103077728	PROTEIN_CODING	Yangtze River dolphin	sonic hedgehog signaling molecule	SHH		118797	Lipotes vexillifer
128398269	PROTEIN_CODING	Aeolian wall lizard	sonic hedgehog signaling molecule	SHH		65483	Podarcis raffonei
142078345	PROTEIN_CODING	Cory's shearwater	sonic hedgehog signaling molecule	SHH		1323832	Calonectris borealis
110468547	PROTEIN_CODING	white-rumped munia	sonic hedgehog signaling molecule	SHH		40157	Lonchura striata
125404298	PROTEIN_CODING	Bank vole	sonic hedgehog signaling molecule	Shh		447135	Myodes glareolus
113617784	PROTEIN_CODING	Pacific white-sided dolphin	sonic hedgehog signaling molecule	SHH		3371155	Sagmatias obliquidens
104022293	PROTEIN_CODING	crested ibis	sonic hedgehog signaling molecule	SHH		128390	Nipponia nippon
114507829	PROTEIN_CODING	pale spear-nosed bat	sonic hedgehog signaling molecule	SHH		89673	Phyllostomus discolor
114653694	PROTEIN_CODING	reedfish	sonic hedgehog signaling molecule a	shha	shh	27687	Erpetoichthys calabaricus
115645437	PROTEIN_CODING	Goodes thornscrub tortoise	sonic hedgehog signaling molecule	SHH		1825980	Gopherus evgoodei
124858403	PROTEIN_CODING		sonic hedgehog signaling molecule a	shha		208333	Girardinichthys multiradiatus
112815894	PROTEIN_CODING	northern fur seal	sonic hedgehog signaling molecule	SHH		34884	Callorhinus ursinus
306667039	PROTEIN_CODING	Eurasian red squirrel	sonic hedgehog signaling molecule	SHH		55149	Sciurus vulgaris
102103261	PROTEIN_CODING	Tibetan ground-tit	sonic hedgehog signaling molecule	SHH		181119	Pseudopodoces humilis
134035216	PROTEIN_CODING	European smelt	sonic hedgehog signaling molecule a	shha		29151	Osmerus eperlanus
121087407	PROTEIN_CODING	lesser kestrel	sonic hedgehog signaling molecule	SHH		148594	Falco naumanni
286821	PROTEIN_CODING	domestic cattle	sonic hedgehog signaling molecule	SHH		9913	Bos taurus
133609827	PROTEIN_CODING	worm pipefish	sonic hedgehog signaling molecule a	shha		546530	Nerophis lumbriciformis
141542744	PROTEIN_CODING	fat-tailed dunnart	sonic hedgehog signaling molecule	SHH		9301	Sminthopsis crassicaudata
108296988	PROTEIN_CODING	Panamanian white-faced capuchin	sonic hedgehog signaling molecule	SHH		2715852	Cebus imitator
116314512	PROTEIN_CODING		sonic hedgehog signaling molecule a	shha	shh	47969	Oreochromis aureus
114003211	PROTEIN_CODING	Wire-tailed manakin	sonic hedgehog signaling molecule	SHH		649802	Pipra filicauda
122550113	PROTEIN_CODING	whitespotted bambooshark	sonic hedgehog signaling molecule a	shha		36176	Chiloscyllium plagiosum
132323876	PROTEIN_CODING	house finch	sonic hedgehog signaling molecule	SHH		30427	Haemorhous mexicanus
133396732	PROTEIN_CODING	leafy seadragon	sonic hedgehog signaling molecule a	shha		693459	Phycodurus eques
310937480	PROTEIN_CODING	thickback sole	sonic hedgehog signaling molecule a	shha		90074	Microchirus variegatus
107086501	PROTEIN_CODING	sheepshead minnow	sonic hedgehog signaling molecule a	shha	shh	28743	Cyprinodon variegatus
114201788	PROTEIN_CODING	Steller sea lion	sonic hedgehog signaling molecule	SHH		34886	Eumetopias jubatus
116826862	PROTEIN_CODING	Abingdon island giant tortoise	sonic hedgehog signaling molecule	SHH		106734	Chelonoidis abingdonii
130206583	PROTEIN_CODING		sonic hedgehog signaling molecule a	shha		2059687	Pseudoliparis swirei
137587554	PROTEIN_CODING	striated frogfish	sonic hedgehog signaling molecule a	shha		241820	Antennarius striatus
116486437	PROTEIN_CODING	tufted duck	sonic hedgehog signaling molecule	SHH		219594	Aythya fuligula
118989379	PROTEIN_CODING		sonic hedgehog signaling molecule	SHH		192404	Sturnira hondurensis
130148985	PROTEIN_CODING	lanner falcon	sonic hedgehog signaling molecule	SHH		345155	Falco biarmicus
119791724	PROTEIN_CODING		sonic hedgehog signaling molecule a	shha		77115	Cyprinodon tularosa
119910765	PROTEIN_CODING	largemouth bass	sonic hedgehog signaling molecule a	shha		27706	Micropterus salmoides
130852112	PROTEIN_CODING		sonic hedgehog signaling molecule	SHH		575201	Hippopotamus amphibius kiboko
102483981	PROTEIN_CODING	Chinese tree shrew	sonic hedgehog signaling molecule	SHH		246437	Tupaia belangeri chinensis
113194898	PROTEIN_CODING	Arctic ground squirrel	sonic hedgehog signaling molecule	Shh		9999	Urocitellus parryii
117541236	PROTEIN_CODING		sonic hedgehog signaling molecule a	shha		8218	Gymnodraco acuticeps
125441218	PROTEIN_CODING		sonic hedgehog signaling molecule	SHH		933632	Sphaerodactylus townsendi
137334516	PROTEIN_CODING	sharpnose sevengill shark	sonic hedgehog signaling molecule a	shha		212740	Heptranchias perlo
308622518	PROTEIN_CODING	Sowerby's beaked whale	sonic hedgehog signaling molecule	SHH		48745	Mesoplodon bidens
