sample	top_taxonomy_name	identity	shared_hashes	median_multiplicity	pvalue	full_taxonomy	taxonomic_subspecies	taxonomic_species	taxonomic_genus	taxonomic_family	taxonomic_order	taxonomic_class	taxonomic_phylum	taxonomic_kingdom	taxonomic_superkingdom	subspecies	serovar	plasmid	bioproject	biosample	taxid	assembly_accession	match_id	taxonomic_parvorder	taxonomic_tribe	taxonomic_suborder	taxonomic_infraorder	taxonomic_subfamily	taxonomic_superorder	taxonomic_subphylum	match_comment	taxonomic_superfamily
unmapped	Cercopithecus mitis	0.8265959999999999	19/400	3	2.9989299999999996e-49	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Cercopithecinae; Cercopithecus; mitis		Cercopithecus mitis	Cercopithecus	Cercopithecidae	Primates	Mammalia	Chordata	Metazoa	Eukaryota				PRJNA244192		36225		./rcn/refseq-NC-36225-PRJNA244192-.-.-.-Cercopithecus_mitis.fna	Catarrhini		Haplorrhini	Simiiformes	Cercopithecinae	Euarchontoglires	Craniata		Cercopithecoidea
unmapped	Papio anubis	0.8265959999999999	19/400	3	2.9989299999999996e-49	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Cercopithecinae; Papio; anubis		Papio anubis	Papio	Cercopithecidae	Primates	Mammalia	Chordata	Metazoa	Eukaryota				PRJNA184994		9555		./rcn/refseq-NC-9555-PRJNA184994-.-.-.-Papio_anubis.fna	Catarrhini		Haplorrhini	Simiiformes	Cercopithecinae	Euarchontoglires	Craniata		Cercopithecoidea
unmapped	Papio cynocephalus	0.8265959999999999	19/400	3	2.9989299999999996e-49	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Cercopithecinae; Papio; cynocephalus		Papio cynocephalus	Papio	Cercopithecidae	Primates	Mammalia	Chordata	Metazoa	Eukaryota				PRJNA184995		9556		./rcn/refseq-NC-9556-PRJNA184995-.-.-.-Papio_cynocephalus.fna	Catarrhini		Haplorrhini	Simiiformes	Cercopithecinae	Euarchontoglires	Craniata		Cercopithecoidea
unmapped	Agrobacterium vitis	0.8265959999999999	19/400	2	2.9989299999999996e-49	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Rhizobium/Agrobacterium group; Agrobacterium; vitis		Agrobacterium vitis	Agrobacterium	Rhizobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria		Bacteria				PRJNA188943		373		./rcn/refseq-NG-373-PRJNA188943-.-.-.-Agrobacterium_vitis.fna									
unmapped	Agrobacterium vitis	0.8265959999999999	19/400	2	2.9989299999999996e-49	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Rhizobium/Agrobacterium group; Agrobacterium; vitis		Agrobacterium vitis	Agrobacterium	Rhizobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria		Bacteria				PRJNA188943		373		./rcn/refseq-NR-373-PRJNA188943-.-.-.-Agrobacterium_vitis.fna									
unmapped	[Caedibacter] caryophilus	0.8265959999999999	19/400	1	2.9989299999999996e-49	Bacteria; Proteobacteria; Alphaproteobacteria; Holosporales; unclassified; [Caedibacter] caryophilus		[Caedibacter] caryophilus			Holosporales	Alphaproteobacteria	Proteobacteria		Bacteria				PRJNA33175		28906		./rcn/refseq-NG-28906-PRJNA33175-.-.-.-Caedibacter_caryophilus.fna									
unmapped	Hippea jasoniae	0.8265959999999999	19/400	1	2.9989299999999996e-49	Bacteria; Proteobacteria; delta/epsilon subdivisions; Deltaproteobacteria; Desulfurellales; Desulfurellaceae; Hippea; jasoniae		Hippea jasoniae	Hippea	Desulfurellaceae	Desulfurellales	Deltaproteobacteria	Proteobacteria		Bacteria				PRJNA33175		944479		./rcn/refseq-NG-944479-PRJNA33175-.-.-.-Hippea_jasoniae.fna							delta/epsilon subdivisions		
unmapped	Chlorocebus cynosuros	0.823808	18/400	5	2.62997e-46	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Cercopithecinae; Chlorocebus; cynosuros		Chlorocebus cynosuros	Chlorocebus	Cercopithecidae	Primates	Mammalia	Chordata	Metazoa	Eukaryota				PRJNA261919		460675		./rcn/refseq-NC-460675-PRJNA261919-.-.-.-Chlorocebus_cynosuros.fna	Catarrhini		Haplorrhini	Simiiformes	Cercopithecinae	Euarchontoglires	Craniata		Cercopithecoidea
unmapped	Galeopterus variegatus	0.823808	18/400	5	2.62997e-46	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Dermoptera; Cynocephalidae; Galeopterus; variegatus		Galeopterus variegatus	Galeopterus	Cynocephalidae	Dermoptera	Mammalia	Chordata	Metazoa	Eukaryota				PRJNA12049		482537		./rcn/refseq-NC-482537-PRJNA12049-.-.-.-Galeopterus_variegatus.fna						Euarchontoglires	Craniata		
unmapped	Macaca silenus	0.823808	18/400	4	2.62997e-46	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Cercopithecinae; Macaca; silenus		Macaca silenus	Macaca	Cercopithecidae	Primates	Mammalia	Chordata	Metazoa	Eukaryota				PRJNA262802		54601		./rcn/refseq-NC-54601-PRJNA262802-.-.-.-Macaca_silenus.fna	Catarrhini		Haplorrhini	Simiiformes	Cercopithecinae	Euarchontoglires	Craniata		Cercopithecoidea
unmapped	Rhinopithecus strykeri	0.823808	18/400	3	2.62997e-46	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Colobinae; Rhinopithecus; strykeri		Rhinopithecus strykeri	Rhinopithecus	Cercopithecidae	Primates	Mammalia	Chordata	Metazoa	Eukaryota				PRJNA168390		1194336		./rcn/refseq-NC-1194336-PRJNA168390-.-.-.-Rhinopithecus_strykeri.fna	Catarrhini		Haplorrhini	Simiiformes	Colobinae	Euarchontoglires	Craniata		Cercopithecoidea
unmapped	Rhinopithecus brelichi	0.823808	18/400	3	2.62997e-46	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Colobinae; Rhinopithecus; brelichi		Rhinopithecus brelichi	Rhinopithecus	Cercopithecidae	Primates	Mammalia	Chordata	Metazoa	Eukaryota				PRJNA168395		224329		./rcn/refseq-NC-224329-PRJNA168395-.-.-.-Rhinopithecus_brelichi.fna	Catarrhini		Haplorrhini	Simiiformes	Colobinae	Euarchontoglires	Craniata		Cercopithecoidea
unmapped	Rhinopithecus bieti 1 RL-2012	0.823808	18/400	2	2.62997e-46	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Colobinae; Rhinopithecus; bieti 1 RL-2012		Rhinopithecus bieti 1 RL-2012	Rhinopithecus	Cercopithecidae	Primates	Mammalia	Chordata	Metazoa	Eukaryota				PRJNA168388		1194334		./rcn/refseq-NC-1194334-PRJNA168388-.-.-.-Rhinopithecus_bieti_1_RL_2012.fna	Catarrhini		Haplorrhini	Simiiformes	Colobinae	Euarchontoglires	Craniata		Cercopithecoidea
unmapped	Rhinopithecus bieti	0.823808	18/400	2	2.62997e-46	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Colobinae; Rhinopithecus; bieti		Rhinopithecus bieti	Rhinopithecus	Cercopithecidae	Primates	Mammalia	Chordata	Metazoa	Eukaryota				PRJNA66513		61621		./rcn/refseq-NC-61621-PRJNA66513-.-.-.-Rhinopithecus_bieti.fna	Catarrhini		Haplorrhini	Simiiformes	Colobinae	Euarchontoglires	Craniata		Cercopithecoidea
unmapped	Sinorhizobium meliloti	0.823808	18/400	2	2.62997e-46	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Sinorhizobium/Ensifer group; Sinorhizobium; meliloti		Sinorhizobium meliloti	Sinorhizobium	Rhizobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria		Bacteria				PRJNA188943		382		./rcn/refseq-NG-382-PRJNA188943-.-.-.-Sinorhizobium_meliloti.fna									
unmapped	Sinorhizobium meliloti	0.823808	18/400	2	2.62997e-46	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Sinorhizobium/Ensifer group; Sinorhizobium; meliloti		Sinorhizobium meliloti	Sinorhizobium	Rhizobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria		Bacteria				PRJNA188943		382		./rcn/refseq-NR-382-PRJNA188943-.-.-.-Sinorhizobium_meliloti.fna									
unmapped	Atlantibacter hermannii	0.823808	18/400	1	2.62997e-46	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Atlantibacter; hermannii		Atlantibacter hermannii	Atlantibacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria				PRJNA33175		565		./rcn/refseq-NR-565-PRJNA33175-.-.-.-Escherichia_hermannii.fna									
unmapped	Macaca tonkeana	0.8208700000000001	17/400	5	2.1793299999999996e-43	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Cercopithecinae; Macaca; tonkeana		Macaca tonkeana	Macaca	Cercopithecidae	Primates	Mammalia	Chordata	Metazoa	Eukaryota				PRJNA262804		40843		./rcn/refseq-NC-40843-PRJNA262804-.-.-.-Macaca_tonkeana.fna	Catarrhini		Haplorrhini	Simiiformes	Cercopithecinae	Euarchontoglires	Craniata		Cercopithecoidea
unmapped	Pygathrix cinerea 2 RL-2012	0.8208700000000001	17/400	3	2.1793299999999996e-43	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Colobinae; Pygathrix; cinerea 2 RL-2012		Pygathrix cinerea 2 RL-2012	Pygathrix	Cercopithecidae	Primates	Mammalia	Chordata	Metazoa	Eukaryota				PRJNA168387		1194333		./rcn/refseq-NC-1194333-PRJNA168387-.-.-.-Pygathrix_cinerea_2_RL_2012.fna	Catarrhini		Haplorrhini	Simiiformes	Colobinae	Euarchontoglires	Craniata		Cercopithecoidea
unmapped	Rhinopithecus bieti 2 RL-2012	0.8208700000000001	17/400	3	2.1793299999999996e-43	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Colobinae; Rhinopithecus; bieti 2 RL-2012		Rhinopithecus bieti 2 RL-2012	Rhinopithecus	Cercopithecidae	Primates	Mammalia	Chordata	Metazoa	Eukaryota				PRJNA168389		1194335		./rcn/refseq-NC-1194335-PRJNA168389-.-.-.-Rhinopithecus_bieti_2_RL_2012.fna	Catarrhini		Haplorrhini	Simiiformes	Colobinae	Euarchontoglires	Craniata		Cercopithecoidea
unmapped	Macaca arctoides	0.8208700000000001	17/400	3	2.1793299999999996e-43	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Cercopithecinae; Macaca; arctoides		Macaca arctoides	Macaca	Cercopithecidae	Primates	Mammalia	Chordata	Metazoa	Eukaryota				PRJNA262795		9540		./rcn/refseq-NC-9540-PRJNA262795-.-.-.-Macaca_arctoides.fna	Catarrhini		Haplorrhini	Simiiformes	Cercopithecinae	Euarchontoglires	Craniata		Cercopithecoidea
unmapped	Macaca fascicularis	0.8208700000000001	17/400	3	2.1793299999999996e-43	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Cercopithecinae; Macaca; fascicularis		Macaca fascicularis	Macaca	Cercopithecidae	Primates	Mammalia	Chordata	Metazoa	Eukaryota				PRJNA37941		9541		./rcn/refseq-NC-9541-PRJNA37941-.-.-.-Macaca_fascicularis.fna	Catarrhini		Haplorrhini	Simiiformes	Cercopithecinae	Euarchontoglires	Craniata		Cercopithecoidea
unmapped	Macaca sylvanus	0.8208700000000001	17/400	3	2.1793299999999996e-43	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Cercopithecinae; Macaca; sylvanus		Macaca sylvanus	Macaca	Cercopithecidae	Primates	Mammalia	Chordata	Metazoa	Eukaryota				PRJNA11946		9546		./rcn/refseq-NC-9546-PRJNA11946-.-.-.-Macaca_sylvanus.fna	Catarrhini		Haplorrhini	Simiiformes	Cercopithecinae	Euarchontoglires	Craniata		Cercopithecoidea
unmapped	Colobus guereza	0.8208700000000001	17/400	2	2.1793299999999996e-43	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Colobinae; Colobus; guereza		Colobus guereza	Colobus	Cercopithecidae	Primates	Mammalia	Chordata	Metazoa	Eukaryota				PRJNA13713		33548		./rcn/refseq-NC-33548-PRJNA13713-.-.-.-Colobus_guereza.fna	Catarrhini		Haplorrhini	Simiiformes	Colobinae	Euarchontoglires	Craniata		Cercopithecoidea
unmapped	Papio ursinus	0.8208700000000001	17/400	2	2.1793299999999996e-43	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Cercopithecinae; Papio; ursinus		Papio ursinus	Papio	Cercopithecidae	Primates	Mammalia	Chordata	Metazoa	Eukaryota				PRJNA184971		36229		./rcn/refseq-NC-36229-PRJNA184971-.-.-.-Papio_ursinus.fna	Catarrhini		Haplorrhini	Simiiformes	Cercopithecinae	Euarchontoglires	Craniata		Cercopithecoidea
unmapped	Mandrillus sphinx	0.8208700000000001	17/400	2	2.1793299999999996e-43	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Cercopithecinae; Mandrillus; sphinx		Mandrillus sphinx	Mandrillus	Cercopithecidae	Primates	Mammalia	Chordata	Metazoa	Eukaryota				PRJNA214376		9561		./rcn/refseq-NC-9561-PRJNA214376-.-.-.-Mandrillus_sphinx.fna	Catarrhini		Haplorrhini	Simiiformes	Cercopithecinae	Euarchontoglires	Craniata		Cercopithecoidea
unmapped	Rhizobium etli	0.8208700000000001	17/400	2	2.1793299999999996e-43	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Rhizobium/Agrobacterium group; Rhizobium; etli		Rhizobium etli	Rhizobium	Rhizobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria		Bacteria				PRJNA188943		29449		./rcn/refseq-NG-29449-PRJNA188943-.-.-.-Rhizobium_etli.fna									
unmapped	Rhizobium etli	0.8208700000000001	17/400	2	2.1793299999999996e-43	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Rhizobium/Agrobacterium group; Rhizobium; etli		Rhizobium etli	Rhizobium	Rhizobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria		Bacteria				PRJNA188943		29449		./rcn/refseq-NR-29449-PRJNA188943-.-.-.-Rhizobium_etli.fna									
unmapped	Helicobacter bilis	0.8208700000000001	17/400	1	2.1793299999999996e-43	Bacteria; Proteobacteria; delta/epsilon subdivisions; Epsilonproteobacteria; Campylobacterales; Helicobacteraceae; Helicobacter; bilis		Helicobacter bilis	Helicobacter	Helicobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria		Bacteria				PRJNA33175		37372		./rcn/refseq-NG-37372-PRJNA33175-.-.-.-Helicobacter_bilis.fna							delta/epsilon subdivisions		
unmapped	Desulfotomaculum reducens	0.8208700000000001	17/400	1	2.1793299999999996e-43	Bacteria; Terrabacteria group; Firmicutes; Clostridia; les; Peptococcaceae; Desulfotomaculum; reducens		Desulfotomaculum reducens	Desulfotomaculum	Peptococcaceae	Clostridiales	Clostridia	Firmicutes		Bacteria				PRJNA33175		59610		./rcn/refseq-NG-59610-PRJNA33175-.-.-.-Desulfotomaculum_reducens.fna									
unmapped	Chlorocebus pygerythrus	0.817765	16/400	5	1.70114e-40	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Cercopithecinae; Chlorocebus; pygerythrus		Chlorocebus pygerythrus	Chlorocebus	Cercopithecidae	Primates	Mammalia	Chordata	Metazoa	Eukaryota				PRJNA20629		60710		./rcn/refseq-NC-60710-PRJNA20629-.-.-.-Chlorocebus_pygerythrus.fna	Catarrhini		Haplorrhini	Simiiformes	Cercopithecinae	Euarchontoglires	Craniata		Cercopithecoidea
unmapped	Cercocebus chrysogaster	0.817765	16/400	5	1.70114e-40	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Cercopithecinae; Cercocebus; chrysogaster		Cercocebus chrysogaster	Cercocebus	Cercopithecidae	Primates	Mammalia	Chordata	Metazoa	Eukaryota				PRJNA214381		75569		./rcn/refseq-NC-75569-PRJNA214381-.-.-.-Cercocebus_chrysogaster.fna	Catarrhini		Haplorrhini	Simiiformes	Cercopithecinae	Euarchontoglires	Craniata		Cercopithecoidea
unmapped	Theropithecus gelada	0.817765	16/400	5	1.70114e-40	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Cercopithecinae; Theropithecus; gelada		Theropithecus gelada	Theropithecus	Cercopithecidae	Primates	Mammalia	Chordata	Metazoa	Eukaryota				PRJNA183471		9565		./rcn/refseq-NC-9565-PRJNA183471-.-.-.-Theropithecus_gelada.fna	Catarrhini		Haplorrhini	Simiiformes	Cercopithecinae	Euarchontoglires	Craniata		Cercopithecoidea
unmapped	Pygathrix cinerea 1 RL-2012	0.817765	16/400	3	1.70114e-40	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Colobinae; Pygathrix; cinerea 1 RL-2012		Pygathrix cinerea 1 RL-2012	Pygathrix	Cercopithecidae	Primates	Mammalia	Chordata	Metazoa	Eukaryota				PRJNA168386		1194332		./rcn/refseq-NC-1194332-PRJNA168386-.-.-.-Pygathrix_cinerea_1_RL_2012.fna	Catarrhini		Haplorrhini	Simiiformes	Colobinae	Euarchontoglires	Craniata		Cercopithecoidea
unmapped	Nasalis larvatus	0.817765	16/400	3	1.70114e-40	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Colobinae; Nasalis; larvatus		Nasalis larvatus	Nasalis	Cercopithecidae	Primates	Mammalia	Chordata	Metazoa	Eukaryota				PRJNA17205		43780		./rcn/refseq-NC-43780-PRJNA17205-.-.-.-Nasalis_larvatus.fna	Catarrhini		Haplorrhini	Simiiformes	Colobinae	Euarchontoglires	Craniata		Cercopithecoidea
unmapped	Pygathrix nemaeus	0.817765	16/400	3	1.70114e-40	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Colobinae; Pygathrix; nemaeus		Pygathrix nemaeus	Pygathrix	Cercopithecidae	Primates	Mammalia	Chordata	Metazoa	Eukaryota				PRJNA17207		54133		./rcn/refseq-NC-54133-PRJNA17207-.-.-.-Pygathrix_nemaeus.fna	Catarrhini		Haplorrhini	Simiiformes	Colobinae	Euarchontoglires	Craniata		Cercopithecoidea
unmapped	Cercopithecus albogularis	0.817765	16/400	3	1.70114e-40	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Cercopithecinae; Cercopithecus; albogularis		Cercopithecus albogularis	Cercopithecus	Cercopithecidae	Primates	Mammalia	Chordata	Metazoa	Eukaryota				PRJNA214387		867370		./rcn/refseq-NC-867370-PRJNA214387-.-.-.-Cercopithecus_albogularis.fna	Catarrhini		Haplorrhini	Simiiformes	Cercopithecinae	Euarchontoglires	Craniata		Cercopithecoidea
