Table S2. The mean inferCNV of key driver genes in different subtypes	Unnamed: 1	Unnamed: 2	Unnamed: 3	Unnamed: 4
ENSG00000124762	CDKN1A	Club	7	-0.321978120247467
ENSG00000146648	EGFR	Club	7	-0.02985093166554
ENSG00000105976	MET	Club	7	-0.115358228495994
ENSG00000253729	PRKDC	Club	7	-0.126277149943884
ENSG00000171862	PTEN	Club	8	-0.245041204528077
ENSG00000133703	KRAS	Club	8	-1.20500373935847
ENSG00000141736	ERBB2	Club	8	0.117307060052492
ENSG00000239672	NME1	Club	8	-0.0293935627259267
ENSG00000124762	CDKN1A	Club	8	-0.07397220042825
ENSG00000146648	EGFR	Club	8	0.797089106989512
ENSG00000105976	MET	Club	8	-0.0896494263776021
ENSG00000253729	PRKDC	Club	8	1.03291894864619
ENSG00000171862	PTEN	Club	Non	-0.0774510856435665
ENSG00000133703	KRAS	Club	Non	-0.0713102040180421
ENSG00000141736	ERBB2	Club	Non	0.0515419798962009
ENSG00000239672	NME1	Club	Non	-0.0548813897350131
ENSG00000124762	CDKN1A	Club	Non	-0.0967880805019542
ENSG00000146648	EGFR	Club	Non	0.02714139660159
ENSG00000105976	MET	Club	Non	0.0231383050517963
ENSG00000253729	PRKDC	Club	Non	-0.0222734659813049
ENSG00000171862	PTEN	EC	1	-0.246893922671579
ENSG00000149311	ATM	EC	1	0.327912258792595
ENSG00000133703	KRAS	EC	1	0.256627017391133
ENSG00000239672	NME1	EC	1	-0.0205270975033281
ENSG00000124762	CDKN1A	EC	1	-0.414593922174217
ENSG00000253729	PRKDC	EC	1	-0.169066328639668
ENSG00000171862	PTEN	EC	10	-0.125790797354842
ENSG00000149311	ATM	EC	10	-0.114896896178376
ENSG00000133703	KRAS	EC	10	-0.174488418748563
ENSG00000239672	NME1	EC	10	-0.0628851603678909
ENSG00000124762	CDKN1A	EC	10	-0.136902762206342
ENSG00000253729	PRKDC	EC	10	-0.0704502223996079
ENSG00000171862	PTEN	EC	11	0.0532059048414857
ENSG00000149311	ATM	EC	11	0.0508626845790406
ENSG00000133703	KRAS	EC	11	0.111810564352897
ENSG00000239672	NME1	EC	11	-0.223671528700664
ENSG00000124762	CDKN1A	EC	11	-0.274487402086503
ENSG00000253729	PRKDC	EC	11	0.132581679815439
ENSG00000171862	PTEN	EC	12	-0.117915250090409
ENSG00000149311	ATM	EC	12	-0.17706784376571
ENSG00000133703	KRAS	EC	12	0.0188923671052977
ENSG00000239672	NME1	EC	12	-0.155183027397371
ENSG00000124762	CDKN1A	EC	12	-0.190688094061295
ENSG00000253729	PRKDC	EC	12	-0.126124779174532
ENSG00000171862	PTEN	EC	2	-0.0224257662258514
ENSG00000149311	ATM	EC	2	-0.154432726427705
ENSG00000133703	KRAS	EC	2	0.0326225935669763
ENSG00000239672	NME1	EC	2	-0.140095732833615
ENSG00000124762	CDKN1A	EC	2	-0.437369855507657
ENSG00000253729	PRKDC	EC	2	0.161654634447893
ENSG00000171862	PTEN	EC	3	-0.0667393629287943
ENSG00000149311	ATM	EC	3	-0.0255985761786601
ENSG00000133703	KRAS	EC	3	0.612502646087391
ENSG00000239672	NME1	EC	3	0.0499140415996889
ENSG00000124762	CDKN1A	EC	3	-0.110227802909806
ENSG00000253729	PRKDC	EC	3	-0.091816521467549
ENSG00000171862	PTEN	EC	4	-0.252112927979205
ENSG00000149311	ATM	EC	4	-0.00189241193305502
ENSG00000133703	KRAS	EC	4	-0.00456494621147014
ENSG00000239672	NME1	EC	4	-0.0467701914215891
ENSG00000124762	CDKN1A	EC	4	-0.119386630241712
ENSG00000253729	PRKDC	EC	4	0.0908177438319235
ENSG00000171862	PTEN	EC	5	-0.141849966601568
ENSG00000149311	ATM	EC	5	0.0265320336765779
ENSG00000133703	KRAS	EC	5	0.142718939123358
ENSG00000239672	NME1	EC	5	-0.254239260809404
ENSG00000124762	CDKN1A	EC	5	-0.217330447157304
ENSG00000253729	PRKDC	EC	5	0.12972455639572
ENSG00000171862	PTEN	EC	6	-0.185749331294737
ENSG00000149311	ATM	EC	6	0.0374029165640592
ENSG00000133703	KRAS	EC	6	0.173433918592335
ENSG00000239672	NME1	EC	6	0.226070830220117
ENSG00000124762	CDKN1A	EC	6	-0.366670924004556
ENSG00000253729	PRKDC	EC	6	-0.11025771097354
ENSG00000171862	PTEN	EC	7	-0.120910238394585
ENSG00000149311	ATM	EC	7	0.0704216119262734
ENSG00000133703	KRAS	EC	7	0.010954904035457
ENSG00000239672	NME1	EC	7	-0.272427504948181
ENSG00000124762	CDKN1A	EC	7	-0.49258312820739
ENSG00000253729	PRKDC	EC	7	0.494222081422258
ENSG00000171862	PTEN	EC	8	-0.0182702055149397
ENSG00000149311	ATM	EC	8	-0.0949257423357119
ENSG00000133703	KRAS	EC	8	-0.104561056219124
ENSG00000239672	NME1	EC	8	0.901911676297994
ENSG00000124762	CDKN1A	EC	8	0.406217183798444
ENSG00000253729	PRKDC	EC	8	-0.20470715339813
ENSG00000171862	PTEN	EC	9	-0.172266579594903
ENSG00000149311	ATM	EC	9	-0.119431555377453
ENSG00000133703	KRAS	EC	9	-0.0676052685173233
ENSG00000239672	NME1	EC	9	-0.201429180204776
ENSG00000124762	CDKN1A	EC	9	-0.0606183542998206
ENSG00000253729	PRKDC	EC	9	-0.102502178480057
ENSG00000171862	PTEN	EC	Non	-0.0810388720510451
ENSG00000149311	ATM	EC	Non	-0.0210170850279972
ENSG00000133703	KRAS	EC	Non	0.0912422506631591
ENSG00000239672	NME1	EC	Non	-0.0421977837867522
ENSG00000124762	CDKN1A	EC	Non	-0.0566531724413774
ENSG00000253729	PRKDC	EC	Non	-0.0425573841422638
ENSG00000171862	PTEN	Fib	1	-0.181827299987504
ENSG00000149311	ATM	Fib	1	0.285037948744311
ENSG00000133703	KRAS	Fib	1	-0.198727701084575
ENSG00000135679	MDM2	Fib	1	1.15763866520584
ENSG00000141510	TP53	Fib	1	-0.154854911005077
ENSG00000239672	NME1	Fib	1	-0.168206068039676
ENSG00000124762	CDKN1A	Fib	1	-0.127191415823329
ENSG00000253729	PRKDC	Fib	1	-0.0539779027534413
ENSG00000171862	PTEN	Fib	10	0.0676291436081146
ENSG00000149311	ATM	Fib	10	0.000656300803415707
ENSG00000133703	KRAS	Fib	10	0.187010258428052
ENSG00000135679	MDM2	Fib	10	0.220392769934927
ENSG00000141510	TP53	Fib	10	0.0292300197408575
ENSG00000239672	NME1	Fib	10	-0.0440826019357582
ENSG00000124762	CDKN1A	Fib	10	-0.187403392197355
ENSG00000253729	PRKDC	Fib	10	0.188170146442922
ENSG00000171862	PTEN	Fib	11	-0.0941031887083419
ENSG00000149311	ATM	Fib	11	0.054459271723439
ENSG00000133703	KRAS	Fib	11	0.107737398174395
ENSG00000135679	MDM2	Fib	11	-0.0362911461670647
ENSG00000141510	TP53	Fib	11	-0.0517286071359622
ENSG00000239672	NME1	Fib	11	-0.0538369101061408
ENSG00000124762	CDKN1A	Fib	11	0.590309544612431
ENSG00000253729	PRKDC	Fib	11	-0.0170256457558813
ENSG00000171862	PTEN	Fib	12	-0.152445674668038
ENSG00000149311	ATM	Fib	12	0.299912948510108
ENSG00000133703	KRAS	Fib	12	-0.0906689101482405
ENSG00000135679	MDM2	Fib	12	0.0871199303196955
ENSG00000141510	TP53	Fib	12	-0.0153727980513409
ENSG00000239672	NME1	Fib	12	0.0837106016099329
ENSG00000124762	CDKN1A	Fib	12	-0.00886544841510969
ENSG00000253729	PRKDC	Fib	12	0.0283280546447505
ENSG00000171862	PTEN	Fib	2	-0.123287944273348
ENSG00000149311	ATM	Fib	2	0.210654926697419
ENSG00000133703	KRAS	Fib	2	-0.0720247444409902
ENSG00000135679	MDM2	Fib	2	-0.00268405530840966
ENSG00000141510	TP53	Fib	2	-0.27680853171942
ENSG00000239672	NME1	Fib	2	0.665412877712256
ENSG00000124762	CDKN1A	Fib	2	-0.239988144544486
ENSG00000253729	PRKDC	Fib	2	-0.0143551578002084
ENSG00000171862	PTEN	Fib	3	-0.270541806451097
ENSG00000149311	ATM	Fib	3	0.159772762319305
ENSG00000133703	KRAS	Fib	3	-0.254286684068068
ENSG00000135679	MDM2	Fib	3	-0.200548386912947
ENSG00000141510	TP53	Fib	3	-0.0142550511903049
ENSG00000239672	NME1	Fib	3	0.0317197557395301
ENSG00000124762	CDKN1A	Fib	3	-0.0818288707942255
ENSG00000253729	PRKDC	Fib	3	0.0161541010577568
ENSG00000171862	PTEN	Fib	4	-0.141307868121072
ENSG00000149311	ATM	Fib	4	0.157526206722019
ENSG00000133703	KRAS	Fib	4	-0.20948793175513
ENSG00000135679	MDM2	Fib	4	-0.104790906547979
ENSG00000141510	TP53	Fib	4	-0.268522514852312
ENSG00000239672	NME1	Fib	4	0.476209463233241
ENSG00000124762	CDKN1A	Fib	4	-0.281606045711521
ENSG00000253729	PRKDC	Fib	4	-0.0693873076674756
ENSG00000171862	PTEN	Fib	5	-0.0918932512318705
ENSG00000149311	ATM	Fib	5	0.27559973191085
ENSG00000133703	KRAS	Fib	5	-0.244132619447429
ENSG00000135679	MDM2	Fib	5	0.0439281786014377
ENSG00000141510	TP53	Fib	5	0.0100141602756675
ENSG00000239672	NME1	Fib	5	-0.0120909614990725
ENSG00000124762	CDKN1A	Fib	5	-0.0303178727696077
ENSG00000253729	PRKDC	Fib	5	-0.0475388009234766
ENSG00000171862	PTEN	Fib	6	-0.166530600839419
ENSG00000149311	ATM	Fib	6	0.316063283334744
ENSG00000133703	KRAS	Fib	6	-0.428071173552273
ENSG00000135679	MDM2	Fib	6	-0.0604301017231131
ENSG00000141510	TP53	Fib	6	-0.0761863820468456
ENSG00000239672	NME1	Fib	6	-0.0761863820468456
ENSG00000124762	CDKN1A	Fib	6	-0.0761863820468456
ENSG00000253729	PRKDC	Fib	6	-0.100860762830546
ENSG00000171862	PTEN	Fib	7	-0.162897041751699
ENSG00000149311	ATM	Fib	7	-0.0737283420651949
ENSG00000133703	KRAS	Fib	7	-0.34673069129561
ENSG00000135679	MDM2	Fib	7	-0.188616062789625
ENSG00000141510	TP53	Fib	7	0.13116616613889
ENSG00000239672	NME1	Fib	7	-0.0611024538378928
ENSG00000124762	CDKN1A	Fib	7	0.0635895096180394
ENSG00000253729	PRKDC	Fib	7	-0.0403904301164749
ENSG00000171862	PTEN	Fib	8	0.0796419608171413
ENSG00000149311	ATM	Fib	8	0.102578252522653
ENSG00000133703	KRAS	Fib	8	0.0428821990844837
ENSG00000135679	MDM2	Fib	8	-0.0955917975842994
ENSG00000141510	TP53	Fib	8	-0.227815000637511
ENSG00000239672	NME1	Fib	8	0.0410143638520587
ENSG00000124762	CDKN1A	Fib	8	-0.0206374562658332
ENSG00000253729	PRKDC	Fib	8	-0.0220915927205904
ENSG00000171862	PTEN	Fib	9	-0.279560421032892
ENSG00000149311	ATM	Fib	9	0.188283446218561
ENSG00000133703	KRAS	Fib	9	-0.383698718701967
ENSG00000135679	MDM2	Fib	9	-0.169531490896066
ENSG00000141510	TP53	Fib	9	-0.0118908893495709
ENSG00000239672	NME1	Fib	9	0.0423234226677875
ENSG00000124762	CDKN1A	Fib	9	0.0190421115591004
ENSG00000253729	PRKDC	Fib	9	-0.080660629996328
ENSG00000171862	PTEN	Fib	Non	-0.0665470343733844
ENSG00000149311	ATM	Fib	Non	0.316877339216341
ENSG00000133703	KRAS	Fib	Non	-0.147848177862893
ENSG00000135679	MDM2	Fib	Non	-0.048059895162241
ENSG00000141510	TP53	Fib	Non	-0.046550602738245
ENSG00000239672	NME1	Fib	Non	-0.0304554842953803
ENSG00000124762	CDKN1A	Fib	Non	-0.0628562757502818
ENSG00000253729	PRKDC	Fib	Non	-0.0303664326417463
ENSG00000171862	PTEN	NE	1	-0.22725767823666
ENSG00000149311	ATM	NE	1	-0.159227045410712
ENSG00000133703	KRAS	NE	1	-0.184520041185265
ENSG00000135679	MDM2	NE	1	-0.131997092513943
ENSG00000141510	TP53	NE	1	-0.21791620056182
ENSG00000141736	ERBB2	NE	1	-0.190871271369435
ENSG00000239672	NME1	NE	1	-0.285068216725421
ENSG00000175054	ATR	NE	1	0.24295605487629
ENSG00000124762	CDKN1A	NE	1	-0.141194901320554
ENSG00000146648	EGFR	NE	1	-0.0824449041590067
ENSG00000105976	MET	NE	1	-0.0861730522419825
ENSG00000157764	BRAF	NE	1	-0.180432636695345
ENSG00000253729	PRKDC	NE	1	0.500922192369246
ENSG00000147889	CDKN2A	NE	1	0.195349092864486
ENSG00000171862	PTEN	NE	10	-0.168410317058526
ENSG00000149311	ATM	NE	10	-0.217380418683986
ENSG00000133703	KRAS	NE	10	-0.188550833402338
ENSG00000135679	MDM2	NE	10	-0.188550833402338
ENSG00000141510	TP53	NE	10	-0.146018463844992
ENSG00000141736	ERBB2	NE	10	-0.188550833402338
ENSG00000239672	NME1	NE	10	-0.188550833402338
ENSG00000175054	ATR	NE	10	-0.188550833402338
ENSG00000124762	CDKN1A	NE	10	-0.0106681240808652
ENSG00000146648	EGFR	NE	10	-0.0109634401186479
ENSG00000105976	MET	NE	10	0.0875429880812692
ENSG00000157764	BRAF	NE	10	-0.162914671339238
ENSG00000253729	PRKDC	NE	10	0.00435580740471994
ENSG00000147889	CDKN2A	NE	10	-0.0796287066609862
ENSG00000171862	PTEN	NE	11	-0.610841192338061
ENSG00000149311	ATM	NE	11	-0.409947054852678
ENSG00000133703	KRAS	NE	11	-0.172835621642168
ENSG00000135679	MDM2	NE	11	-0.172835621642168
ENSG00000141510	TP53	NE	11	-0.180003557237624
ENSG00000141736	ERBB2	NE	11	-0.164592762550837
ENSG00000239672	NME1	NE	11	-0.179692179787923
ENSG00000175054	ATR	NE	11	-0.136554713948183
ENSG00000124762	CDKN1A	NE	11	0.377005129519844
ENSG00000146648	EGFR	NE	11	-0.0526302411364013
ENSG00000105976	MET	NE	11	0.163031613361752
ENSG00000157764	BRAF	NE	11	0.265271962537047
ENSG00000253729	PRKDC	NE	11	0.589746897788579
ENSG00000147889	CDKN2A	NE	11	-0.0289041923536111
ENSG00000171862	PTEN	NE	12	-0.133642375347449
ENSG00000149311	ATM	NE	12	-0.181557610173945
ENSG00000133703	KRAS	NE	12	-0.159989776186286
ENSG00000135679	MDM2	NE	12	0.0146229037359198
ENSG00000141510	TP53	NE	12	-0.323222107968715
ENSG00000141736	ERBB2	NE	12	-0.0294773127137795
ENSG00000239672	NME1	NE	12	-0.159989776186286
ENSG00000175054	ATR	NE	12	0.63417119548695
ENSG00000124762	CDKN1A	NE	12	-0.121767189780486
ENSG00000146648	EGFR	NE	12	-0.159989776186286
ENSG00000105976	MET	NE	12	-0.0339241209406364
ENSG00000157764	BRAF	NE	12	-0.317262776629628
ENSG00000253729	PRKDC	NE	12	3.56004119534789
ENSG00000147889	CDKN2A	NE	12	-0.311543326874838
ENSG00000171862	PTEN	NE	2	-0.0740874280817601
ENSG00000149311	ATM	NE	2	-0.0564760726232964
ENSG00000133703	KRAS	NE	2	-0.104603889002985
ENSG00000135679	MDM2	NE	2	0.0270529277183226
ENSG00000141510	TP53	NE	2	-0.207508940916309
ENSG00000141736	ERBB2	NE	2	-0.107463099121152
ENSG00000239672	NME1	NE	2	-0.0462462475496084
ENSG00000175054	ATR	NE	2	-0.0942708461550647
ENSG00000124762	CDKN1A	NE	2	-0.0453844933451282
ENSG00000146648	EGFR	NE	2	0.107205137319669
ENSG00000105976	MET	NE	2	-0.0855452965391437
ENSG00000157764	BRAF	NE	2	-0.143234085957335
ENSG00000253729	PRKDC	NE	2	-0.0213400762942316
ENSG00000147889	CDKN2A	NE	2	0.0875025028639026
ENSG00000171862	PTEN	NE	3	-0.154563774247511
ENSG00000149311	ATM	NE	3	0.163515718836104
ENSG00000133703	KRAS	NE	3	-0.138708202086903
ENSG00000135679	MDM2	NE	3	-0.142887804973754
ENSG00000141510	TP53	NE	3	0.0706889421712203
ENSG00000141736	ERBB2	NE	3	-0.071176607824668
ENSG00000239672	NME1	NE	3	-0.178706715233973
ENSG00000175054	ATR	NE	3	-0.163088541107442
ENSG00000124762	CDKN1A	NE	3	-0.0807445213165599
ENSG00000146648	EGFR	NE	3	0.758351783560145
ENSG00000105976	MET	NE	3	-0.0911723581488742
ENSG00000157764	BRAF	NE	3	-0.0840687181080971
ENSG00000253729	PRKDC	NE	3	-0.0234041387049295
ENSG00000147889	CDKN2A	NE	3	-0.112356684577092
ENSG00000171862	PTEN	NE	4	-0.0960665240162094
ENSG00000149311	ATM	NE	4	-0.0798095496573391
ENSG00000133703	KRAS	NE	4	-0.138907791654942
ENSG00000135679	MDM2	NE	4	-0.138907791654942
ENSG00000141510	TP53	NE	4	-0.0058911789471607
ENSG00000141736	ERBB2	NE	4	0.0923483330673739
ENSG00000239672	NME1	NE	4	0.0116676863996925
ENSG00000175054	ATR	NE	4	-0.121803631388703
ENSG00000124762	CDKN1A	NE	4	0.0759927988512831
ENSG00000146648	EGFR	NE	4	-0.0841928173626879
ENSG00000105976	MET	NE	4	1.01488562695636
ENSG00000157764	BRAF	NE	4	-0.200799141958484
ENSG00000253729	PRKDC	NE	4	-0.0386580873957331
ENSG00000147889	CDKN2A	NE	4	-0.100254016069808
ENSG00000171862	PTEN	NE	5	-0.1239112068027
ENSG00000149311	ATM	NE	5	-0.0141792474895507
ENSG00000133703	KRAS	NE	5	-0.136558543173504
ENSG00000135679	MDM2	NE	5	-0.136558543173504
ENSG00000141510	TP53	NE	5	0.0805551248202511
ENSG00000141736	ERBB2	NE	5	0.15794051150825
ENSG00000239672	NME1	NE	5	0.452283538553811
ENSG00000175054	ATR	NE	5	0.631471977981184
ENSG00000124762	CDKN1A	NE	5	0.0302321267336114
ENSG00000146648	EGFR	NE	5	1.89656862390631
ENSG00000105976	MET	NE	5	0.0857527821255726
ENSG00000157764	BRAF	NE	5	-0.142718114052685
ENSG00000253729	PRKDC	NE	5	0.082790704453576
ENSG00000147889	CDKN2A	NE	5	-0.155736440126854
ENSG00000171862	PTEN	NE	6	-0.0471551725168654
ENSG00000149311	ATM	NE	6	0.149457337789099
ENSG00000133703	KRAS	NE	6	-0.12858766801155
ENSG00000135679	MDM2	NE	6	-0.124274453637874
ENSG00000141510	TP53	NE	6	0.946949070681233
ENSG00000141736	ERBB2	NE	6	-0.0547802775933785
ENSG00000239672	NME1	NE	6	0.0025637599681941
ENSG00000175054	ATR	NE	6	-0.233596827485708
ENSG00000124762	CDKN1A	NE	6	0.214764871093739
ENSG00000146648	EGFR	NE	6	-0.0722957445565093
ENSG00000105976	MET	NE	6	0.0270584421308817
ENSG00000157764	BRAF	NE	6	-0.109892970015587
ENSG00000253729	PRKDC	NE	6	-0.0655207106450078
ENSG00000147889	CDKN2A	NE	6	-0.143299771184956
ENSG00000171862	PTEN	NE	7	-0.175508792957426
ENSG00000149311	ATM	NE	7	-1.1127283978872
ENSG00000133703	KRAS	NE	7	-0.101205176701268
ENSG00000135679	MDM2	NE	7	-0.104919046701715
ENSG00000141510	TP53	NE	7	-0.148297865774988
ENSG00000141736	ERBB2	NE	7	-0.11885083420242
ENSG00000239672	NME1	NE	7	-0.134662323210094
ENSG00000175054	ATR	NE	7	-0.0207630584809754
ENSG00000124762	CDKN1A	NE	7	0.0850200892635886
ENSG00000146648	EGFR	NE	7	-0.151310540122263
ENSG00000105976	MET	NE	7	-0.515510616197846
ENSG00000157764	BRAF	NE	7	-0.335183966361717
ENSG00000253729	PRKDC	NE	7	-0.16825154954743
ENSG00000147889	CDKN2A	NE	7	3.00563055590949
ENSG00000171862	PTEN	NE	8	-0.447699806031746
ENSG00000149311	ATM	NE	8	-0.366467208220438
ENSG00000133703	KRAS	NE	8	-0.197165989221375
ENSG00000135679	MDM2	NE	8	-0.109979068282653
ENSG00000141510	TP53	NE	8	-0.177427599173618
ENSG00000141736	ERBB2	NE	8	-0.171553645051643
ENSG00000239672	NME1	NE	8	-0.197165989221375
ENSG00000175054	ATR	NE	8	-0.160436798513998
ENSG00000124762	CDKN1A	NE	8	0.22409702759409
ENSG00000146648	EGFR	NE	8	-0.173587127475211
ENSG00000105976	MET	NE	8	0.206376837925647
ENSG00000157764	BRAF	NE	8	0.184625031166358
ENSG00000253729	PRKDC	NE	8	0.848245488755325
ENSG00000147889	CDKN2A	NE	8	0.647825424403756
ENSG00000171862	PTEN	NE	9	-0.134076763405036
ENSG00000149311	ATM	NE	9	-0.195325003527399
ENSG00000133703	KRAS	NE	9	-0.124443928177291
ENSG00000135679	MDM2	NE	9	-0.105620659990037
ENSG00000141510	TP53	NE	9	-0.178513064352514
ENSG00000141736	ERBB2	NE	9	-0.149815593361309
ENSG00000239672	NME1	NE	9	-0.121674000272599
ENSG00000175054	ATR	NE	9	-0.200640567591123
ENSG00000124762	CDKN1A	NE	9	-0.100404725826216
ENSG00000146648	EGFR	NE	9	-0.0143286240543556
ENSG00000105976	MET	NE	9	-0.077670637490014
ENSG00000157764	BRAF	NE	9	-0.175540902332843
ENSG00000253729	PRKDC	NE	9	0.81830204185223
ENSG00000147889	CDKN2A	NE	9	-0.120125910422215
ENSG00000171862	PTEN	NE	Non	-0.0782721089647211
ENSG00000149311	ATM	NE	Non	0.0510376008132024
ENSG00000133703	KRAS	NE	Non	-0.0603673912733341
ENSG00000135679	MDM2	NE	Non	0.012326023317156
ENSG00000141510	TP53	NE	Non	0.119342600531842
ENSG00000141736	ERBB2	NE	Non	0.0302617464030077
ENSG00000239672	NME1	NE	Non	-0.0490399681227556
ENSG00000175054	ATR	NE	Non	-0.0455172934402964
ENSG00000124762	CDKN1A	NE	Non	0.0958033744963314
ENSG00000146648	EGFR	NE	Non	0.0732824188049028
ENSG00000105976	MET	NE	Non	-0.034533086044828
ENSG00000157764	BRAF	NE	Non	-0.0465022720277532
ENSG00000253729	PRKDC	NE	Non	0.045406432134536
ENSG00000147889	CDKN2A	NE	Non	0.245195071321544
