rank	chrom	start	end	name	qValue
555	chr13	49443731	49444851	Peak_604	741.29822
556	chr4	151098962	151100302	Peak_605	741.09357
557	chr10	126041637	126042335	Peak_606	741.01007
558	chr8	58552806	58553898	Peak_607	740.6723
559	chr11	96389312	96390592	Peak_608	740.43176
560	chr7	97871773	97872726	Peak_609	740.24359
561	chr5	64768008	64769240	Peak_610	739.79858
562	chr15	89087911	89088762	Peak_611	737.59991
563	chr10	128047174	128048883	Peak_612	737.46857
564	chr7	38177720	38178972	Peak_613	737.08038
565	chr6	63571853	63572654	Peak_614	736.79962
566	chr2	167292385	167293618	Peak_615	736.08197
567	chr18	70036545	70037407	Peak_616	735.82867
568	chr1	220046032	220046839	Peak_617	735.21759
569	chr7	134316338	134317476	Peak_618	735.04907
570	chr3	101676083	101677454	Peak_619	734.98828
571	chr2	117814328	117815252	Peak_620	734.54584
572	chr6	116253445	116254488	Peak_621	734.53571
573	chr3	167691302	167691933	Peak_622	734.44568
574	chr7	77696073	77697237	Peak_623	734.37787
575	chr9	104747329	104748551	Peak_624	734.2016
576	chr13	66138205	66139044	Peak_625	734.17548
577	chr2	207769247	207770455	Peak_626	734.09454
578	chr6	21438211	21439273	Peak_627	733.64386
579	chr14	99480008	99481736	Peak_628	733.41705
580	chr7	76548969	76549927	Peak_629	733.27246
581	chr5	163505151	163506321	Peak_630	733.26123
582	chr14	35825945	35827124	Peak_631	733.20349
583	chr13	105139178	105140523	Peak_632	733.13049
584	chr9	14585456	14586419	Peak_633	732.83154
585	chr4	144547625	144548280	Peak_634	732.46509
586	chr4	113355435	113356378	Peak_636	732.13519
587	chr5	98773353	98774652	Peak_637	731.14154
588	chr4	186190592	186192538	Peak_638	730.98529
589	chr7	87627719	87628673	Peak_639	730.97144
590	chr9	40991673	40992702	Peak_640	730.94714
591	chr4	120066241	120067567	Peak_641	730.89697
592	chr14	88385211	88386166	Peak_643	730.34589
593	chr5	115625514	115626674	Peak_644	729.83569
594	chr3	23945115	23946629	Peak_645	728.79053
595	chr6	166381848	166383965	Peak_646	728.7356
596	chr7	107168268	107169156	Peak_647	728.08929
597	chr4	26583551	26584733	Peak_648	728.06384
598	chr11	85647440	85648468	Peak_649	727.40839
599	chr7	47937239	47937867	Peak_650	726.95233
600	chr2	88626774	88628322	Peak_651	726.32117
601	chr3	3126324	3127581	Peak_652	726.32043
602	chr5	141968629	141969652	Peak_653	725.82483
603	chr11	57666845	57668767	Peak_654	724.98572
604	chr1	67684869	67686921	Peak_655	724.59906
605	chr8	47260399	47261589	Peak_656	724.41364
606	chr7	92527612	92529089	Peak_657	724.40063
607	chr5	90529032	90530333	Peak_658	723.95013
608	chr5	32312200	32313587	Peak_659	722.35126
609	chr10	99619989	99621598	Peak_660	722.33655
610	chr7	133081569	133082622	Peak_661	722.30658
611	chr6	143450071	143451341	Peak_662	722.01459
612	chr3	157174362	157175604	Peak_663	721.69592
613	chr7	12686422	12687838	Peak_664	721.67975
614	chr2	207529014	207530945	Peak_665	721.12323
615	chr1	159780517	159781480	Peak_666	720.37085
616	chr5	109688989	109690938	Peak_667	718.8775
617	chr4	98142801	98143922	Peak_668	718.67865
618	chr18	32091725	32093552	Peak_669	717.90546
619	chr8	66666318	66667882	Peak_670	717.71954
620	chr7	158828957	158830247	Peak_671	717.51099
621	chr6	170583884	170585233	Peak_672	717.49805
622	chr8	108443194	108444314	Peak_673	716.5827
623	chr10	60777963	60779197	Peak_674	716.55457
624	chr6	85593144	85594823	Peak_675	716.38556
625	chr6	57960886	57961729	Peak_676	716.25916
626	chr12	79933916	79935969	Peak_677	715.65863
627	chr12	31728413	31729591	Peak_678	715.55035
628	chr11	57711776	57712902	Peak_679	714.35431
629	chr5	62305674	62307414	Peak_680	713.59894
630	chr12	95217098	95218550	Peak_681	713.57098
631	chr5	41924715	41925884	Peak_682	713.34448
632	chr4	82900096	82901366	Peak_683	713.29889
633	chr7	66075389	66076352	Peak_684	713.2373
634	chr11	108467111	108467993	Peak_685	712.98486
635	chr15	92882070	92883484	Peak_686	712.90588
636	chr12	43758496	43759591	Peak_687	712.56116
637	chr2	180006628	180007535	Peak_688	712.54254
638	chr1	113389927	113391343	Peak_689	712.47723
639	chr4	176123697	176124506	Peak_690	712.43909
640	chr16	72008400	72009117	Peak_691	712.40942
641	chr5	140400647	140402182	Peak_692	711.11719
642	chr21	28992373	28993325	Peak_693	710.91193
643	chr5	95960912	95962458	Peak_694	710.73254
644	chr8	123072370	123073162	Peak_695	710.40955
645	chr10	12068516	12069407	Peak_696	710.10419
646	chr18	35240777	35241522	Peak_697	709.87549
647	chr13	28718442	28719418	Peak_698	709.45477
648	chr6	83067355	83068268	Peak_699	709.42017
649	chr5	90408939	90410381	Peak_700	709.22784
650	chr5	60944781	60945993	Peak_701	708.52307
651	chr3	155853697	155855078	Peak_702	708.52271
652	chr2	227324690	227325921	Peak_703	708.50171
653	chrX	15335131	15335929	Peak_704	708.14648
654	chr1	145094766	145096119	Peak_705	707.5733
655	chr6	84227197	84228450	Peak_706	707.31659
656	chr7	144349552	144350145	Peak_707	707.01172
657	chr12	100266512	100267969	Peak_708	706.48279
658	chr6	116087339	116088180	Peak_709	706.47571
659	chr5	154754589	154755967	Peak_710	706.32111
660	chr8	78515576	78516916	Peak_711	706.2334
661	chr16	74666388	74667247	Peak_712	706.17017
662	chr4	102344176	102345854	Peak_713	705.94647
663	chr7	42932045	42932688	Peak_714	705.93146
664	chr16	46883681	46884973	Peak_715	705.62817
665	chr12	55817598	55818370	Peak_716	705.34637
666	chr10	42637895	42639001	Peak_717	705.25165
667	chr5	58582607	58583408	Peak_718	705.13391
668	chr5	95808398	95809135	Peak_719	704.63885
669	chr7	138459628	138461338	Peak_720	704.52972
670	chr1	206202754	206204138	Peak_721	704.42676
671	chr4	82373499	82374676	Peak_722	704.30786
672	chr18	21110520	21112424	Peak_723	704.22754
673	chr11	85854591	85855399	Peak_724	704.21985
674	chr3	28241005	28242097	Peak_725	703.88177
675	chr10	95693631	95694384	Peak_726	703.80756
676	chr5	119267982	119269605	Peak_727	703.51465
677	chr10	60236760	60237628	Peak_728	702.60382
678	chr4	87390707	87391824	Peak_729	701.64038
679	chr1	86703930	86705519	Peak_730	701.59882
680	chr13	75549116	75550277	Peak_731	700.93439
681	chr7	65006198	65006976	Peak_732	700.82318
682	chr4	118685152	118685936	Peak_733	700.52136
683	chr10	99659109	99659948	Peak_734	700.31378
684	chr7	107890609	107891894	Peak_736	700.11578
685	chr7	104207327	104208610	Peak_737	700.0451
686	chr2	32063068	32064292	Peak_738	699.77258
687	chr6	147202399	147203248	Peak_739	699.6994
688	chr7	141014403	141015434	Peak_740	699.41064
689	chr10	74825208	74827075	Peak_741	699.26984
690	chr1	78004025	78005050	Peak_742	699.24921
691	chr5	40797374	40798883	Peak_743	699.19312
692	chr4	55853228	55854411	Peak_744	699.09265
693	chr9	100098267	100099917	Peak_745	699.02948
694	chr17	69326514	69327833	Peak_746	698.82458
695	chr4	183503842	183505488	Peak_747	698.74536
696	chr5	94618020	94619394	Peak_748	698.5921
697	chr8	10839355	10840376	Peak_749	698.08191
698	chr6	117601705	117603014	Peak_750	697.39447
699	chr15	48810408	48811480	Peak_751	697.13153
700	chr4	109815098	109816056	Peak_752	696.73566
701	chr13	98853405	98854274	Peak_753	696.48212
702	chr13	102596687	102597988	Peak_754	696.20746
703	chr8	94553023	94553908	Peak_755	696.19171
704	chr11	31369415	31370260	Peak_756	695.58075
705	chr7	30284134	30285832	Peak_757	695.22589
706	chr2	198913492	198914485	Peak_758	694.84564
707	chr2	197498895	197500719	Peak_759	694.33569
708	chr11	130069070	130070768	Peak_760	693.98541
709	chr4	13483658	13485309	Peak_761	693.7793
710	chr12	22624741	22626296	Peak_762	693.71753
711	chr20	18507239	18508205	Peak_763	693.46271
712	chr6	8101896	8102857	Peak_764	692.93921
713	chr1	67430077	67431321	Peak_765	692.70508
714	chr13	78021991	78022754	Peak_766	692.40924
715	chr2	135741408	135742753	Peak_767	692.19495
716	chr1	221741780	221743505	Peak_768	691.4939
717	chr13	109161976	109163287	Peak_769	691.38336
718	chr7	32494966	32496105	Peak_770	690.87201
719	chr9	2843357	2844476	Peak_771	690.75366
720	chr1	241847717	241848644	Peak_772	690.0907
721	chr3	195442274	195443493	Peak_773	689.75116
722	chr1	94417886	94418947	Peak_774	689.69244
723	chr10	91220191	91221310	Peak_775	689.55615
724	chr4	182916813	182918418	Peak_776	689.52948
725	chr6	97282429	97283685	Peak_777	689.20117
726	chr14	49620167	49621374	Peak_778	689.14276
727	chr12	89708358	89710272	Peak_779	689.11768
728	chr5	124583442	124584469	Peak_780	689.086
729	chr8	89757192	89758491	Peak_781	689.0545
730	chr4	98995012	98996453	Peak_782	688.86536
731	chr12	31658840	31659862	Peak_783	688.52533
732	chr1	198681806	198682572	Peak_784	688.21252
733	chr2	63840299	63841970	Peak_785	688.1795
734	chr11	4393062	4394080	Peak_786	688.10016
735	chr7	65750411	65751596	Peak_787	687.58276
736	chr3	115146593	115148310	Peak_788	687.39124
737	chr8	56074049	56074970	Peak_789	686.95825
738	chr5	141923286	141924321	Peak_790	686.68396
739	chr1	180631626	180632782	Peak_791	686.61438
740	chr1	92298313	92299530	Peak_792	686.466
741	chr4	107931018	107932338	Peak_793	686.33704
742	chr4	56434897	56436543	Peak_794	686.23553
743	chr6	96897109	96898289	Peak_795	686.11621
744	chr6	46652595	46653500	Peak_796	685.92029
745	chr14	63542631	63543966	Peak_797	685.66559
746	chr4	109433235	109434539	Peak_798	685.63849
747	chr6	83192810	83194195	Peak_799	685.49377
748	chr2	119366320	119367837	Peak_800	685.16724
749	chr1	171484872	171486455	Peak_801	685.16547
750	chr6	160740853	160741535	Peak_802	684.76111
751	chr7	10939599	10940847	Peak_803	684.43671
752	chr10	124916232	124917862	Peak_804	684.10376
753	chr13	27619991	27621149	Peak_805	684.02679
754	chr15	99732761	99733898	Peak_806	683.9118
755	chr9	27572621	27574252	Peak_807	683.83838
756	chr7	23013246	23014484	Peak_808	683.77161
757	chr6	18154939	18156462	Peak_809	683.49518
758	chr7	152463392	152464797	Peak_810	683.14563
759	chr4	80058378	80059165	Peak_811	683.13379
760	chr1	169485102	169486440	Peak_812	682.86627
761	chr12	62466112	62467669	Peak_813	682.08905
762	chr11	6481053	6482173	Peak_814	681.49591
763	chr2	174247850	174249073	Peak_815	681.4552
764	chr1	75724020	75725088	Peak_816	681.32336
765	chr2	87075422	87076949	Peak_817	680.98834
766	chr4	55345960	55347127	Peak_818	680.85059
767	chr6	122471160	122472306	Peak_819	680.71741
768	chr6	49462730	49463824	Peak_820	680.69586
769	chr4	89110804	89111908	Peak_821	679.71796
770	chr3	38164701	38166010	Peak_822	679.06
771	chr4	48340736	48342234	Peak_823	678.97083
772	chr1	247210183	247211138	Peak_824	678.72528
773	chr6	166626820	166628215	Peak_825	678.68488
774	chr16	72093275	72094404	Peak_826	676.43976
775	chr6	170553686	170554734	Peak_827	676.43689
776	chr4	122151925	122153147	Peak_828	676.34619
777	chr18	5237185	5238678	Peak_829	676.28204
778	chr11	124953736	124954483	Peak_830	675.9696
779	chr1	145094766	145096119	Peak_831	675.3913
780	chr10	118754114	118755601	Peak_832	675.29059
781	chr4	94451479	94452876	Peak_833	675.22101
782	chr18	21740321	21741888	Peak_834	675.11096
783	chr11	13462659	13463836	Peak_835	675.02045
784	chr9	71910285	71911937	Peak_836	674.86115
785	chr7	138459628	138461338	Peak_837	674.83398
786	chr5	54309759	54311237	Peak_838	674.52032
787	chr12	76347996	76348833	Peak_839	674.47491
788	chr12	80777732	80778925	Peak_840	674.46149
789	chr1	165768493	165769527	Peak_841	674.38831
790	chr5	33440367	33441737	Peak_842	673.56183
791	chr3	115186336	115187662	Peak_843	673.41107
792	chr4	42627811	42628714	Peak_844	673.31268
793	chr4	145179462	145181177	Peak_845	673.19751
794	chr5	90529032	90530333	Peak_846	673.19733
795	chr5	131634687	131635914	Peak_847	672.52106
796	chr10	79825660	79827301	Peak_848	672.26599
797	chr2	33598363	33599871	Peak_849	671.94397
798	chr2	58046304	58047539	Peak_850	671.85437
799	chr5	32312200	32313587	Peak_851	671.78949
800	chr3	100492074	100492746	Peak_852	671.40472
801	chr3	81760916	81762041	Peak_853	671.39014
802	chr1	184754153	184755692	Peak_854	670.93054
803	chr16	75463807	75465200	Peak_855	670.81189
804	chr4	69831618	69832342	Peak_856	670.63446
805	chr2	152717156	152719215	Peak_857	670.52197
806	chr9	7297749	7298568	Peak_858	670.05383
807	chr4	122922179	122923533	Peak_859	669.21783
808	chr1	74197636	74198800	Peak_860	669.02179
809	chr4	118278114	118279220	Peak_861	668.81354
810	chr2	118088004	118088913	Peak_862	668.71411
811	chr13	109785956	109787606	Peak_863	668.68634
812	chr9	116686551	116687972	Peak_864	668.13141
813	chr1	121184225	121185524	Peak_865	668.07214
814	chr6	87589687	87590467	Peak_866	667.50739
815	chr12	31073336	31074923	Peak_867	667.2038
816	chr6	131199528	131200426	Peak_868	666.97803
817	chr1	171313368	171314288	Peak_869	666.82709
818	chr5	36240941	36242536	Peak_870	666.72858
819	chr2	149587206	149588178	Peak_871	666.63367
820	chr3	179604317	179605100	Peak_872	666.41644
821	chr2	207529014	207530945	Peak_873	666.24658
822	chr11	83285503	83286755	Peak_874	665.66534
823	chr5	140647163	140648263	Peak_875	665.50061
824	chr14	31456877	31457716	Peak_876	665.22949
825	chr1	248825638	248826872	Peak_877	664.95453
826	chr2	130341865	130343418	Peak_878	664.94446
827	chr4	68349283	68350464	Peak_879	664.60663
828	chr14	100192644	100193520	Peak_880	664.55261
829	chr2	55049493	55050867	Peak_881	664.31512
830	chr4	53748040	53748853	Peak_882	664.23761
831	chr6	113858512	113859389	Peak_883	663.72253
832	chr6	170306105	170307214	Peak_884	663.14398
833	chr12	116737720	116738650	Peak_885	662.98096
834	chr3	99817387	99818452	Peak_886	662.55383
835	chr1	192516607	192517291	Peak_887	662.539
836	chr18	12376611	12377927	Peak_888	662.40924
837	chr4	77156581	77158521	Peak_889	661.54352
838	chr5	68214913	68216862	Peak_890	661.52112
839	chr4	81471412	81472657	Peak_891	661.03491
840	chr7	102748427	102749627	Peak_892	660.90503
841	chr7	33062114	33063480	Peak_893	660.77478
842	chr7	44606126	44607292	Peak_894	660.73907
843	chr9	26955927	26956875	Peak_895	660.53314
844	chr1	65254046	65255104	Peak_896	659.61725
845	chr11	19116791	19117769	Peak_897	659.16327
846	chr9	19102210	19103344	Peak_898	659.08771
847	chr4	17511513	17512676	Peak_899	658.53278
848	chr7	98251315	98252672	Peak_900	658.39941
849	chr7	41881597	41882563	Peak_901	658.17841
850	chr9	83920891	83922046	Peak_902	658.12494
851	chr1	96721185	96722519	Peak_903	657.82867
852	chr11	113314236	113315081	Peak_904	657.76611
853	chr5	34007581	34008728	Peak_905	657.29578
854	chr11	55657814	55659013	Peak_906	657.15198
855	chr11	126062546	126063491	Peak_907	657.00226
856	chr1	170531549	170532647	Peak_908	656.95923
857	chr1	217630741	217631502	Peak_909	656.409
858	chr7	107168268	107169156	Peak_910	656.28784
859	chr6	75243200	75244232	Peak_911	656.02753
860	chr7	33062114	33063480	Peak_912	655.85254
861	chr1	184754153	184755692	Peak_913	655.76953
862	chr5	113513366	113514429	Peak_914	655.76477
863	chr7	77121732	77122849	Peak_915	655.67761
864	chr9	92764161	92765774	Peak_916	655.64618
865	chr9	85940676	85941792	Peak_917	655.6012
866	chr6	56542298	56543438	Peak_918	655.57385
867	chr6	166626820	166628215	Peak_919	655.48468
868	chr6	169701370	169703024	Peak_920	655.41663
869	chr4	151760681	151761522	Peak_921	655.02631
870	chr14	88824074	88825057	Peak_922	654.96777
871	chr2	199910915	199912124	Peak_923	654.94421
872	chr3	160754821	160756364	Peak_924	654.79279
873	chr6	10722601	10723532	Peak_925	654.62946
874	chr4	54063708	54065070	Peak_926	654.43829
875	chr13	102772841	102774207	Peak_927	654.29248
876	chr2	165793553	165795276	Peak_928	654.16144
877	chr2	158456455	158457098	Peak_929	654.02313
878	chr2	199850571	199851597	Peak_930	654.0108
879	chr5	34929163	34930324	Peak_931	653.68274
880	chr11	34438479	34439542	Peak_932	653.57703
881	chr8	9555476	9556776	Peak_933	653.18109
882	chr12	15881763	15882943	Peak_934	653.04364
883	chrX	130902768	130903621	Peak_935	652.974
884	chr8	23528482	23529859	Peak_936	652.88458
885	chr12	63779472	63780627	Peak_937	652.67743
886	chr10	35149123	35149943	Peak_938	652.51147
887	chr4	52721871	52722830	Peak_939	652.23157
888	chr15	81323722	81324716	Peak_940	652.22089
889	chr11	130915860	130916934	Peak_941	652.15869
890	chr2	201451016	201452334	Peak_942	651.96661
891	chr5	100903108	100903883	Peak_943	651.88757
892	chr14	39431351	39433098	Peak_944	651.05688
893	chr5	111511899	111513211	Peak_945	651.03625
894	chr14	45134031	45135011	Peak_946	650.77075
895	chr1	228165319	228166703	Peak_947	650.22583
896	chr8	33484589	33485617	Peak_948	650.20569
897	chr21	28884913	28885576	Peak_949	650.15826
898	chr4	119454302	119455276	Peak_950	649.94214
899	chr6	121334357	121335326	Peak_951	649.93854
900	chr11	13277222	13278801	Peak_952	649.83142
901	chr16	72664413	72665450	Peak_953	649.80829
902	chr3	160398920	160400422	Peak_954	649.71375
903	chr12	76158512	76159379	Peak_955	649.69745
904	chr4	123599617	123600359	Peak_956	649.43512
905	chr15	49620562	49621320	Peak_957	649.37585
906	chr18	54223128	54225101	Peak_958	649.31921
907	chr7	91264017	91265613	Peak_959	649.28656
908	chr7	76461496	76462705	Peak_960	648.85071
909	chr7	30504306	30505356	Peak_961	648.69373
910	chr1	63892413	63893550	Peak_962	648.36371
911	chr7	112449973	112451565	Peak_963	648.35681
912	chr1	226662682	226663391	Peak_964	648.25244
913	chr8	18083184	18085077	Peak_965	648.17316
914	chr3	25789807	25790586	Peak_966	647.92236
915	chr14	52552101	52553549	Peak_967	647.63873
916	chr1	117928859	117930294	Peak_968	647.48273
917	chr1	217620774	217621213	Peak_969	647.18481
918	chr14	61694906	61696228	Peak_971	647.02435
919	chr2	73232766	73233816	Peak_972	646.95148
920	chr7	111083347	111083833	Peak_974	646.60284
921	chr5	118987885	118988836	Peak_975	646.5304
922	chr16	50741456	50742515	Peak_976	646.29034
923	chr10	37856931	37858405	Peak_977	646.22528
924	chr13	94595640	94596662	Peak_978	646.01581
925	chr11	3797175	3798156	Peak_979	645.88104
926	chr12	92593702	92594470	Peak_980	645.71094
927	chr8	124997759	124998995	Peak_981	645.69196
928	chr9	99104574	99105896	Peak_982	645.15839
929	chr7	144834772	144836429	Peak_983	645.15778
930	chr12	14156740	14157744	Peak_984	644.79327
931	chr2	214809006	214810312	Peak_985	644.74951
932	chr4	1346232	1347803	Peak_986	644.59149
933	chr1	68496001	68497597	Peak_987	644.23474
934	chr1	206202754	206204138	Peak_988	644.21088
935	chr5	69093679	69094780	Peak_989	643.9115
936	chr6	169556642	169557509	Peak_990	643.74951
937	chr4	17810232	17811486	Peak_991	643.26404
938	chr11	86068489	86069771	Peak_992	642.96924
939	chr4	163494157	163495312	Peak_993	642.8269
940	chr16	74984546	74985441	Peak_994	642.78015
941	chr2	156341227	156343117	Peak_995	642.68463
942	chr5	43556124	43557567	Peak_996	642.62885
943	chr15	55407742	55408766	Peak_997	642.56256
944	chr5	71586701	71587906	Peak_998	642.24622
945	chr20	8018876	8020674	Peak_999	642.12482
946	chr12	63843511	63844700	Peak_1001	641.56982
947	chr1	70410554	70411659	Peak_1002	641.36383
948	chr7	72827893	72828564	Peak_1003	641.17377
949	chr13	19863048	19864986	Peak_1004	641.06268
950	chr6	166998310	166999906	Peak_1005	641.03577
951	chr5	95646561	95647470	Peak_1006	640.78589
952	chr3	61251147	61251692	Peak_1007	640.6814
953	chr14	53613451	53614320	Peak_1008	639.98334
954	chr18	26978422	26979566	Peak_1009	639.83252
955	chr4	473380	474452	Peak_1010	639.78021
956	chr3	139389163	139390300	Peak_1011	639.40839
957	chr2	191677368	191678889	Peak_1012	639.35889
958	chr9	41273210	41274340	Peak_1013	639.2912
959	chr1	143971883	143973247	Peak_1014	638.7652
960	chr5	138331413	138332375	Peak_1015	638.5528
961	chr4	25376635	25377883	Peak_1016	638.35974
962	chr10	97640266	97641504	Peak_1017	638.25116
963	chr10	43648187	43649421	Peak_1018	638.2359
964	chr8	54101357	54102400	Peak_1019	638.13733
965	chr3	120093914	120095911	Peak_1020	637.78351
966	chr1	77770143	77771037	Peak_1021	637.43994
967	chr6	11537202	11538726	Peak_1022	636.97296
968	chr8	47899634	47900430	Peak_1023	636.90247
969	chr14	90382714	90384329	Peak_1024	636.66492
970	chr15	85794033	85795393	Peak_1025	636.3775
971	chr3	119497937	119499026	Peak_1026	636.24658
972	chr6	128754590	128755352	Peak_1027	636.16321
973	chr11	81869331	81870468	Peak_1029	635.59222
974	chr7	17939678	17940904	Peak_1030	635.33838
975	chr7	76486204	76487256	Peak_1031	634.9032
976	chr9	113400877	113401777	Peak_1032	634.84235
977	chr1	197902322	197903286	Peak_1033	634.65076
978	chr6	89828957	89830221	Peak_1035	634.43085
979	chr3	4492266	4493884	Peak_1036	634.00519
980	chr2	75710275	75711298	Peak_1037	633.95044
981	chr18	63422012	63423112	Peak_1038	633.9353
982	chr4	101346625	101348479	Peak_1039	633.13824
983	chr9	89310298	89311635	Peak_1040	632.91168
984	chr5	131796339	131797674	Peak_1041	632.89099
985	chrX	1661151	1662141	Peak_1042	632.86462
986	chr2	180359566	180360581	Peak_1043	632.83118
987	chr1	247078238	247079075	Peak_1044	632.6109
988	chr10	44959159	44960025	Peak_1045	632.54108
989	chr3	150545805	150547124	Peak_1046	632.1131
990	chr7	21427731	21428474	Peak_1047	631.88129
991	chr8	129939237	129940449	Peak_1048	631.84003
992	chr2	46698655	46699731	Peak_1049	631.12885
993	chr3	136250168	136251446	Peak_1050	630.74432
994	chr2	205706720	205707491	Peak_1051	630.54919
995	chr9	120714044	120715132	Peak_1052	630.25525
996	chr8	95024388	95025596	Peak_1053	630.24536
997	chr8	119832481	119833344	Peak_1054	630.22388
998	chr21	25734444	25735999	Peak_1055	630.18823
999	chr2	64750684	64751856	Peak_1056	629.78992
1000	chr14	20460979	20462072	Peak_1057	629.70111
