query_id	query_length	gene_chain_5to3	query_orientation	gene	qstart	qend	sseqid	sstart	send	pident	alignment_length	mismatches	gap_opens	evalue	bitscore
NODE_143_length_942_cov_49.120090_g5_i13	942	IGHJ4-IGHGP-IGHG1	+	IGHG1	415	942	ENST00000390549.6|ENSG00000211896.7|OTTHUMG00000152495.2|OTTHUMT00000326461.2|IGHG1-203|IGHG1|1128|IG_C_gene|	1	528	99.811	528	1	0	0	527.0
NODE_143_length_942_cov_49.120090_g5_i13	942	IGHJ4-IGHGP-IGHG1	+	IGHG1	415	912	ENST00000631402.1|ENSG00000277633.5|OTTHUMG00000190883.1|OTTHUMT00000486323.1|IGHG1-204|IGHG1|1022|IG_C_gene|	1	498	99.799	498	1	0	0	497.0
NODE_147_length_935_cov_86.125566_g123_i2	935	IGKV4-1-IGKC	-	IGKV4-1	578	935	ENST00000390243.2|ENSG00000211598.2|OTTHUMG00000151533.3|OTTHUMT00000323037.3|IGKV4-1-201|IGKV4-1|538|IG_V_gene|	519	162	97.765	358	8	0	0	350.0
NODE_147_length_935_cov_86.125566_g123_i2	935	IGKV4-1-IGKC	-	IGKC	2	524	ENST00000390237.2|ENSG00000211592.8|OTTHUMG00000151684.1|OTTHUMT00000323482.1|IGKC-201|IGKC|523|IG_C_gene|	523	1	100.000	523	0	0	0	523.0
NODE_150_length_933_cov_84.719955_g123_i3	933	IGKV3D-11-IGKV3-11-IGKV3-20-IGKV3D-20-IGKC	-	IGKV3D-11	577	933	ENST00000390277.3|ENSG00000211632.4|OTTHUMG00000151563.5|OTTHUMT00000323138.5|IGKV3D-11-201|IGKV3D-11|444|IG_V_gene|	427	74	95.518	357	16	0	0	341.0
NODE_150_length_933_cov_84.719955_g123_i3	933	IGKV3D-11-IGKV3-11-IGKV3-20-IGKV3D-20-IGKC	-	IGKV3-11	577	933	ENST00000483158.1|ENSG00000241351.3|OTTHUMG00000151633.2|OTTHUMT00000323357.2|IGKV3-11-201|IGKV3-11|392|IG_V_gene|	377	24	95.518	357	16	0	0	341.0
NODE_150_length_933_cov_84.719955_g123_i3	933	IGKV3D-11-IGKV3-11-IGKV3-20-IGKV3D-20-IGKC	-	IGKV3-20	562	933	ENST00000492167.1|ENSG00000239951.1|OTTHUMG00000151639.2|OTTHUMT00000323388.2|IGKV3-20-201|IGKV3-20|400|IG_V_gene|	400	29	98.387	372	6	0	0	366.0
NODE_150_length_933_cov_84.719955_g123_i3	933	IGKV3D-11-IGKV3-11-IGKV3-20-IGKV3D-20-IGKC	-	IGKV3D-20	562	933	ENST00000390270.2|ENSG00000211625.2|OTTHUMG00000151615.2|OTTHUMT00000323287.2|IGKV3D-20-201|IGKV3D-20|445|IG_V_gene|	445	74	99.731	372	1	0	0	371.0
NODE_150_length_933_cov_84.719955_g123_i3	933	IGKV3D-11-IGKV3-11-IGKV3-20-IGKV3D-20-IGKC	-	IGKC	2	524	ENST00000390237.2|ENSG00000211592.8|OTTHUMG00000151684.1|OTTHUMT00000323482.1|IGKC-201|IGKC|523|IG_C_gene|	523	1	100.000	523	0	0	0	523.0
NODE_153_length_931_cov_107.512500_g123_i4	931	IGKV1-33-IGKV1D-33-IGKC	-	IGKV1-33	574	931	ENST00000473726.1|ENSG00000242076.3|OTTHUMG00000151682.2|OTTHUMT00000323480.2|IGKV1-33-201|IGKV1-33|382|IG_V_gene|	370	13	98.603	358	5	0	0	353.0
NODE_153_length_931_cov_107.512500_g123_i4	931	IGKV1-33-IGKV1D-33-IGKC	-	IGKV1-33	574	846	ENST00000634204.1|ENSG00000282811.1|-|-|IGKV1-33-203|IGKV1-33|324|IG_V_gene|	273	1	98.168	273	5	0	0	268.0
NODE_153_length_931_cov_107.512500_g123_i4	931	IGKV1-33-IGKV1D-33-IGKC	-	IGKV1D-33	574	931	ENST00000390265.2|ENSG00000239975.3|OTTHUMG00000151602.2|OTTHUMT00000323274.2|IGKV1D-33-201|IGKV1D-33|440|IG_V_gene|	428	71	98.603	358	5	0	0	353.0
NODE_153_length_931_cov_107.512500_g123_i4	931	IGKV1-33-IGKV1D-33-IGKC	-	IGKC	2	524	ENST00000390237.2|ENSG00000211592.8|OTTHUMG00000151684.1|OTTHUMT00000323482.1|IGKC-201|IGKC|523|IG_C_gene|	523	1	100.000	523	0	0	0	523.0
NODE_154_length_931_cov_93.387500_g123_i5	931	IGKV1-39-IGKV1D-39-IGKC	-	IGKV1-39	567	923	ENST00000631411.1|ENSG00000282120.1|-|-|IGKV1-39-202|IGKV1-39|398|IG_V_gene|	393	37	95.238	357	17	0	0	340.0
NODE_154_length_931_cov_93.387500_g123_i5	931	IGKV1-39-IGKV1D-39-IGKC	-	IGKV1D-39	567	923	ENST00000448155.2|ENSG00000251546.1|OTTHUMG00000159962.2|OTTHUMT00000358519.2|IGKV1D-39-201|IGKV1D-39|376|IG_V_gene|	369	13	95.238	357	17	0	0	340.0
NODE_154_length_931_cov_93.387500_g123_i5	931	IGKV1-39-IGKV1D-39-IGKC	-	IGKC	2	524	ENST00000390237.2|ENSG00000211592.8|OTTHUMG00000151684.1|OTTHUMT00000323482.1|IGKC-201|IGKC|523|IG_C_gene|	523	1	100.000	523	0	0	0	523.0
NODE_155_length_930_cov_82.493743_g123_i6	930	IGKV1-39-IGKV1D-39-IGKC	-	IGKV1-39	582	930	ENST00000498574.1|ENSG00000242371.1|OTTHUMG00000151678.2|OTTHUMT00000323476.2|IGKV1-39-201|IGKV1-39|398|IG_V_gene|	379	31	95.129	349	17	0	0	332.0
NODE_155_length_930_cov_82.493743_g123_i6	930	IGKV1-39-IGKV1D-39-IGKC	-	IGKV1D-39	582	930	ENST00000448155.2|ENSG00000251546.1|OTTHUMG00000159962.2|OTTHUMT00000358519.2|IGKV1D-39-201|IGKV1D-39|376|IG_V_gene|	355	7	95.129	349	17	0	0	332.0
NODE_155_length_930_cov_82.493743_g123_i6	930	IGKV1-39-IGKV1D-39-IGKC	-	IGKC	2	524	ENST00000390237.2|ENSG00000211592.8|OTTHUMG00000151684.1|OTTHUMT00000323482.1|IGKC-201|IGKC|523|IG_C_gene|	523	1	100.000	523	0	0	0	523.0
NODE_165_length_904_cov_5.162954_g143_i0	904	ENSG00000272688-MYL12A-MYL12B	-	ENSG00000272688	805	904	ENST00000609924.3|ENSG00000272688.3|OTTHUMG00000186210.1|OTTHUMT00000472423.1|ENST00000609924|ENSG00000272688|2885|lncRNA|	263	362	100.000	100	0	0	0	100.0
NODE_165_length_904_cov_5.162954_g143_i0	904	ENSG00000272688-MYL12A-MYL12B	-	MYL12A	267	904	ENST00000217652.8|ENSG00000101608.14|OTTHUMG00000131509.7|OTTHUMT00000254364.2|MYL12A-201|MYL12A|958|protein_coding|	648	11	99.843	638	1	0	0	637.0
NODE_165_length_904_cov_5.162954_g143_i0	904	ENSG00000272688-MYL12A-MYL12B	-	MYL12A	267	806	ENST00000580887.5|ENSG00000101608.14|OTTHUMG00000131509.7|OTTHUMT00000441265.1|MYL12A-209|MYL12A|899|protein_coding|	590	51	99.815	540	1	0	0	539.0
NODE_165_length_904_cov_5.162954_g143_i0	904	ENSG00000272688-MYL12A-MYL12B	-	MYL12A	267	805	ENST00000855669.1|ENSG00000101608.14|OTTHUMG00000131509.7|-|MYL12A-222|MYL12A|967|protein_coding|	657	119	99.814	539	1	0	0	538.0
NODE_165_length_904_cov_5.162954_g143_i0	904	ENSG00000272688-MYL12A-MYL12B	-	MYL12A	448	806	ENST00000578562.6|ENSG00000101608.14|OTTHUMG00000131509.7|OTTHUMT00000441263.1|MYL12A-205|MYL12A|623|protein_coding|	623	265	100.000	359	0	0	0	359.0
NODE_165_length_904_cov_5.162954_g143_i0	904	ENSG00000272688-MYL12A-MYL12B	-	MYL12B	1	796	ENST00000918456.1|ENSG00000118680.15|OTTHUMG00000131510.4|-|MYL12B-209|MYL12B|1047|protein_coding|	984	186	96.871	799	25	0	0	774.0
NODE_165_length_904_cov_5.162954_g143_i0	904	ENSG00000272688-MYL12A-MYL12B	-	MYL12B	24	796	ENST00000918457.1|ENSG00000118680.15|OTTHUMG00000131510.4|-|MYL12B-210|MYL12B|2616|protein_coding|	2616	1841	96.778	776	25	0	0	751.0
NODE_165_length_904_cov_5.162954_g143_i0	904	ENSG00000272688-MYL12A-MYL12B	-	MYL12B	29	796	ENST00000874765.1|ENSG00000118680.15|OTTHUMG00000131510.4|-|MYL12B-207|MYL12B|919|protein_coding|	919	149	96.757	771	25	0	0	746.0
NODE_165_length_904_cov_5.162954_g143_i0	904	ENSG00000272688-MYL12A-MYL12B	-	MYL12B	31	796	ENST00000965090.1|ENSG00000118680.15|OTTHUMG00000131510.4|-|MYL12B-211|MYL12B|931|protein_coding|	931	163	96.749	769	25	0	0	744.0
NODE_186_length_860_cov_9.074166_g164_i0	860	IGLV2-8-IGLV2-23-IGLV2-14-IGLC3-IGLC2	-	IGLV2-8	503	860	ENST00000620395.2|ENSG00000278196.3|OTTHUMG00000151240.6|OTTHUMT00000321845.6|IGLV2-8-201|IGLV2-8|517|IG_V_gene|	499	142	95.531	358	16	0	0	342.0
NODE_186_length_860_cov_9.074166_g164_i0	860	IGLV2-8-IGLV2-23-IGLV2-14-IGLC3-IGLC2	-	IGLV2-23	503	860	ENST00000390306.2|ENSG00000211660.3|OTTHUMG00000151234.3|OTTHUMT00000321839.3|IGLV2-23-201|IGLV2-23|502|IG_V_gene|	498	141	95.251	358	17	0	0	341.0
NODE_186_length_860_cov_9.074166_g164_i0	860	IGLV2-8-IGLV2-23-IGLV2-14-IGLC3-IGLC2	-	IGLV2-14	494	860	ENST00000390312.2|ENSG00000211666.2|OTTHUMG00000151235.2|OTTHUMT00000321840.2|IGLV2-14-201|IGLV2-14|402|IG_V_gene|	386	20	98.365	367	6	0	0	361.0
NODE_186_length_860_cov_9.074166_g164_i0	860	IGLV2-8-IGLV2-23-IGLV2-14-IGLC3-IGLC2	-	IGLC3	1	450	ENST00000390325.2|ENSG00000211679.2|OTTHUMG00000151217.4|OTTHUMT00000321821.4|IGLC3-201|IGLC3|462|IG_C_gene|	451	1	98.891	451	5	0	0	446.0
NODE_186_length_860_cov_9.074166_g164_i0	860	IGLV2-8-IGLV2-23-IGLV2-14-IGLC3-IGLC2	-	IGLC2	1	450	ENST00000390323.2|ENSG00000211677.2|OTTHUMG00000151214.3|OTTHUMT00000321818.3|IGLC2-201|IGLC2|462|IG_C_gene|	451	1	99.335	451	3	0	0	448.0
NODE_205_length_829_cov_10.407455_g182_i0	829	ENSG00000285625-NACA	-	ENSG00000285625	782	829	ENST00000647707.1|ENSG00000285625.1|OTTHUMG00000193415.1|OTTHUMT00000501593.1|ENST00000647707|ENSG00000285625|588|protein_coding|	574	527	100.000	48	0	0	0	48.0
NODE_205_length_829_cov_10.407455_g182_i0	829	ENSG00000285625-NACA	-	NACA	1	782	ENST00000356769.7|ENSG00000196531.15|OTTHUMG00000170033.9|OTTHUMT00000406953.2|NACA-201|NACA|2690|protein_coding|	2670	1889	99.872	782	1	0	0	781.0
NODE_205_length_829_cov_10.407455_g182_i0	829	ENSG00000285625-NACA	-	NACA	1	735	ENST00000951538.1|ENSG00000196531.15|OTTHUMG00000170033.9|-|NACA-241|NACA|3451|protein_coding|	3425	2691	99.864	735	1	0	0	734.0
NODE_205_length_829_cov_10.407455_g182_i0	829	ENSG00000285625-NACA	-	NACA	1	665	ENST00000676873.1|ENSG00000196531.15|OTTHUMG00000170033.9|-|NACA-221|NACA|1491|retained_intron|	1473	809	99.850	665	1	0	0	664.0
NODE_205_length_829_cov_10.407455_g182_i0	829	ENSG00000285625-NACA	-	NACA	1	664	ENST00000454682.6|ENSG00000196531.15|OTTHUMG00000170033.9|OTTHUMT00000530506.1|NACA-203|NACA|6387|protein_coding|	6361	5698	99.849	664	1	0	0	663.0
NODE_205_length_829_cov_10.407455_g182_i0	829	ENSG00000285625-NACA	-	NACA	1	663	ENST00000678376.1|ENSG00000196531.15|OTTHUMG00000170033.9|-|NACA-224|NACA|712|protein_coding|	687	25	99.849	663	1	0	0	662.0
NODE_205_length_829_cov_10.407455_g182_i0	829	ENSG00000285625-NACA	-	NACA	1	475	ENST00000921206.1|ENSG00000196531.15|OTTHUMG00000170033.9|-|NACA-232|NACA|714|protein_coding|	688	214	99.789	475	1	0	0	474.0
NODE_205_length_829_cov_10.407455_g182_i0	829	ENSG00000285625-NACA	-	NACA	1	469	ENST00000921208.1|ENSG00000196531.15|OTTHUMG00000170033.9|-|NACA-234|NACA|609|protein_coding|	587	119	99.787	469	1	0	0	468.0
NODE_205_length_829_cov_10.407455_g182_i0	829	ENSG00000285625-NACA	-	NACA	1	465	ENST00000921212.1|ENSG00000196531.15|OTTHUMG00000170033.9|-|NACA-238|NACA|602|protein_coding|	580	116	99.785	465	1	0	0	464.0
NODE_205_length_829_cov_10.407455_g182_i0	829	ENSG00000285625-NACA	-	NACA	52	782	ENST00000546392.6|ENSG00000196531.15|OTTHUMG00000170033.9|OTTHUMT00000407276.1|NACA-204|NACA|964|protein_coding|	964	208	96.433	757	27	0	0	730.0
NODE_205_length_829_cov_10.407455_g182_i0	829	ENSG00000285625-NACA	-	NACA	100	665	ENST00000548386.6|ENSG00000196531.15|OTTHUMG00000170033.9|OTTHUMT00000407647.1|NACA-209|NACA|2283|retained_intron|	1938	1373	99.823	566	1	0	0	565.0
NODE_205_length_829_cov_10.407455_g182_i0	829	ENSG00000285625-NACA	-	NACA	140	735	ENST00000549259.5|ENSG00000196531.15|OTTHUMG00000170033.9|OTTHUMT00000407277.2|NACA-211|NACA|690|protein_coding|	690	95	99.832	596	1	0	0	595.0
NODE_205_length_829_cov_10.407455_g182_i0	829	ENSG00000285625-NACA	-	NACA	278	735	ENST00000552055.5|ENSG00000196531.15|OTTHUMG00000170033.9|OTTHUMT00000407341.3|NACA-219|NACA|521|protein_coding|	521	76	97.380	458	12	0	0	446.0
NODE_205_length_829_cov_10.407455_g182_i0	829	ENSG00000285625-NACA	-	NACA	355	782	ENST00000549855.5|ENSG00000196531.15|OTTHUMG00000170033.9|OTTHUMT00000407775.2|NACA-212|NACA|711|protein_coding|	711	284	100.000	428	0	0	0	428.0
NODE_205_length_829_cov_10.407455_g182_i0	829	ENSG00000285625-NACA	-	NACA	782	829	ENST00000921206.1|ENSG00000196531.15|OTTHUMG00000170033.9|-|NACA-232|NACA|714|protein_coding|	213	166	100.000	48	0	0	0	48.0
NODE_205_length_829_cov_10.407455_g182_i0	829	ENSG00000285625-NACA	-	NACA	789	829	ENST00000547914.5|ENSG00000196531.15|OTTHUMG00000170033.9|OTTHUMT00000407648.1|NACA-207|NACA|543|nonsense_mediated_decay|	163	123	100.000	41	0	0	0	41.0
NODE_295_length_687_cov_13.278302_g270_i0	687	CFL1P2-CFL1-RPL29P11-RPL29P26-RPL29P4-RPL29	-	CFL1P2	639	687	ENST00000440986.1|ENSG00000213478.2|OTTHUMG00000008194.1|OTTHUMT00000022440.1|CFL1P2-201|CFL1P2|684|processed_pseudogene|	335	383	95.918	49	2	0	0	47.0
NODE_295_length_687_cov_13.278302_g270_i0	687	CFL1P2-CFL1-RPL29P11-RPL29P26-RPL29P4-RPL29	-	CFL1	638	687	ENST00000532134.5|ENSG00000172757.13|OTTHUMG00000166602.7|OTTHUMT00000390707.2|CFL1-213|CFL1|855|protein_coding|	710	759	100.000	50	0	0	0	50.0
NODE_295_length_687_cov_13.278302_g270_i0	687	CFL1P2-CFL1-RPL29P11-RPL29P26-RPL29P4-RPL29	-	RPL29P11	119	622	ENST00000494408.1|ENSG00000224858.5|OTTHUMG00000155865.1|OTTHUMT00000342068.1|RPL29P11-201|RPL29P11|492|processed_pseudogene|	492	1	95.635	504	22	0	0	482.0
NODE_295_length_687_cov_13.278302_g270_i0	687	CFL1P2-CFL1-RPL29P11-RPL29P26-RPL29P4-RPL29	-	RPL29P26	119	595	ENST00000478358.1|ENSG00000241556.1|OTTHUMG00000157673.1|OTTHUMT00000349376.1|RPL29P26-201|RPL29P26|465|processed_pseudogene|	465	1	95.388	477	22	0	0	455.0
NODE_295_length_687_cov_13.278302_g270_i0	687	CFL1P2-CFL1-RPL29P11-RPL29P26-RPL29P4-RPL29	-	RPL29P4	116	595	ENST00000443998.1|ENSG00000230202.1|OTTHUMG00000015459.2|OTTHUMT00000041990.2|RPL29P4-201|RPL29P4|474|processed_pseudogene|	474	1	97.292	480	13	0	0	467.0
NODE_295_length_687_cov_13.278302_g270_i0	687	CFL1P2-CFL1-RPL29P11-RPL29P26-RPL29P4-RPL29	-	RPL29	1	642	ENST00000294189.11|ENSG00000162244.13|OTTHUMG00000155262.7|OTTHUMT00000349676.3|RPL29-201|RPL29|754|protein_coding|	642	1	99.844	642	1	0	0	641.0
NODE_295_length_687_cov_13.278302_g270_i0	687	CFL1P2-CFL1-RPL29P11-RPL29P26-RPL29P4-RPL29	-	RPL29	1	641	ENST00000885407.1|ENSG00000162244.13|OTTHUMG00000155262.7|-|RPL29-211|RPL29|641|protein_coding|	635	1	98.908	641	7	0	0	634.0
NODE_295_length_687_cov_13.278302_g270_i0	687	CFL1P2-CFL1-RPL29P11-RPL29P26-RPL29P4-RPL29	-	RPL29	1	606	ENST00000466397.5|ENSG00000162244.13|OTTHUMG00000155262.7|OTTHUMT00000349680.2|RPL29-202|RPL29|742|protein_coding|	736	131	99.835	606	1	0	0	605.0
NODE_295_length_687_cov_13.278302_g270_i0	687	CFL1P2-CFL1-RPL29P11-RPL29P26-RPL29P4-RPL29	-	RPL29	1	604	ENST00000939895.1|ENSG00000162244.13|OTTHUMG00000155262.7|-|RPL29-214|RPL29|702|protein_coding|	696	93	99.834	604	1	0	0	603.0
NODE_295_length_687_cov_13.278302_g270_i0	687	CFL1P2-CFL1-RPL29P11-RPL29P26-RPL29P4-RPL29	-	RPL29	1	603	ENST00000939899.1|ENSG00000162244.13|OTTHUMG00000155262.7|-|RPL29-218|RPL29|706|protein_coding|	700	98	99.834	603	1	0	0	602.0
NODE_295_length_687_cov_13.278302_g270_i0	687	CFL1P2-CFL1-RPL29P11-RPL29P26-RPL29P4-RPL29	-	RPL29	1	598	ENST00000939900.1|ENSG00000162244.13|OTTHUMG00000155262.7|-|RPL29-219|RPL29|679|protein_coding|	673	76	99.833	598	1	0	0	597.0
NODE_295_length_687_cov_13.278302_g270_i0	687	CFL1P2-CFL1-RPL29P11-RPL29P26-RPL29P4-RPL29	-	RPL29	90	605	ENST00000475248.5|ENSG00000162244.13|OTTHUMG00000155262.7|OTTHUMT00000349683.1|RPL29-203|RPL29|551|protein_coding|	551	36	100.000	516	0	0	0	516.0
NODE_295_length_687_cov_13.278302_g270_i0	687	CFL1P2-CFL1-RPL29P11-RPL29P26-RPL29P4-RPL29	-	RPL29	117	603	ENST00000492277.5|ENSG00000162244.13|OTTHUMG00000155262.7|OTTHUMT00000349682.2|RPL29-208|RPL29|537|protein_coding|	537	51	100.000	487	0	0	0	487.0
NODE_366_length_615_cov_16.225177_g341_i0	615	RPS10-NUDT3-RPS10P3-RPS10P13-ENSG00000244313-RPS10-UBE2Q1	-	RPS10-NUDT3	133	615	ENST00000639725.1|ENSG00000270800.4|OTTHUMG00000185089.4|OTTHUMT00000469545.3|RPS10-NUDT3-202|RPS10-NUDT3|4782|protein_coding|	496	14	100.000	483	0	0	0	483.0
NODE_366_length_615_cov_16.225177_g341_i0	615	RPS10-NUDT3-RPS10P3-RPS10P13-ENSG00000244313-RPS10-UBE2Q1	-	RPS10-NUDT3	133	590	ENST00000639877.1|ENSG00000270800.4|OTTHUMG00000185089.4|OTTHUMT00000491595.1|RPS10-NUDT3-203|RPS10-NUDT3|2911|protein_coding|	707	250	100.000	458	0	0	0	458.0
NODE_366_length_615_cov_16.225177_g341_i0	615	RPS10-NUDT3-RPS10P3-RPS10P13-ENSG00000244313-RPS10-UBE2Q1	-	RPS10-NUDT3	133	515	ENST00000605528.2|ENSG00000270800.4|OTTHUMG00000185089.4|OTTHUMT00000491596.1|RPS10-NUDT3-201|RPS10-NUDT3|595|protein_coding|	383	1	100.000	383	0	0	0	383.0
NODE_366_length_615_cov_16.225177_g341_i0	615	RPS10-NUDT3-RPS10P3-RPS10P13-ENSG00000244313-RPS10-UBE2Q1	-	RPS10P3	94	588	ENST00000439253.1|ENSG00000217716.3|OTTHUMG00000020159.2|OTTHUMT00000052956.2|RPS10P3-201|RPS10P3|494|processed_pseudogene|	494	1	96.970	495	15	0	0	480.0
NODE_366_length_615_cov_16.225177_g341_i0	615	RPS10-NUDT3-RPS10P3-RPS10P13-ENSG00000244313-RPS10-UBE2Q1	-	RPS10P13	91	588	ENST00000408001.1|ENSG00000217130.1|OTTHUMG00000014554.1|OTTHUMT00000040254.1|RPS10P13-201|RPS10P13|498|processed_pseudogene|	498	1	96.988	498	15	0	0	483.0
NODE_366_length_615_cov_16.225177_g341_i0	615	RPS10-NUDT3-RPS10P3-RPS10P13-ENSG00000244313-RPS10-UBE2Q1	-	ENSG00000244313	91	588	ENST00000467930.1|ENSG00000244313.3|OTTHUMG00000158376.1|OTTHUMT00000350812.1|ENST00000467930|ENSG00000244313|498|processed_pseudogene|	498	1	99.598	498	2	0	0	496.0
NODE_366_length_615_cov_16.225177_g341_i0	615	RPS10-NUDT3-RPS10P3-RPS10P13-ENSG00000244313-RPS10-UBE2Q1	-	RPS10	58	615	ENST00000648437.1|ENSG00000124614.18|OTTHUMG00000014546.3|OTTHUMT00000040230.2|RPS10-209|RPS10|588|protein_coding|	569	12	100.000	558	0	0	0	558.0
NODE_366_length_615_cov_16.225177_g341_i0	615	RPS10-NUDT3-RPS10P3-RPS10P13-ENSG00000244313-RPS10-UBE2Q1	-	RPS10	58	590	ENST00000919458.1|ENSG00000124614.18|OTTHUMG00000014546.3|-|RPS10-216|RPS10|673|protein_coding|	654	122	100.000	533	0	0	0	533.0
NODE_366_length_615_cov_16.225177_g341_i0	615	RPS10-NUDT3-RPS10P3-RPS10P13-ENSG00000244313-RPS10-UBE2Q1	-	RPS10	58	589	ENST00000919469.1|ENSG00000124614.18|OTTHUMG00000014546.3|-|RPS10-227|RPS10|714|protein_coding|	695	164	100.000	532	0	0	0	532.0
NODE_366_length_615_cov_16.225177_g341_i0	615	RPS10-NUDT3-RPS10P3-RPS10P13-ENSG00000244313-RPS10-UBE2Q1	-	RPS10	58	588	ENST00000919472.1|ENSG00000124614.18|OTTHUMG00000014546.3|-|RPS10-230|RPS10|738|protein_coding|	719	189	100.000	531	0	0	0	531.0
NODE_366_length_615_cov_16.225177_g341_i0	615	RPS10-NUDT3-RPS10P3-RPS10P13-ENSG00000244313-RPS10-UBE2Q1	-	RPS10	133	615	ENST00000644700.1|ENSG00000124614.18|OTTHUMG00000014546.3|OTTHUMT00000494403.1|RPS10-208|RPS10|1407|protein_coding|	492	10	100.000	483	0	0	0	483.0
NODE_366_length_615_cov_16.225177_g341_i0	615	RPS10-NUDT3-RPS10P3-RPS10P13-ENSG00000244313-RPS10-UBE2Q1	-	RPS10	133	609	ENST00000344700.8|ENSG00000124614.18|OTTHUMG00000014546.3|OTTHUMT00000040234.2|RPS10-201|RPS10|671|protein_coding|	477	1	100.000	477	0	0	0	477.0
NODE_366_length_615_cov_16.225177_g341_i0	615	RPS10-NUDT3-RPS10P3-RPS10P13-ENSG00000244313-RPS10-UBE2Q1	-	RPS10	225	589	ENST00000494077.6|ENSG00000124614.18|OTTHUMG00000014546.3|OTTHUMT00000494402.1|RPS10-205|RPS10|823|protein_coding|	823	459	100.000	365	0	0	0	365.0
NODE_366_length_615_cov_16.225177_g341_i0	615	RPS10-NUDT3-RPS10P3-RPS10P13-ENSG00000244313-RPS10-UBE2Q1	-	RPS10	265	607	ENST00000480942.1|ENSG00000124614.18|OTTHUMG00000014546.3|OTTHUMT00000040235.2|RPS10-204|RPS10|734|retained_intron|	343	1	100.000	343	0	0	0	343.0
NODE_366_length_615_cov_16.225177_g341_i0	615	RPS10-NUDT3-RPS10P3-RPS10P13-ENSG00000244313-RPS10-UBE2Q1	-	UBE2Q1	1	56	ENST00000926346.1|ENSG00000160714.12|OTTHUMG00000037265.3|-|UBE2Q1-211|UBE2Q1|1705|protein_coding|	447	502	100.000	56	0	0	0	56.0
NODE_411_length_574_cov_7.279159_g164_i1	574	IGLV2-8-IGLV2-23-IGLV2-14-IGLL5-IGLC1	-	IGLV2-8	217	574	ENST00000620395.2|ENSG00000278196.3|OTTHUMG00000151240.6|OTTHUMT00000321845.6|IGLV2-8-201|IGLV2-8|517|IG_V_gene|	499	142	95.531	358	16	0	0	342.0
NODE_411_length_574_cov_7.279159_g164_i1	574	IGLV2-8-IGLV2-23-IGLV2-14-IGLL5-IGLC1	-	IGLV2-23	217	574	ENST00000390306.2|ENSG00000211660.3|OTTHUMG00000151234.3|OTTHUMT00000321839.3|IGLV2-23-201|IGLV2-23|502|IG_V_gene|	498	141	95.251	358	17	0	0	341.0
NODE_411_length_574_cov_7.279159_g164_i1	574	IGLV2-8-IGLV2-23-IGLV2-14-IGLL5-IGLC1	-	IGLV2-14	207	574	ENST00000390312.2|ENSG00000211666.2|OTTHUMG00000151235.2|OTTHUMT00000321840.2|IGLV2-14-201|IGLV2-14|402|IG_V_gene|	387	20	98.370	368	6	0	0	362.0
NODE_411_length_574_cov_7.279159_g164_i1	574	IGLV2-8-IGLV2-23-IGLV2-14-IGLL5-IGLC1	-	IGLL5	1	199	ENST00000532223.2|ENSG00000254709.8|OTTHUMG00000165670.3|OTTHUMT00000385698.2|IGLL5-203|IGLL5|1335|protein_coding|	763	565	100.000	199	0	0	0	199.0
NODE_411_length_574_cov_7.279159_g164_i1	574	IGLV2-8-IGLV2-23-IGLV2-14-IGLL5-IGLC1	-	IGLL5	1	163	ENST00000531372.1|ENSG00000254709.8|OTTHUMG00000165670.3|OTTHUMT00000385700.1|IGLL5-202|IGLL5|882|protein_coding|	592	430	100.000	163	0	0	0	163.0
NODE_411_length_574_cov_7.279159_g164_i1	574	IGLV2-8-IGLV2-23-IGLV2-14-IGLL5-IGLC1	-	IGLC1	1	161	ENST00000390321.2|ENSG00000211675.2|OTTHUMG00000151218.3|OTTHUMT00000321822.3|IGLC1-201|IGLC1|460|IG_C_gene|	161	1	100.000	161	0	0	0	161.0
NODE_479_length_530_cov_2.647182_g452_i0	530	TYMS-ENOSF1	-	TYMS	1	530	ENST00000581920.1|ENSG00000176890.17|OTTHUMG00000131473.7|OTTHUMT00000441188.1|TYMS-205|TYMS|886|protein_coding_CDS_not_defined|	767	238	99.623	530	2	0	0	528.0
NODE_479_length_530_cov_2.647182_g452_i0	530	TYMS-ENOSF1	-	TYMS	248	530	ENST00000323250.9|ENSG00000176890.17|OTTHUMG00000131473.7|OTTHUMT00000441158.2|TYMS-202|TYMS|693|protein_coding|	693	411	100.000	283	0	0	0	283.0
NODE_479_length_530_cov_2.647182_g452_i0	530	TYMS-ENOSF1	-	ENOSF1	1	387	ENST00000647584.2|ENSG00000132199.21|OTTHUMG00000131470.12|OTTHUMT00000254312.3|ENOSF1-222|ENOSF1|5362|protein_coding|	2436	2822	99.483	387	2	0	0	385.0
NODE_479_length_530_cov_2.647182_g452_i0	530	TYMS-ENOSF1	-	ENOSF1	1	300	ENST00000891877.1|ENSG00000132199.21|OTTHUMG00000131470.12|-|ENOSF1-223|ENOSF1|2577|protein_coding|	2278	2577	99.333	300	2	0	0	298.0
NODE_536_length_499_cov_2.323661_g509_i0	499	PGM2-ISCU	+	PGM2	1	51	ENST00000880105.1|ENSG00000169299.15|OTTHUMG00000097813.4|-|PGM2-211|PGM2|1996|protein_coding|	1266	1216	100.000	51	0	0	0	51.0
