Geneid	https://zenodo.org/records/14056162/files/SRR5085168.tabular_SRR5085168
YML074C	38
YML075C	25
YML080W	10
YML081W	18
YML085C	27
YML086C	26
YML088W	9
YML091C	9
YML093W	32
YML096W	10
YML097C	10
YML099C	14
YML100W	4
YML103C	64
YML104C	7
YML105C	8
YML106W	52
YML109W	4
YML110C	32
YML111W	18
YML115C	16
YML117W	17
YML121W	7
YML123C	174
YML124C	26
YML125C	32
YML126C	83
YML127W	22
YML128C	7
YML130C	35
YMR002W	12
YMR004W	13
YMR006C	28
YMR008C	22
YMR010W	5
YMR011W	64
YMR012W	46
YMR014W	16
YMR015C	30
YMR019W	7
YMR027W	19
YMR029C	14
YMR031C	18
YMR032W	8
YMR033W	17
YMR037C	2
YMR038C	12
YMR039C	10
YMR047C	7
YMR049C	37
YMR054W	17
YMR058W	38
YMR061W	19
YMR062C	14
YMR070W	12
YMR074C	17
YMR076C	20
YMR078C	8
YMR079W	14
YMR080C	47
YMR083W	41
YMR089C	14
YMR091C	16
YMR092C	25
YMR093W	17
YMR099C	28
YMR100W	17
YMR102C	8
YMR105C	10
YMR108W	48
YMR109W	16
YMR110C	16
YMR116C	1430
YMR119W	15
YMR120C	99
YMR122W-A	11
YMR123W	12
YMR125W	54
YMR126C	6
YMR128W	31
YMR129W	25
YMR130W	5
YMR131C	49
YMR142C	228
YMR143W	45
YMR145C	90
YMR146C	73
YMR149W	13
YMR152W	10
YMR153W	5
YMR157C	12
YMR158W	14
YMR162C	19
YMR176W	25
YMR178W	11
YMR183C	19
YMR185W	18
YMR186W	567
YMR189W	20
YMR194W	32
YMR196W	9
YMR198W	9
YMR199W	20
YMR200W	5
YMR202W	40
YMR203W	57
YMR205C	152
YMR207C	5
YMR208W	4
YMR211W	7
YMR212C	43
YMR214W	16
YMR215W	26
YMR216C	10
YMR217W	108
YMR218C	6
YMR219W	11
YMR220W	15
YMR221C	11
YMR223W	15
YMR226C	129
YMR229C	125
YMR230W	71
YMR235C	50
YMR237W	6
YMR241W	26
YMR242C	270
YMR243C	93
YMR246W	128
YMR247C	30
YMR251W-A	14
YMR258C	7
YMR259C	25
YMR260C	64
YMR261C	11
YMR264W	12
YMR266W	37
YMR267W	12
YMR270C	9
YMR272C	39
YMR276W	20
YMR277W	18
YMR278W	5
YMR282C	10
YMR285C	9
YMR288W	6
YMR289W	10
YMR290C	108
YMR295C	14
YMR296C	9
YMR297W	82
YMR298W	14
YMR300C	35
YMR301C	14
YMR302C	12
YMR304W	20
YMR305C	57
YMR307W	449
YMR308C	73
YMR309C	85
YMR314W	37
YMR315W	14
YMR318C	70
YMR319C	19
YNL002C	33
YNL004W	20
YNL007C	26
YNL008C	15
YNL010W	75
YNL016W	22
YNL021W	7
YNL022C	7
YNL023C	13
YNL030W	80
YNL031C	67
YNL035C	13
YNL037C	23
YNL038W	7
YNL041C	16
YNL044W	12
YNL045W	34
YNL048W	18
YNL049C	10
YNL055C	58
YNL059C	17
YNL061W	28
YNL062C	14
YNL064C	38
YNL065W	9
YNL066W	36
YNL067W	117
YNL069C	290
YNL070W	11
YNL071W	59
YNL073W	7
YNL075W	9
YNL079C	27
YNL080C	7
YNL081C	10
YNL084C	23
YNL085W	57
YNL087W	64
YNL088W	52
YNL090W	9
YNL091W	18
YNL096C	65
YNL098C	17
YNL099C	23
YNL101W	10
YNL102W	22
YNL104C	28
YNL110C	9
YNL112W	198
YNL113W	39
YNL115C	8
YNL118C	17
YNL119W	8
YNL121C	30
YNL123W	28
YNL126W	13
YNL131W	20
YNL132W	30
YNL134C	90
YNL135C	23
YNL137C	10
YNL138W	41
YNL139C	23
YNL141W	26
YNL145W	9
YNL151C	10
YNL153C	10
YNL154C	31
YNL155W	5
YNL156C	31
YNL160W	20
YNL161W	13
YNL162W	106
YNL163C	26
YNL166C	16
YNL168C	10
YNL169C	10
YNL172W	15
YNL175C	47
YNL177C	7
YNL178W	745
YNL180C	10
YNL181W	3
YNL182C	9
YNL183C	13
YNL186W	11
YNL189W	55
YNL190W	13
YNL192W	21
YNL201C	19
YNL207W	23
YNL208W	31
YNL209W	200
YNL212W	19
YNL216W	20
YNL217W	22
YNL219C	18
YNL220W	63
YNL221C	18
YNL227C	11
YNL229C	8
YNL231C	14
YNL233W	8
YNL238W	23
YNL239W	37
YNL241C	51
YNL243W	34
YNL244C	24
YNL247W	54
YNL248C	30
YNL251C	14
YNL255C	306
YNL256W	18
YNL257C	19
YNL258C	13
YNL259C	12
YNL261W	12
YNL262W	16
YNL263C	19
YNL267W	24
YNL268W	13
YNL271C	28
YNL273W	15
YNL280C	14
YNL281W	29
YNL287W	86
YNL288W	12
YNL290W	64
YNL291C	12
YNL294C	10
YNL297C	30
YNL299W	15
YNL301C	65
YNL302C	111
YNL306W	8
YNL307C	21
YNL308C	15
YNL310C	10
YNL311C	13
YNL313C	27
YNL322C	8
YNL323W	13
YNL327W	39
YNL330C	21
YNR001C	13
YNR011C	4
YNR013C	11
YNR015W	18
YNR016C	209
YNR017W	10
YNR021W	50
YNR028W	31
YNR029C	5
YNR030W	12
YNR031C	26
YNR033W	12
YNR035C	18
YNR038W	18
YNR043W	22
YNR050C	45
YNR051C	20
YNR052C	10
YNR053C	46
YNR054C	11
YNR055C	17
YNR067C	32
YOL002C	13
YOL004W	28
YOL005C	16
YOL006C	16
YOL010W	9
YOL013C	14
YOL016C	11
YOL018C	4
YOL020W	16
YOL021C	28
YOL022C	22
YOL030W	46
YOL031C	8
YOL036W	16
YOL038W	23
YOL039W	88
YOL040C	141
YOL041C	14
YOL045W	5
YOL049W	31
YOL051W	11
YOL052C	7
YOL056W	13
YOL057W	35
YOL059W	22
YOL060C	16
YOL061W	21
YOL062C	13
YOL063C	11
YOL064C	12
YOL065C	14
YOL066C	10
YOL068C	23
YOL070C	11
YOL076W	23
YOL077C	32
YOL077W-A	4
YOL078W	8
YOL080C	5
YOL081W	35
YOL086C	1349
YOL088C	23
YOL089C	11
YOL090W	29
YOL092W	11
YOL096C	8
YOL097C	42
YOL098C	48
YOL103W	20
YOL105C	7
YOL109W	49
YOL112W	9
YOL115W	10
YOL120C	775
YOL121C	96
YOL122C	7
YOL123W	32
YOL124C	10
YOL125W	13
YOL126C	32
YOL127W	239
YOL129W	8
YOL130W	19
YOL139C	94
YOL143C	25
YOL144W	9
YOL145C	29
YOL151W	12
YOL158C	19
YOR001W	12
YOR002W	21
YOR007C	120
YOR014W	30
YOR020C	52
YOR021C	42
YOR027W	28
YOR033C	14
YOR034C	11
YOR038C	8
YOR039W	23
YOR042W	19
YOR043W	11
YOR046C	20
YOR048C	31
YOR051C	61
YOR052C	8
YOR056C	11
YOR057W	4
YOR061W	21
YOR063W	1364
YOR067C	16
YOR069W	12
YOR073W	11
YOR074C	17
YOR076C	10
YOR078W	13
YOR080W	17
YOR086C	55
YOR087W	7
YOR091W	13
YOR093C	11
YOR094W	6
YOR095C	29
YOR096W	237
YOR098C	23
YOR099W	103
YOR101W	16
YOR108W	50
YOR109W	36
YOR110W	10
YOR112W	2
YOR115C	13
YOR116C	48
YOR117W	47
YOR118W	13
YOR119C	17
YOR122C	26
YOR123C	11
YOR124C	24
YOR127W	20
YOR128C	42
YOR131C	11
YOR133W	29
YOR136W	27
YOR138C	14
YOR141C	17
YOR142W	11
YOR145C	29
YOR147W	10
YOR150W	7
YOR151C	143
YOR153W	66
YOR155C	18
YOR157C	38
YOR160W	10
YOR164C	26
YOR165W	25
YOR167C	314
YOR168W	101
YOR171C	12
YOR172W	9
YOR175C	31
YOR176W	14
YOR182C	14
YOR184W	35
YOR187W	34
YOR188W	15
YOR191W	18
YOR194C	6
YOR195W	20
YOR196C	10
YOR197W	19
YOR198C	38
YOR204W	90
YOR206W	26
YOR207C	48
YOR209C	48
YOR211C	6
YOR212W	21
YOR216C	29
YOR217W	23
YOR219C	11
YOR222W	10
YOR227W	17
YOR230W	55
YOR231W	10
YOR232W	42
YOR234C	61
YOR239W	29
YOR241W	12
YOR243C	70
YOR246C	39
YOR251C	11
YOR254C	60
YOR256C	18
YOR259C	40
YOR260W	22
YOR261C	205
YOR262W	7
YOR270C	136
YOR271C	24
YOR272W	23
YOR276W	25
YOR281C	9
YOR283W	19
YOR285W	4
YOR287C	1
YOR290C	20
YOR291W	13
YOR293W	94
YOR296W	9
YOR298C-A	22
YOR299W	26
YOR301W	16
YOR303W	18
YOR304W	17
YOR310C	211
YOR312C	285
YOR315W	12
YOR316C	10
YOR317W	15
YOR321W	10
YOR322C	14
YOR323C	43
YOR326W	70
YOR329C	10
YOR330C	14
YOR332W	55
YOR335C	100
YOR336W	24
YOR337W	15
YOR340C	22
YOR341W	145
YOR344C	23
YOR346W	26
YOR354C	10
YOR355W	17
YOR356W	21
YOR357C	4
YOR360C	9
YOR361C	195
YOR362C	20
YOR369C	455
YOR370C	11
YOR371C	11
YOR375C	96
YPL004C	57
YPL006W	8
YPL009C	29
YPL010W	19
YPL012W	31
YPL013C	18
YPL015C	16
YPL019C	194
YPL020C	11
YPL022W	26
YPL028W	98
YPL031C	8
YPL032C	15
YPL037C	56
YPL040C	7
YPL043W	42
YPL045W	34
YPL048W	35
YPL050C	13
YPL053C	22
YPL058C	21
YPL061W	117
YPL063W	27
YPL075W	10
YPL078C	23
YPL079W	159
YPL081W	46
YPL082C	34
YPL085W	10
YPL086C	47
YPL090C	362
YPL091W	54
YPL093W	60
YPL094C	12
YPL101W	13
YPL105C	23
YPL106C	154
YPL111W	16
YPL112C	9
YPL115C	12
YPL117C	17
YPL118W	20
YPL125W	30
YPL126W	62
YPL128C	12
YPL129W	12
YPL131W	218
YPL135W	11
YPL137C	14
YPL143W	194
YPL144W	6
YPL145C	26
YPL146C	19
YPL150W	9
YPL154C	39
YPL155C	9
YPL157W	24
YPL160W	120
YPL163C	16
YPL169C	23
YPL170W	9
YPL175W	35
YPL176C	38
YPL177C	5
YPL178W	13
YPL179W	7
YPL183C	48
YPL184C	26
YPL188W	8
YPL190C	14
YPL195W	30
YPL198W	88
YPL199C	11
YPL206C	21
YPL207W	37
YPL210C	29
YPL211W	12
YPL212C	19
YPL217C	50
YPL218W	63
YPL220W	92
YPL221W	28
YPL225W	36
YPL226W	148
YPL227C	13
YPL228W	6
YPL231W	183
YPL232W	28
YPL234C	35
YPL235W	18
YPL237W	66
YPL239W	22
YPL240C	62
YPL241C	10
YPL242C	64
YPL243W	48
YPL244C	10
YPL245W	52
YPL246C	9
YPL249C	12
YPL249C-A	81
YPL254W	13
YPL256C	22
YPL259C	11
YPL260W	20
YPL262W	26
YPL263C	23
YPL266W	13
YPL268W	14
YPL270W	16
YPL273W	25
YPL274W	10
YPR004C	10
YPR009W	5
YPR010C	105
YPR016C	24
YPR019W	20
YPR021C	12
YPR023C	15
YPR024W	26
YPR028W	36
YPR029C	27
YPR031W	20
YPR033C	29
YPR035W	156
YPR036W	220
YPR037C	13
YPR041W	147
YPR043W	93
YPR048W	14
YPR055W	6
YPR058W	15
YPR060C	12
YPR062W	17
YPR069C	34
YPR070W	12
YPR072W	14
YPR073C	4
YPR074C	147
YPR080W	91
YPR086W	17
YPR088C	22
YPR089W	8
YPR095C	13
YPR097W	22
YPR102C	49
YPR103W	40
YPR104C	17
YPR105C	23
YPR106W	11
YPR108W	16
YPR110C	38
YPR112C	30
YPR113W	24
YPR114W	11
YPR115W	11
YPR117W	8
YPR118W	51
YPR119W	16
YPR122W	13
YPR124W	17
YPR125W	12
YPR129W	12
YPR132W	136
YPR133C	33
YPR133W-A	7
YPR137W	19
YPR139C	17
YPR144C	64
YPR145W	223
YPR148C	24
YPR149W	45
YPR156C	6
YPR159W	23
YPR160W	11
YPR161C	8
YPR163C	61
YPR164W	14
YPR165W	27
YPR166C	7
YPR169W	38
YPR171W	12
YPR173C	29
YPR175W	2
YPR176C	10
YPR181C	38
YPR182W	11
YPR183W	28
YPR185W	28
YPR187W	13
YPR189W	30
YPR190C	17
YPR191W	15
YPR198W	10
snR11	29
snR128	50
snR13	11
snR18	26
snR19	47
snR190	25
snR24	23
snR30	8
snR35	11
snR38	13
snR39	11
snR39B	13
snR4	5
snR40	55
snR44	20
snR45	22
snR47	35
snR48	13
snR52	125
snR54	370
snR58	15
snR61	24
snR63	19
snR64	57
snR67	16
snR68	13
snR77	14
snR9	19
tG(GCC)D2	54
tQ(CUG)M	11
