pos	exo_depth	endo_depth	mix_depth
1662	29	6	48
1663	29	5	47
1664	29	6	47
1665	29	6	47
1666	28	5	45
1667	28	5	46
1668	28	5	46
1669	28	4	45
1670	27	4	44
1671	26	4	43
1672	25	4	43
1673	25	4	43
1674	24	4	42
1675	23	4	41
1676	23	4	40
1677	23	4	40
1678	22	4	40
1679	23	5	42
1680	22	6	44
1681	22	6	45
1682	22	6	46
1683	22	6	46
1684	20	5	44
1685	21	5	42
1686	21	5	43
1687	21	5	42
1688	21	6	42
1689	20	6	41
1690	21	6	41
1691	21	6	40
1692	21	6	40
1693	21	6	40
1694	20	7	40
1695	19	7	39
1696	19	7	39
1697	19	7	37
1698	20	8	38
1699	21	8	39
1700	21	8	40
1701	21	8	40
1702	22	8	40
1703	23	8	40
1704	22	8	40
1705	21	8	39
1706	22	8	40
1707	24	8	42
1708	24	9	44
1709	24	9	43
1710	24	10	45
1711	25	10	46
1712	25	10	47
1713	26	9	47
1714	26	8	46
1715	27	9	48
1716	28	9	49
1717	28	10	48
1718	28	10	47
1719	28	10	47
1720	28	10	48
1721	28	10	48
1722	28	10	47
1723	28	10	47
1724	28	10	47
1725	28	10	48
1726	27	10	48
1727	27	10	48
1728	28	11	48
1729	26	10	44
1730	26	9	42
1731	26	10	42
1732	24	10	39
1733	24	11	41
1734	25	11	42
1735	24	11	41
1736	24	11	43
1737	24	11	44
1738	23	10	42
1739	24	10	43
1740	22	10	42
1741	24	11	47
1742	25	11	47
1743	25	11	47
1744	27	11	49
1745	29	11	52
1746	30	11	53
1747	30	11	53
1748	31	10	54
1749	32	10	56
1750	32	10	55
1751	33	10	55
1752	31	10	54
1753	29	10	53
1754	30	10	53
1755	32	10	54
1756	32	10	54
1757	31	10	53
1758	30	9	50
1759	31	9	51
1760	31	8	49
1761	30	8	47
1762	30	8	46
1763	31	8	46
1764	33	9	49
1765	33	8	48
1766	33	8	48
1767	34	7	48
1768	34	7	48
1769	35	7	49
1770	36	7	49
1771	40	7	54
1772	40	7	56
1773	39	7	55
1774	39	8	56
1775	39	8	56
1776	39	8	56
1777	39	8	56
1778	38	7	55
1779	39	7	56
1780	39	7	57
1781	39	6	59
1782	41	7	62
1783	41	6	61
1784	42	7	64
1785	44	7	64
1786	45	7	62
1787	44	7	61
1788	46	7	63
1789	46	7	63
1790	46	7	63
1791	45	6	59
1792	46	6	61
1793	46	6	61
1794	44	5	58
1795	42	5	56
1796	40	5	54
1797	40	5	54
1798	38	5	52
1799	38	6	53
1800	38	6	53
1801	37	5	52
1802	38	6	53
1803	38	6	55
1804	36	6	53
1805	34	6	55
1806	33	6	54
1807	33	6	54
1808	33	6	54
1809	33	6	53
1810	34	6	54
1811	34	6	54
1812	34	6	54
1813	32	6	53
1814	31	5	52
1815	31	6	53
1816	30	6	52
1817	30	6	51
1818	30	7	52
1819	30	9	53
1820	32	9	55
1821	29	9	52
1822	29	9	50
1823	29	9	50
1824	30	8	50
1825	32	8	51
1826	33	8	52
1827	34	8	54
1828	34	8	55
1829	33	8	54
1830	34	8	54
1831	35	8	52
1832	33	7	50
1833	32	7	48
1834	30	6	44
1835	30	6	45
1836	30	7	46
1837	30	7	45
1838	29	7	44
1839	28	7	43
1840	28	7	43
1841	27	7	44
1842	26	7	44
1843	26	7	45
1844	27	7	45
1845	27	7	44
1846	28	7	45
1847	28	7	47
1848	29	7	48
1849	28	6	45
1850	29	6	46
1851	29	6	47
1852	30	5	48
1853	30	6	48
1854	31	6	49
1855	31	6	46
1856	31	6	46
1857	30	6	45
1858	30	6	46
1859	29	7	47
1860	28	7	47
1861	29	7	48
1862	29	7	48
1863	29	7	50
1864	28	9	50
1865	27	8	49
1866	27	8	49
1867	26	8	50
1868	26	7	50
1869	25	5	48
1870	23	5	47
1871	23	5	46
1872	23	6	47
1873	23	6	48
1874	22	6	47
1875	20	6	45
1876	20	6	45
1877	19	7	45
1878	19	7	44
1879	20	7	47
1880	20	7	48
1881	19	8	48
1882	20	8	49
1883	20	8	49
1884	21	8	52
1885	19	8	51
1886	18	8	51
1887	18	8	51
1888	18	8	51
1889	18	8	51
1890	19	8	52
1891	21	8	52
1892	21	8	52
1893	21	8	52
1894	20	8	51
1895	21	8	52
1896	20	8	51
1897	20	8	50
1898	19	8	49
1899	18	8	48
1900	18	8	47
1901	18	8	46
1902	17	8	45
1903	17	7	43
1904	16	7	42
1905	17	7	43
1906	17	7	45
1907	17	7	45
1908	17	7	44
1909	17	6	44
1910	18	6	44
1911	17	6	43
1912	18	6	44
1913	19	6	44
1914	19	4	42
1915	20	4	41
1916	21	4	41
1917	21	4	40
1918	21	4	39
1919	21	4	39
1920	21	4	38
1921	22	4	38
1922	22	3	38
1923	24	3	39
1924	26	3	41
1925	27	4	44
1926	26	4	43
1927	26	3	42
1928	27	3	42
1929	26	4	41
1930	25	4	39
1931	27	3	41
1932	27	3	40
1933	27	3	41
1934	27	4	39
1935	28	4	40
1936	28	3	38
1937	30	3	40
1938	30	3	41
1939	31	3	43
1940	31	3	43
1941	29	3	41
1942	30	3	42
1943	32	3	42
1944	32	3	43
1945	31	3	42
1946	31	3	42
1947	32	4	43
1948	32	5	44
1949	32	5	44
1950	31	5	44
1951	32	5	45
1952	31	5	46
1953	32	5	47
1954	32	6	48
1955	31	6	47
1956	31	6	45
1957	31	6	45
1958	31	6	45
1959	31	7	45
1960	31	7	47
1961	31	7	47
1962	30	7	46
1963	29	7	44
1964	30	7	45
1965	30	7	45
1966	31	7	48
1967	32	7	49
1968	32	7	50
1969	34	7	52
1970	33	7	51
1971	31	7	51
1972	32	8	52
1973	31	8	51
1974	29	8	49
1975	31	7	48
1976	31	7	49
1977	31	7	48
1978	30	7	48
1979	30	6	46
1980	33	6	48
1981	31	6	45
1982	32	6	45
1983	33	6	45
1984	34	5	46
1985	34	5	47
1986	35	6	49
1987	34	6	48
1988	33	6	47
1989	32	7	46
1990	31	8	46
1991	31	8	46
1992	29	8	43
1993	27	8	42
1994	27	8	42
1995	27	8	42
1996	27	8	42
1997	26	7	40
1998	26	6	39
1999	26	7	40
2000	26	8	41
2001	25	8	40
2002	25	8	38
2003	24	8	38
2004	24	8	38
2005	24	8	39
2006	24	8	39
2007	24	8	39
2008	24	8	39
2009	24	7	38
2010	23	7	35
2011	23	8	36
2012	23	9	37
2013	23	11	39
2014	22	11	38
2015	21	11	38
2016	19	11	36
2017	18	11	35
2018	18	11	34
2019	16	11	32
2020	16	11	32
2021	16	11	31
2022	15	10	30
2023	14	10	29
2024	14	11	30
2025	11	11	28
2026	11	11	28
2027	11	11	29
2028	11	11	29
2029	11	11	29
2030	8	11	27
2031	8	11	28
2032	6	11	28
2033	5	11	28
2034	3	11	27
2035	2	11	25
2036	1	10	24
2037	0	10	23
2038	0	10	22
2039	0	9	21
2040	0	8	21
2041	0	8	23
2042	0	8	23
2043	0	8	23
2044	0	8	22
2045	0	8	25
2046	0	8	25
2047	0	8	25
2048	0	8	25
2049	0	7	24
2050	0	6	23
2051	0	6	23
2052	0	6	24
2053	0	6	23
2054	0	5	23
2055	0	6	23
2056	0	6	23
2057	0	6	23
2058	0	6	23
2059	0	6	23
2060	0	6	24
2061	0	5	23
2062	0	4	22
2063	0	2	21
2064	0	2	22
2065	0	2	23
2066	0	2	22
2067	0	3	23
2068	0	4	24
2069	0	5	25
2070	0	5	25
2071	0	5	25
2072	0	5	24
2073	0	5	25
2074	0	5	25
2075	0	5	26
2076	0	5	25
2077	0	5	24
2078	0	6	26
2079	0	6	26
2080	0	6	26
2081	0	7	28
2082	0	7	27
2083	0	7	26
2084	0	7	26
2085	0	7	26
2086	0	7	25
2087	0	7	26
2088	0	7	26
2089	0	7	27
2090	0	7	26
2091	0	7	24
2092	0	7	24
2093	0	7	24
2094	0	7	24
2095	0	8	22
2096	0	8	23
2097	0	8	23
2098	0	8	23
2099	0	8	24
2100	0	8	24
2101	0	8	24
2102	0	8	23
2103	0	8	25
2104	0	8	24
2105	0	7	23
2106	0	7	23
2107	0	7	23
2108	0	7	23
2109	0	7	23
2110	0	8	23
2111	0	8	23
2112	0	8	23
2113	0	8	22
2114	0	8	21
2115	0	8	20
2116	0	8	21
2117	0	7	20
2118	0	6	21
2119	0	5	20
2120	0	5	20
2121	0	5	20
2122	0	5	20
2123	0	5	19
2124	0	4	18
2125	0	4	17
2126	0	4	17
2127	0	4	17
2128	0	3	15
2129	0	3	16
2130	0	3	17
2131	0	2	15
2132	0	2	16
2133	0	3	18
2134	0	3	17
2135	0	3	17
2136	0	3	19
2137	0	4	19
2138	0	4	19
2139	0	4	18
2140	0	4	19
2141	0	4	19
2142	0	4	19
2143	0	4	19
2144	0	4	20
2145	0	3	19
2146	0	3	18
2147	0	3	18
2148	0	4	19
2149	0	4	19
2150	0	5	20
2151	0	5	20
2152	0	5	21
2153	0	5	19
2154	0	5	19
2155	0	5	19
2156	0	5	19
2157	0	5	21
2158	0	6	22
2159	0	6	22
2160	0	5	21
2161	0	5	21
2162	0	5	22
2163	0	5	23
2164	0	5	23
2165	0	5	24
2166	0	5	24
2167	0	5	24
2168	0	5	22
2169	0	5	22
2170	0	6	23
2171	0	6	23
2172	0	6	24
2173	0	6	24
2174	0	6	24
2175	0	6	24
2176	0	6	24
2177	0	6	25
2178	0	6	25
2179	0	6	24
2180	0	6	24
2181	0	6	23
2182	0	6	22
2183	0	5	20
2184	0	7	22
2185	0	6	21
2186	0	6	19
2187	0	6	19
2188	0	6	19
2189	0	6	19
2190	0	6	19
2191	0	6	19
2192	0	6	19
2193	0	6	19
2194	0	6	18
2195	0	6	18
2196	0	6	18
2197	0	6	18
2198	0	5	18
2199	0	5	18
2200	0	4	18
2201	0	4	18
2202	0	4	17
2203	0	4	18
2204	0	5	19
2205	0	5	19
2206	0	6	20
2207	0	6	18
2208	0	5	17
2209	0	5	18
2210	0	5	18
2211	0	5	19
2212	0	5	18
2213	0	5	17
2214	0	5	17
2215	0	5	16
2216	0	5	15
2217	0	5	15
2218	0	5	15
2219	0	5	15
2220	0	4	15
2221	0	4	16
2222	0	4	15
2223	0	4	15
2224	0	4	15
2225	0	5	16
2226	0	5	17
2227	0	5	17
2228	0	5	17
2229	0	5	17
2230	0	5	16
2231	0	5	16
2232	0	5	16
2233	0	6	18
2234	0	4	16
2235	0	5	18
2236	0	5	19
2237	0	5	19
2238	0	5	19
2239	0	5	19
2240	0	5	19
2241	0	5	19
2242	0	5	21
2243	0	5	22
2244	0	5	22
2245	0	5	22
2246	0	6	23
2247	0	7	24
2248	0	7	24
2249	0	7	23
2250	0	7	22
2251	0	7	22
2252	0	7	25
2253	0	7	24
2254	0	6	23
2255	0	7	24
2256	0	6	23
2257	0	7	24
2258	0	7	24
2259	0	7	23
2260	0	7	23
2261	0	8	23
2262	0	8	23
2263	0	8	24
2264	0	8	24
2265	0	8	25
2266	0	8	25
2267	0	8	25
2268	0	8	26
2269	0	8	26
2270	0	8	25
2271	0	8	24
2272	0	9	26
2273	0	9	26
2274	0	9	27
2275	0	8	26
2276	0	9	26
2277	0	9	25
2278	0	9	25
2279	0	10	27
2280	0	10	27
2281	0	11	28
2282	0	11	28
2283	0	10	26
2284	0	10	28
2285	0	9	26
2286	0	9	25
2287	0	9	26
2288	0	9	26
2289	0	9	26
2290	0	9	25
2291	0	9	25
2292	0	10	24
2293	0	10	24
2294	0	10	24
2295	0	10	25
2296	0	9	24
2297	0	9	24
2298	0	9	23
2299	0	9	23
2300	0	9	23
2301	0	9	24
2302	0	9	21
2303	0	9	21
2304	0	9	21
2305	0	8	21
2306	0	8	21
2307	0	8	22
2308	0	8	23
2309	0	8	24
2310	0	8	24
2311	0	7	23
2312	0	8	24
2313	0	8	23
2314	0	8	24
2315	0	8	23
2316	0	8	24
2317	0	8	25
2318	0	8	24
2319	0	8	25
2320	0	8	25
2321	0	8	25
2322	0	7	23
2323	0	8	24
2324	0	8	24
2325	0	8	24
2326	0	7	23
2327	0	7	23
2328	0	7	25
2329	0	6	25
2330	0	6	26
2331	0	5	27
2332	0	5	27
2333	0	5	27
2334	0	5	25
2335	0	6	26
2336	0	6	26
2337	0	6	26
2338	0	6	26
2339	0	6	27
2340	0	6	27
2341	0	7	28
2342	0	6	28
2343	0	6	27
2344	0	6	27
2345	0	6	26
2346	0	6	26
2347	0	6	27
2348	0	7	28
2349	0	8	29
2350	0	8	29
2351	0	8	28
2352	0	8	28
2353	0	8	28
2354	0	8	28
2355	0	8	28
2356	0	8	28
2357	0	8	27
2358	0	9	27
2359	0	9	26
2360	0	9	27
2361	0	9	27
2362	0	8	27
2363	0	8	27
2364	0	8	26
2365	0	9	28
2366	0	10	29
2367	0	10	29
2368	0	10	29
2369	0	10	28
2370	0	11	29
2371	0	11	29
2372	0	11	29
2373	0	11	29
2374	0	12	29
2375	0	12	31
2376	0	12	31
2377	0	12	31
2378	0	12	29
2379	0	12	27
2380	0	12	27
2381	0	12	26
2382	0	13	27
2383	0	13	27
2384	0	14	29
2385	0	13	29
2386	0	13	30
2387	0	13	29
2388	0	13	29
2389	0	13	28
2390	0	13	28
2391	0	12	27
2392	0	13	27
2393	0	13	28
2394	0	13	28
2395	0	13	28
2396	0	13	28
2397	0	12	26
2398	0	11	25
2399	0	11	25
2400	0	11	25
2401	0	11	25
2402	0	11	27
2403	0	11	27
2404	0	11	27
2405	0	11	26
2406	0	12	28
2407	0	11	27
2408	0	10	27
2409	0	10	27
2410	0	10	29
2411	0	10	30
2412	0	10	29
2413	0	10	29
2414	0	10	29
2415	0	9	27
2416	0	8	25
2417	0	8	25
2418	0	8	25
2419	0	8	26
2420	0	7	25
2421	0	7	25
2422	0	7	25
2423	0	6	24
2424	0	5	23
2425	0	5	21
2426	0	5	21
2427	0	5	22
2428	0	6	23
2429	0	6	24
2430	0	6	23
2431	0	7	23
2432	0	6	22
2433	0	7	23
2434	0	7	22
2435	0	7	21
2436	0	8	21
2437	0	9	22
2438	0	9	22
2439	0	9	23
2440	0	9	23
2441	0	9	26
2442	0	8	25
2443	0	9	25
2444	0	9	25
2445	0	9	25
2446	0	9	25
2447	0	9	25
2448	0	9	25
2449	0	8	25
2450	0	8	25
2451	0	8	25
2452	0	8	23
2453	0	8	23
2454	0	9	24
2455	0	9	24
2456	0	8	22
2457	0	9	24
2458	0	9	24
2459	0	9	24
2460	0	9	21
2461	0	9	20
2462	0	9	21
2463	0	9	21
2464	0	9	21
2465	0	10	23
2466	0	10	24
2467	0	10	23
2468	0	10	23
2469	0	11	23
2470	0	11	23
2471	0	11	23
2472	0	11	23
2473	0	11	24
2474	0	11	24
2475	0	11	25
2476	0	11	25
2477	0	11	24
2478	0	10	23
2479	0	10	24
2480	0	10	24
2481	0	9	23
2482	0	9	23
2483	0	8	22
2484	0	7	21
2485	0	7	21
2486	0	6	21
2487	0	5	21
2488	0	5	22
2489	0	5	21
2490	0	5	21
2491	0	5	18
2492	0	5	18
2493	0	4	18
2494	0	4	19
2495	0	4	19
2496	0	4	19
2497	0	4	19
2498	0	4	19
2499	0	4	19
2500	0	4	19
2501	0	4	20
2502	0	4	20
2503	0	4	20
2504	0	3	19
2505	0	3	19
2506	0	3	19
2507	0	2	17
2508	0	2	16
2509	0	2	16
2510	0	2	16
2511	0	2	16
2512	0	2	15
2513	0	2	16
2514	0	2	16
2515	0	1	14
2516	0	1	13
2517	0	1	13
2518	0	2	16
2519	0	1	15
2520	0	1	15
2521	0	1	16
2522	0	1	17
2523	0	1	16
2524	0	1	17
2525	0	1	16
2526	0	1	16
2527	0	1	16
2528	0	1	16
2529	0	1	14
2530	0	1	14
2531	0	2	16
2532	0	2	17
2533	0	2	18
2534	0	2	19
2535	0	2	19
2536	0	2	18
2537	0	2	19
2538	0	2	18
2539	0	2	18
2540	0	2	19
2541	0	2	19
2542	0	2	20
2543	0	2	19
2544	0	2	18
2545	0	2	18
2546	0	2	18
2547	0	2	18
2548	0	2	18
2549	0	4	19
2550	0	6	21
2551	0	6	20
2552	0	6	20
2553	0	6	20
2554	0	6	21
2555	0	6	21
2556	0	6	21
2557	0	6	21
2558	0	6	22
2559	0	6	22
2560	0	7	23
2561	0	7	24
2562	0	7	24
2563	0	7	23
2564	0	7	23
2565	0	7	24
2566	0	7	26
2567	0	7	26
2568	0	6	24
2569	0	6	24
2570	0	6	24
2571	0	6	23
2572	0	6	23
2573	0	6	24
2574	0	6	23
2575	0	6	23
2576	0	6	23
2577	0	6	24
2578	0	6	24
2579	0	6	24
2580	0	6	24
2581	0	5	22
2582	0	5	22
2583	0	5	21
2584	0	5	20
2585	0	5	20
2586	0	5	20
2587	0	5	18
2588	0	5	18
2589	0	5	19
2590	0	5	19
2591	0	5	19
2592	0	6	19
2593	0	7	20
2594	0	7	22
2595	0	7	22
2596	0	7	22
2597	0	7	22
2598	0	7	23
2599	0	5	22
2600	0	3	20
2601	0	3	21
2602	0	3	21
2603	0	3	21
2604	0	3	21
2605	0	4	23
2606	0	4	23
2607	0	4	24
2608	0	4	24
2609	0	4	24
2610	0	3	23
2611	0	3	23
2612	0	3	23
2613	0	3	23
2614	0	3	23
2615	0	3	22
2616	0	3	21
2617	0	3	22
2618	0	3	21
2619	0	3	21
2620	0	3	21
2621	0	4	22
2622	0	4	21
2623	0	4	20
2624	0	4	20
2625	0	5	21
2626	0	5	21
2627	0	5	20
2628	0	5	20
2629	0	5	20
2630	0	5	20
2631	0	5	20
2632	0	5	20
2633	0	6	23
2634	0	6	23
2635	0	6	24
2636	0	6	24
2637	0	6	24
2638	0	7	25
2639	0	7	24
2640	0	7	24
2641	0	7	24
2642	0	6	23
2643	0	5	22
2644	0	5	20
2645	0	5	20
2646	0	5	20
2647	0	5	20
2648	0	5	19
2649	0	5	19
2650	0	5	19
2651	0	5	19
2652	0	5	19
2653	0	5	20
2654	0	5	21
2655	0	4	21
2656	0	4	21
2657	0	4	21
2658	0	4	22
2659	0	4	22
2660	0	4	24
2661	0	4	23
2662	0	4	23
2663	0	4	23
2664	0	5	24
2665	0	5	24
2666	0	5	23
2667	0	5	22
2668	0	5	22
2669	0	5	22
2670	0	5	22
2671	0	4	21
2672	0	4	21
2673	0	4	21
2674	0	4	21
2675	0	3	21
2676	0	3	21
2677	0	3	21
2678	0	3	21
2679	0	3	21
2680	0	3	22
2681	0	3	23
2682	0	3	22
2683	0	2	19
2684	0	3	20
2685	0	3	20
2686	0	3	23
2687	0	3	23
2688	0	2	22
2689	0	2	23
2690	0	2	22
2691	0	2	22
2692	0	2	22
2693	0	2	22
2694	0	2	22
2695	0	2	22
2696	0	2	22
2697	0	2	23
2698	0	2	23
2699	0	2	22
2700	0	3	25
2701	0	3	24
2702	0	3	25
2703	0	3	24
2704	0	3	23
2705	0	3	21
2706	0	4	22
2707	0	5	22
2708	0	5	20
2709	0	5	20
2710	0	5	18
2711	0	5	19
2712	0	5	21
2713	0	5	22
2714	0	4	22
2715	0	4	23
2716	0	4	23
2717	0	4	23
2718	0	4	23
2719	0	5	24
2720	0	5	26
2721	0	5	26
2722	0	5	27
2723	0	5	27
2724	0	5	27
2725	0	7	28
2726	0	7	28
2727	0	9	30
2728	0	9	30
2729	0	9	31
2730	0	9	30
2731	0	9	29
2732	0	9	29
2733	0	9	31
2734	0	9	31
2735	0	9	30
2736	0	9	28
2737	0	9	28
2738	0	9	29
2739	0	9	28
2740	0	10	30
2741	0	10	31
2742	0	10	31
2743	0	10	31
2744	0	10	31
2745	0	10	31
2746	0	10	31
2747	0	10	30
2748	0	11	33
2749	0	11	33
2750	0	10	31
2751	0	10	31
2752	0	10	30
2753	0	10	30
2754	0	10	31
2755	0	10	31
2756	0	9	30
2757	0	8	30
2758	0	8	30
2759	0	8	30
2760	0	8	30
2761	0	8	29
2762	0	8	28
2763	0	8	27
2764	0	8	26
2765	0	8	25
2766	0	9	26
2767	0	9	27
2768	0	9	27
2769	0	8	26
2770	0	8	24
2771	0	8	24
2772	0	8	23
2773	0	8	25
2774	0	9	27
2775	0	7	26
2776	0	7	27
2777	0	5	26
2778	0	5	27
2779	0	5	26
2780	0	5	27
2781	0	5	27
2782	0	5	27
2783	0	5	25
2784	0	4	24
2785	0	4	24
2786	0	4	23
2787	0	5	25
2788	0	5	24
2789	0	5	24
2790	0	4	22
2791	0	4	21
2792	0	4	21
2793	0	4	21
2794	0	6	23
2795	0	6	23
2796	0	6	24
2797	0	6	24
2798	0	5	22
2799	0	5	22
2800	0	5	21
2801	0	5	21
2802	0	5	22
2803	0	5	23
2804	0	5	22
2805	0	5	22
2806	0	5	22
2807	0	5	22
2808	0	5	22
2809	0	5	22
2810	0	5	22
2811	0	6	23
2812	0	6	22
2813	0	6	22
2814	0	7	23
2815	0	7	23
2816	0	7	23
2817	0	7	23
2818	0	7	23
2819	0	7	23
2820	0	7	24
2821	0	7	24
2822	0	8	26
2823	0	8	25
2824	0	7	23
2825	0	7	22
2826	0	7	21
2827	0	7	20
2828	0	7	19
2829	0	7	19
2830	0	7	18
2831	0	7	18
2832	0	7	18
2833	0	7	18
2834	0	7	18
2835	0	8	19
2836	0	9	20
2837	0	8	19
2838	0	9	21
2839	0	9	21
2840	0	10	23
2841	0	11	24
2842	0	11	24
2843	0	11	24
2844	0	9	23
2845	0	9	23
2846	0	9	22
2847	0	9	23
2848	0	9	23
2849	0	9	25
2850	0	9	26
2851	0	9	26
2852	0	9	26
2853	0	9	25
2854	0	9	24
2855	0	9	24
2856	0	9	24
2857	0	9	23
2858	0	9	23
2859	0	9	23
2860	0	10	27
2861	0	9	26
2862	0	9	26
2863	0	9	26
2864	0	8	25
2865	0	8	25
2866	0	7	24
2867	0	7	23
2868	0	7	24
2869	0	7	24
2870	0	7	25
2871	0	7	26
2872	0	7	26
2873	0	7	25
2874	0	7	25
2875	0	8	28
2876	0	8	28
2877	0	8	28
2878	0	8	28
2879	0	8	28
2880	0	9	30
2881	0	9	30
2882	0	9	30
2883	0	9	31
2884	0	10	32
2885	0	9	32
2886	0	8	32
2887	0	8	31
2888	0	7	29
2889	0	7	29
2890	0	6	27
2891	0	5	26
2892	0	5	26
2893	0	5	26
2894	0	5	25
2895	0	5	25
2896	0	5	25
2897	0	5	24
2898	0	5	23
2899	0	5	21
2900	0	5	20
2901	0	5	20
2902	0	5	19
2903	0	5	19
2904	0	5	19
2905	0	5	19
2906	0	5	19
2907	0	5	19
2908	0	5	19
2909	0	5	19
2910	0	4	15
2911	0	4	15
2912	0	4	15
2913	0	4	15
2914	0	4	15
2915	0	4	15
2916	0	4	15
2917	0	4	15
2918	0	4	14
2919	0	4	14
2920	0	4	12
2921	0	4	11
2922	0	3	9
2923	0	3	9
2924	0	3	9
2925	0	2	6
2926	0	2	6
2927	0	2	6
2928	0	2	6
2929	0	2	6
2930	0	1	4
2931	0	1	4
2932	0	1	4
2933	0	1	3
2934	0	0	2
2935	0	0	1
2936	0	0	0
