#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_676	28592	3	N	N	1	*	*,676,*
contig_539	28549	14	N	Y	1	422	*,539,*
contig_660	28304	12	N	Y	1	340	*,660,*
contig_522	28291	20	N	Y	1	314	*,522,*
contig_430	27828	3	N	N	1	*	*,430,*
contig_969	27824	34	N	Y	2	*	969
contig_1030	27492	24	N	Y	2	*	1030
contig_1055	27422	35	N	Y	2	*	1055
contig_796	27344	20	N	Y	1	460	*,796,*
contig_892	27216	4	N	N	1	*	*,892,*
contig_989	27163	33	N	Y	2	*	989
contig_642	26564	20	N	Y	1	448	*,642,*
contig_774	26434	33	N	Y	2	*	774
contig_1046	26158	12	N	Y	1	*	1046
contig_541	26055	12	N	Y	1	318	*,541,*
contig_540	25938	12	N	Y	1	318	*,540,*
contig_507	25788	14	N	Y	1	304	*,507,*
contig_61	25560	23	N	N	2	*	61,-918,67,67,-66,32,32,32,32,32,32,32,35,32,46,36,36,36,37,37,41,37,41,41,37,37,47,39,38,38,38,38,49,44,49,49,49,49,44,49,44,49,49,49,44,49,49,49,44,49,44,44,44,44,31,31,44,45
contig_951	25510	27	N	Y	2	*	951
contig_890	25337	3	N	N	1	*	*,890,*
contig_641	25241	16	N	Y	1	448	*,641,*
contig_866	25077	12	N	Y	1	360	*,866,*
contig_431	25061	3	N	N	1	*	*,431,*
contig_1024	24798	25	N	Y	2	*	1024
contig_729	24780	26	N	Y	2	*	729
contig_1063	24278	28	N	Y	2	*	1063
contig_904	24242	3	N	N	1	*	*,904,*
contig_1045	24201	27	N	Y	2	*	1045
contig_860	24077	3	N	N	1	*	*,860,*
contig_751	24046	18	N	Y	1	380	*,751,*
contig_726	24040	33	N	Y	2	*	726
contig_788	23984	24	N	Y	2	*	788
contig_750	23893	17	N	Y	1	380	*,750,*
contig_559	23654	11	N	Y	1	388	*,559,*
contig_423	23650	39	N	Y	3	*	423
contig_782	23603	27	N	Y	2	*	782
contig_807	23592	3	N	N	1	*	*,807,*
contig_565	23577	19	N	Y	1	328	*,565,*
contig_566	23563	16	N	Y	1	328	*,566,*
contig_971	23449	6	N	Y	1	*	971,*
contig_560	23444	18	N	Y	1	324	*,560,*
contig_561	23417	9	N	Y	1	324	*,561,*
contig_650	23304	9	N	Y	1	338	*,650,*
contig_399	23273	29	N	Y	2	*	399
contig_985	23252	34	N	Y	2	*	985
contig_315	23210	3	N	N	1	*	*,315,*
contig_868	23109	3	N	N	1	*	*,868,*
contig_867	23059	17	N	Y	1	346	*,867,*
contig_1061	22952	35	N	Y	2	*	1061
contig_558	22920	15	N	Y	1	388	*,558,*
contig_1064	22820	31	N	Y	2	*	1064
contig_1019	22743	30	N	Y	2	*	1019
contig_877	22400	4	N	N	1	*	*,877,*
contig_506	22048	14	N	Y	1	304	*,506,*
contig_672	22002	15	N	Y	1	342	*,672,*
contig_914	21945	32	N	Y	2	*	914
contig_226	21820	28	N	Y	2	*	226
contig_651	21815	19	N	Y	1	338	*,651,*
contig_678	21578	14	N	Y	1	*	678
contig_1029	21532	33	N	Y	2	*	1029
contig_546	21269	13	N	Y	1	424	*,546,*
contig_545	21193	14	N	Y	1	424	*,545,*
contig_913	21170	29	N	Y	2	*	913
contig_938	20574	34	N	Y	2	*	938
contig_695	20321	3	N	N	1	*	*,695,*
contig_1021	20111	25	N	Y	2	*	1021
contig_394	20040	22	N	Y	1	294	*,394,*
contig_857	19919	4	N	N	1	*	*,857,*
contig_692	19906	19	N	Y	1	346	*,692,*
contig_923	19532	36	N	N	2	*	923,167,168,170,-924,161,161,161,161
contig_393	19430	21	N	Y	1	294	*,393,*
contig_384	19140	3	N	N	1	*	*,384,*
contig_303	19101	2	N	Y	1	*	*,303
contig_234	19077	14	N	Y	1	286	*,234,*
contig_207	18988	0	N	Y	1	*	*,207
contig_470	18531	14	N	Y	1	394	*,470,*
contig_901	18365	5	N	N	1	*	*,901,*
contig_584	18274	15	N	Y	1	358	*,584,*
contig_471	18259	16	N	Y	1	394	*,471,*
contig_354	18220	88	Y	N	6	*	354
contig_556	18056	7	N	Y	1	386	*,556,*
contig_557	17964	13	N	Y	1	386	*,557,*
contig_1067	17901	28	N	Y	2	*	1067
contig_158	17824	5	N	N	1	*	*,158,*
contig_882	17822	3	N	N	1	*	*,882,*
contig_448	17312	17	N	Y	1	390	*,448,*
contig_449	17306	15	N	Y	1	390	*,449,*
contig_211	17257	28	N	Y	2	*	211
contig_673	16865	15	N	Y	1	342	*,673,*
contig_677	16820	3	N	N	1	*	*,677,*
contig_439	16583	3	N	N	1	*	*,439,*
contig_63	16565	1	N	Y	1	*	63,*
contig_417	16452	27	N	Y	2	*	417
contig_909	16376	4	N	N	1	*	*,909,*
contig_585	16179	11	N	Y	1	358	*,585,*
contig_336	16166	3	N	N	1	*	*,336,*
contig_214	15870	3	N	N	1	*	*,214,*
contig_865	15825	21	N	Y	1	360	*,865,*
contig_171	15799	87	Y	N	6	*	171
contig_552	15703	14	N	Y	1	320	*,552,*
contig_645	15697	13	N	Y	1	450	*,645,*
contig_260	15690	247	Y	N	16	*	260
contig_769	15641	3	N	N	1	*	*,769,*
contig_952	15617	10	N	N	1	*	*,952,*
contig_646	15606	15	N	Y	1	450	*,646,*
contig_298	15590	4	N	N	1	*	*,298,*
contig_711	15338	124	Y	N	8	*	711
contig_712	15332	13	N	N	1	*	*,712,*
contig_23	15174	3	N	N	1	*	*,23,*
contig_771	14898	3	N	N	1	*	*,771,*
contig_256	14733	227	N	Y	15	*	256
contig_715	14683	4	N	N	1	*	*,715,*
contig_553	14588	13	N	Y	1	320	*,553,*
contig_335	14564	3	Y	N	1	*	335
contig_514	14498	14	N	Y	1	308	*,514,*
contig_515	14474	12	N	Y	1	308	*,515,*
contig_876	14472	9	N	Y	1	366	*,876,*
contig_233	14443	16	N	Y	1	286	*,233,*
contig_689	14308	141	Y	N	9	*	689
contig_944	14273	654	Y	N	44	*	944
contig_426	13915	3	N	N	1	*	*,426,*
contig_434	13665	4	N	N	1	*	*,434,*
contig_489	13298	12	N	Y	1	404	*,489,*
contig_68	13213	0	N	Y	1	*	*,68
contig_986	13196	16	N	Y	1	296	*,986,*
contig_484	13067	22	N	Y	1	378	*,484,*
contig_485	13005	13	N	Y	1	378	*,485,*
contig_395	12990	3	N	N	1	*	*,395,*
contig_770	12858	3	N	N	1	*	*,770,*
contig_297	12754	3	N	N	1	*	*,297,*
contig_1	12441	3	N	N	1	*	*,1,*
contig_883	12278	21	Y	Y	1	24	883
contig_475	12271	17	N	Y	1	398	*,475,*
contig_405	12073	376	N	N	25	*	-407,-406,405,-414,-413,-412,-414,-413,-412
contig_312	12058	4	N	N	1	*	*,312,*
contig_438	12030	18	N	Y	1	296	*,438,*
contig_90	11956	0	N	Y	1	*	90
contig_427	11864	3	N	N	1	*	*,427,*
contig_474	11862	12	N	Y	1	398	*,474,*
contig_70	11848	0	N	Y	1	*	70
contig_886	11388	3	N	N	1	*	*,886,*
contig_1023	11374	17	N	Y	1	362	*,1023,*
contig_64	11066	23	N	Y	2	*	64
contig_536	10929	22	N	Y	1	420	*,536,*
contig_668	10875	13	N	Y	1	362	*,668,*
contig_71	10861	0	N	Y	1	*	71
contig_697	10399	3	N	N	1	*	*,697,*
contig_778	10275	4	N	N	1	*	*,778,*
contig_679	10248	3	N	N	1	*	*,679,*
contig_834	10206	3	N	N	1	*	*,834,*
contig_749	10127	20	N	Y	1	382	*,749,*
contig_80	10016	0	N	Y	1	*	80
contig_82	10015	0	N	Y	1	*	82
contig_76	10010	0	N	Y	1	*	76
contig_77	10007	0	N	Y	1	*	77
contig_81	10005	0	N	Y	1	*	81
contig_83	10005	0	N	Y	1	*	83
contig_75	10004	0	N	Y	1	*	75
contig_86	9997	0	N	Y	1	*	86
contig_73	9980	0	N	Y	1	*	73
contig_488	9965	16	N	Y	1	404	*,488,*
contig_537	9953	26	N	Y	2	420	*,537,*
contig_282	9917	236	Y	N	16	*	282
contig_103	9788	4	N	N	1	*	*,103,*
contig_748	9638	16	N	Y	1	382	*,748,*
contig_95	9480	1	N	Y	1	*	95
contig_72	9435	0	N	Y	1	*	72
contig_74	9404	0	N	Y	1	*	74
contig_78	9274	0	N	Y	1	*	78
contig_410	9214	11	N	N	1	*	410,-415
contig_779	9147	55	Y	N	4	*	779
contig_535	8875	17	N	Y	1	418	*,535,*
contig_84	8868	0	N	Y	1	*	84
contig_79	8863	0	N	Y	1	*	79
contig_85	8863	0	N	Y	1	*	85
contig_94	8857	0	N	Y	1	*	94
contig_905	8783	3	N	N	1	*	*,905,*
contig_1068	8750	10	N	Y	1	*	*,1068
contig_1070	8689	9	Y	N	1	*	1070
contig_1002	8519	15	N	Y	1	418	*,1002,*
contig_863	8453	14	N	Y	1	374	*,863,*
contig_1015	8448	72	N	N	5	*	1015
contig_875	8448	9	N	Y	1	366	*,875,*
contig_258	8254	11	N	N	1	*	*,258,*
contig_326	7999	150	N	Y	10	238	326
contig_862	7930	14	N	Y	1	374	*,862,*
contig_520	7811	19	N	Y	1	310	*,520,*
contig_408	7771	9	N	N	1	*	408,407
contig_701	7641	5	N	N	1	*	*,701,*
contig_30	7570	3	N	N	1	*	*,30,*
contig_505	7551	42	N	Y	3	304	*,505,*
contig_176	7451	30	N	N	2	*	*,-179,176,*
contig_519	7433	10	N	Y	1	310	*,519,*
contig_633	7399	13	N	Y	1	444	*,633,*
contig_632	7344	6	N	Y	1	444	*,632,*
contig_261	7245	24	N	N	2	*	*,261,*
contig_521	7130	12	N	N	1	*	*,521,*
contig_236	6963	5	N	N	1	*	*,236,*
contig_1036	6956	17	N	Y	1	350	*,1036,*
contig_833	6786	14	Y	Y	1	246	833
contig_733	6703	12	Y	Y	1	230	733
contig_268	6686	22	N	N	1	*	268
contig_572	6681	17	N	Y	1	430	*,572,*
contig_817	6574	84	Y	N	6	*	817
contig_906	6474	19	Y	Y	1	26	906
contig_107	6464	1	N	Y	1	*	*,107,*
contig_365	6450	105	N	Y	7	*	365
contig_105	6420	1	N	Y	1	*	*,105,*
contig_683	6398	14	Y	Y	1	278	683
contig_96	6355	0	N	Y	1	*	96
contig_106	6335	2	N	Y	1	200	*,106,*
contig_838	6329	11	N	Y	1	462	*,838,*
contig_1025	6299	3	N	N	1	*	*,1025,*
contig_620	6271	21	Y	Y	1	228	620
contig_839	6172	18	N	Y	1	462	*,839,*
contig_111	6148	0	N	Y	1	*	*,111
contig_112	6034	0	N	Y	1	*	*,112
contig_965	5883	20	N	Y	1	290	*,965,*
contig_114	5855	0	N	Y	1	*	*,114
contig_129	5850	0	N	Y	1	*	*,129
contig_122	5847	0	N	Y	1	*	*,122
contig_132	5840	0	N	Y	1	*	*,132
contig_108	5835	0	N	Y	1	*	*,108
contig_113	5835	0	N	Y	1	*	*,113
contig_118	5834	0	N	Y	1	*	*,118
contig_116	5833	0	N	Y	1	*	*,116
contig_128	5833	0	N	Y	1	*	*,128
contig_125	5832	0	N	Y	1	*	*,125
contig_126	5832	0	N	Y	1	*	*,126
contig_117	5828	0	N	Y	1	*	*,117
contig_123	5825	0	N	Y	1	*	*,123
contig_109	5822	0	N	Y	1	*	*,109
contig_127	5821	0	N	Y	1	*	*,127
contig_115	5820	0	N	Y	1	*	*,115
contig_121	5820	0	N	Y	1	*	*,121
contig_110	5818	0	N	Y	1	*	*,110
contig_119	5818	0	N	Y	1	*	*,119
contig_131	5818	0	N	Y	1	*	*,131
contig_120	5816	0	N	Y	1	*	*,120
contig_124	5793	0	N	Y	1	*	*,124
contig_921	5781	3	N	N	1	*	*,921,-154
contig_104	5598	0	N	Y	1	*	*,104,*
contig_781	5555	17	Y	Y	1	234	781
contig_504	5540	14	N	Y	1	410	*,504,*
contig_503	5510	11	N	Y	1	410	*,503,*
contig_480	5340	16	N	Y	1	402	*,480,*
contig_567	5295	16	N	Y	1	326	*,567,*
contig_568	5269	10	N	Y	1	326	*,568,*
contig_941	4998	377	N	N	25	*	-264,-264,-265,-265,941
contig_133	4966	1	N	Y	1	200	133,*
contig_743	4954	22	N	Y	1	350	*,743,*
contig_563	4904	15	N	Y	1	428	*,563,*
contig_418	4776	45	Y	Y	3	208	418
contig_881	4657	31	Y	Y	2	*	881
contig_92	4634	0	N	Y	1	*	92,*
contig_135	4632	1	N	Y	1	200	135,*
contig_134	4544	0	N	Y	1	*	*,134
contig_56	4526	1	N	Y	1	*	56
contig_69	4425	1	N	Y	1	*	69
contig_291	4272	12	N	N	1	*	*,291,*
contig_269	4161	390	N	N	26	*	269,271
contig_52	4129	1	N	Y	1	*	52
contig_571	4129	16	N	Y	1	430	*,571,*
contig_574	4062	20	N	Y	1	432	*,574,*
contig_803	4028	24	N	Y	2	354	*,803
contig_398	3922	36	Y	Y	2	206	398
contig_356	3857	95	Y	Y	6	8	356
contig_1059	3844	39	N	Y	3	236	1059
contig_33	3805	111	N	Y	7	*	33
contig_573	3762	19	N	Y	1	432	*,573,*
contig_235	3708	5	N	N	1	*	*,235,*
contig_263	3708	38	N	N	3	*	*,263,*
contig_804	3674	0	N	Y	1	354	*,804
contig_709	3630	19	N	Y	1	452	*,709,*
contig_481	3491	13	N	Y	1	402	*,481,*
contig_564	3462	24	N	Y	2	428	*,564,*
contig_137	3365	0	N	Y	1	*	137
contig_151	3362	0	N	Y	1	*	151
contig_140	3351	0	N	Y	1	*	140
contig_141	3348	0	N	Y	1	*	141
contig_153	3348	0	N	Y	1	*	153
contig_142	3345	0	N	Y	1	*	142
contig_143	3345	0	N	Y	1	*	143
contig_146	3344	0	N	Y	1	*	146
contig_148	3344	0	N	Y	1	*	148
contig_149	3337	0	N	Y	1	*	149
contig_152	3336	0	N	Y	1	*	152
contig_150	3331	0	N	Y	1	*	150
contig_139	3327	0	N	Y	1	*	139
contig_147	3323	0	N	Y	1	*	147
contig_144	3317	0	N	Y	1	*	144
contig_487	3312	19	N	Y	1	376	*,487,*
contig_138	3295	0	N	Y	1	*	138
contig_486	3286	18	N	Y	1	376	*,486,*
contig_145	3281	0	N	Y	1	*	145
contig_793	3255	1	N	Y	1	352	*,793,*
contig_966	3201	73	N	Y	5	290	*,966,*
contig_794	3196	1	N	Y	1	352	*,794,*
contig_244	3155	5	N	N	1	*	*,244,*
contig_389	3146	1	N	Y	1	292	*,389,*
contig_805	3136	10	N	Y	1	354	805,*
contig_388	3116	1	N	Y	1	292	*,388,*
contig_59	3109	1	N	Y	1	*	59
contig_273	3049	362	N	N	24	*	273,277,278
contig_101	3022	1	N	Y	1	*	101
contig_247	2995	9	N	N	1	*	*,247,*
contig_575	2875	16	N	Y	1	330	*,575,*
contig_576	2855	12	N	Y	1	330	*,576,*
contig_491	2706	13	N	Y	1	406	*,491,*
contig_490	2661	19	N	Y	1	406	*,490,*
contig_710	2620	94	N	Y	6	452	710,*
contig_757	2510	12	N	Y	1	456	*,757,*
contig_130	2391	0	N	Y	1	*	*,130
contig_925	2389	109	N	Y	7	*	925
contig_89	2378	0	N	Y	1	*	89
contig_88	2366	0	N	Y	1	*	88
contig_826	2349	14	N	Y	1	236	826
contig_940	2312	12	N	Y	1	364	*,940
contig_257	2218	16	N	N	1	*	*,257,*
contig_62	2181	1	N	Y	1	*	62
contig_204	2087	1	N	Y	1	*	204
contig_290	2086	24	N	N	2	*	*,290,*
contig_549	2065	20	N	Y	1	322	*,549,*
contig_550	2040	15	N	Y	1	322	*,550,*
contig_618	2023	15	N	Y	1	370	*,618,*
contig_619	2021	17	N	Y	1	370	*,619,*
contig_275	1969	366	N	N	24	*	-272,275,-281
contig_499	1956	10	N	Y	1	300	*,499,*
contig_276	1918	21	N	N	1	*	*,276,*
contig_246	1915	22	N	Y	1	364	*,246
contig_500	1914	9	N	Y	1	300	*,500,*
contig_338	1903	0	N	Y	1	*	338
contig_165	1884	8	N	N	1	*	*,165,*
contig_65	1771	243	N	Y	16	*	65
contig_279	1663	371	N	N	25	*	279,280
contig_87	1615	1	N	Y	1	*	87
contig_51	1495	553	N	Y	37	*	51
contig_473	1458	12	N	Y	1	396	*,473,*
contig_163	1449	67	N	Y	4	*	163
contig_472	1446	16	N	Y	1	396	*,472,*
contig_248	1420	60	N	Y	4	364	*,248
contig_266	1417	392	N	N	26	*	266,267
contig_463	1356	4	N	Y	1	392	*,463,*
contig_462	1355	13	N	Y	1	392	*,462,*
contig_409	1318	407	N	N	27	*	409
contig_155	1292	4	N	Y	1	200	155
contig_605	1248	16	N	Y	1	438	*,605,*
contig_708	1245	69	N	Y	5	452	*,708
contig_606	1237	10	N	Y	1	438	*,606,*
contig_91	1212	1	N	Y	1	*	91
contig_162	1162	1	N	Y	1	*	162
contig_680	1144	6	N	Y	1	344	*,680,*
contig_816	1065	26	N	Y	2	356	*,816,*
contig_249	1031	56	N	Y	4	364	*,249
contig_681	1009	3	N	Y	1	344	*,681,*
contig_245	1002	11	N	N	1	*	*,245,*
contig_707	1001	34	N	Y	2	452	*,707
contig_251	987	831	N	Y	55	364	251
contig_284	983	134	N	Y	9	288	*,284,*
contig_285	982	99	N	Y	7	288	*,285,*
contig_283	980	4	N	N	1	*	*,283,*
contig_806	980	5	N	Y	1	354	806,*
contig_583	972	16	N	Y	1	434	*,583,*
contig_582	948	20	N	Y	1	434	*,582,*
contig_48	945	425	N	Y	28	*	48
contig_547	934	12	N	Y	1	426	*,547,*
contig_270	917	403	Y	Y	27	6	270
contig_548	870	13	N	Y	1	426	*,548,*
contig_58	861	1	N	Y	1	*	58
contig_254	839	14	N	Y	1	364	254
contig_250	822	62	N	Y	4	364	*,250
contig_259	819	367	Y	Y	24	364	259
contig_57	783	15	N	Y	1	*	57
contig_55	758	1	N	Y	1	*	55
contig_203	758	2	N	Y	1	*	203
contig_815	752	60	N	Y	4	356	*,815,*
contig_592	707	13	N	Y	1	436	*,592,*
contig_593	703	19	N	Y	1	436	*,593,*
contig_722	703	39	Y	Y	3	18	722
contig_253	687	245	N	Y	16	364	253
contig_43	671	600	N	Y	40	*	43
contig_252	664	3	N	Y	1	364	252
contig_136	637	9	N	Y	1	200	*,136
contig_403	608	418	Y	Y	28	12	403
contig_756	587	12	N	Y	1	456	*,756,*
contig_50	580	2	N	Y	1	*	50
contig_237	578	15	Y	Y	1	*	237
contig_219	570	1	N	Y	1	284	*,219,*
contig_218	568	1	N	Y	1	284	*,218,*
contig_169	549	25	N	Y	2	*	169
contig_40	546	2	N	Y	1	*	40
contig_93	545	1	N	Y	1	*	93
contig_262	539	103	Y	Y	7	364	262
contig_255	502	234	N	Y	16	364	255
